,dienophile,diene,ΔG TS_endo_1,ΔG TS_endo_2,ΔG TS_exo_1,ΔG TS_exo_2,ΔG Product_endo_1,ΔG Product_endo_2,ΔG Product_exo_1,ΔG Product_exo_2,pz_pop_C1_D,pz_pop_C2_D,pz_pop_C3_D,pz_pop_C4_D,LUMO_D,HOMO_D,Sigma p_1_D,Sigma p_4_D,Sigma p_2_D,Sigma p_3_D,NBO_1_D,NBO_2_D,NBO_3_D,NBO_4_D,sterio_D_1,sterio_D_2,sterio_D_3,sterio_D_4,Volume_D_1,Volume_D_4,Volume_D_2,Volume_D_3,pz_pop_C1_dPh,pz_pop_C2_dPh,LUMO_dPh,HOMO_dPh,Sigma_P_1dPh,Sigma_P_2dPh,NBO_1dPh,NBO_2_dPh,sterio_dPh_1,sterio_dPh_2,Volume_dPh_1,Volume_dPh_2,LUMO_D - HOMO_dPh,LUMO_dPh - HOMO_D,Min(TS_1),Min(TS_2),Min_TSـall,Min(TS_1) - Min(TS_2),Min(Product_1),Min(Product_2),Min(Product_1) - Min(Product_2),min_gap,target_raw,target_scaled
260,4_8,3_6_4_9,36.99,37.137,35.672,46.351,-0.272,-1.959,-14.301,-9.416,0.955,1.172,0.87,1.193,-0.65,-7.344,-0.27,0.42,0.0,-0.27,0.225,0.232,-0.443,0.421,1.53,1.0,1.53,1.1,334.486,291.269,60.96,334.486,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,8.248,7.179,35.672,37.137,35.672,-1.465,-14.301,-9.416,-4.885,7.179,35.672,-0.3554609875972974
237,7_9,4_3_2_8,40.527,39.451,39.281,39.021,-4.606,-6.967,-8.771,-8.643,1.119,0.864,0.929,1.052,-0.478,-8.08,-0.17,0.45,0.06,-0.2,-0.29,0.262,0.388,-0.001,1.5,1.08,2.25,1.75,185.535,467.957,98.427,642.238,0.939,1.048,-1.088,-8.015,-0.01,0.42,-0.156,-0.35,2.7,1.1,636.378,291.269,7.536,6.992,39.281,39.021,39.021,0.26,-8.771,-8.643,-0.128,6.992,39.021,-0.01845459675501477
559,5_7,3_3_6_6,41.352,42.636,40.174,45.731,-19.528,-17.74,-21.685,-16.756,1.023,1.094,1.058,1.047,0.147,-7.276,-0.27,0.0,0.06,0.0,0.06,0.235,0.302,-0.316,1.53,1.08,1.0,1.0,334.486,60.96,98.427,60.96,1.04,1.094,0.231,-7.776,-0.2,-0.01,-0.199,-0.259,2.25,2.7,642.238,636.378,7.924,7.507,40.174,42.636,40.174,-2.463,-21.685,-17.74,-3.945,7.507,40.174,0.09757059543404197
583,2_6,4_4_2_1,37.866,37.292,36.961,37.315,-16.422,-17.617,-16.609,-17.488,1.01,1.07,0.998,1.081,1.01,-7.73,-0.17,0.06,-0.27,-0.2,0.249,0.224,-0.169,0.28,1.5,1.53,2.25,1.08,185.535,98.427,334.486,642.238,1.071,0.882,-0.457,-9.433,0.66,0.0,-0.38,-0.33,1.02,1.0,164.182,60.96,10.443,7.273,36.961,37.292,36.961,-0.331,-16.609,-17.617,1.008,7.273,36.961,-0.225750256693833
445,2_3,1_3_3_5,41.282,43.134,42.988,44.116,-6.085,-15.474,-18.225,-14.533,1.037,1.035,0.996,1.036,0.112,-8.116,0.06,-0.2,0.06,0.06,0.182,0.24,0.261,0.338,1.08,1.08,1.08,2.25,98.427,642.238,98.427,98.427,1.209,0.871,0.011,-8.258,0.66,-0.27,-0.5,0.238,1.02,1.53,164.182,334.486,8.37,8.127,41.282,43.134,41.282,-1.852,-18.225,-15.474,-2.751,8.127,41.282,0.20906748437200784
867,6_8,2_1_6_9,29.525,28.95,28.769,29.843,-18.242,-21.13,-25.35,-24.798,0.957,1.011,0.942,0.964,-2.608,-8.946,0.66,0.42,0.66,0.0,-0.229,0.317,-0.107,-0.184,1.02,1.02,1.0,1.1,164.182,291.269,164.182,60.96,0.895,1.043,-0.348,-9.411,0.0,0.45,-0.35,-0.368,1.0,1.75,60.96,467.957,6.803,8.598,28.769,28.95,28.769,-0.181,-25.35,-24.798,-0.552,6.803,28.769,-1.0501027063146082
800,1_6,4_6_3_4,35.208,35.826,36.255,36.329,-25.717,-26.42,-27.521,-22.617,1.057,1.018,1.075,0.987,0.269,-7.513,-0.17,-0.17,0.0,0.06,-0.306,0.254,0.385,-0.334,1.5,1.0,1.08,1.5,185.535,185.535,60.96,98.427,0.983,1.082,1.33,-8.949,0.06,0.0,0.223,-0.568,1.08,1.0,98.427,60.96,9.218,8.843,35.208,35.826,35.208,-0.618,-27.521,-26.42,-1.101,8.843,35.208,-0.402152825564099
599,3_6,2_6_2_8,34.464,30.459,35.24,32.688,-15.378,-15.785,-17.737,-17.725,1.158,1.042,0.895,1.059,-1.368,-8.536,0.66,0.45,0.0,-0.2,-0.354,0.297,-0.147,0.047,1.02,1.0,2.25,1.75,164.182,467.957,60.96,642.238,0.973,1.133,1.54,-7.815,-0.27,0.0,0.121,-0.576,1.53,1.0,334.486,60.96,6.447,10.076,34.464,30.459,30.459,4.005,-17.737,-17.725,-0.012,6.447,30.459,-0.8800397619958691
849,6_9,1_1_2_6,30.306,30.927,31.02,31.216,-22.69,-24.227,-23.777,-24.209,0.911,1.143,1.036,1.033,-0.456,-8.433,0.06,0.0,0.66,-0.2,0.358,0.247,-0.28,-0.034,1.08,1.02,2.25,1.0,98.427,60.96,164.182,642.238,0.896,1.023,-0.657,-9.131,0.0,0.42,-0.355,-0.364,1.0,1.1,60.96,291.269,8.675,7.775,30.306,30.927,30.306,-0.621,-23.777,-24.227,0.45,7.775,30.306,-0.8954359930495772
265,4_5,2_2_1_2,42.391,44.146,42.18,43.041,-6.282,-8.461,-18.584,-9.65,1.067,1.03,0.931,1.073,-2.069,-9.082,0.66,0.66,-0.2,0.66,-0.246,0.322,-0.085,0.072,1.02,2.25,1.02,1.02,164.182,164.182,642.238,164.182,0.999,1.017,1.462,-8.094,-0.17,-0.2,-0.228,-0.241,1.5,2.25,185.535,642.238,6.024,10.544,42.18,43.041,42.18,-0.861,-18.584,-9.65,-8.934,6.024,42.18,0.29943229147155115
995,6_6,1_1_6_6,28.771,28.771,28.771,28.771,-36.183,-36.183,-36.184,-36.184,0.887,1.146,1.081,1.045,-0.673,-8.478,0.06,0.0,0.66,0.0,0.357,0.246,-0.293,-0.257,1.08,1.02,1.0,1.0,98.427,60.96,164.182,60.96,0.998,0.998,1.102,-9.105,0.0,0.0,-0.454,-0.454,1.0,1.0,60.96,60.96,8.432,9.581,28.771,28.771,28.771,0.0,-36.184,-36.184,0.0,8.432,28.771,-1.0499014483923372
529,4_9,3_4_3_8,31.865,37.908,35.331,39.472,-12.889,-6.655,-17.573,-16.233,0.966,1.108,0.895,1.156,-0.669,-7.484,-0.27,0.45,-0.27,0.06,0.161,0.244,0.118,0.484,1.53,1.53,1.08,1.75,334.486,467.957,334.486,98.427,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,8.234,6.938,31.865,37.908,31.865,-6.042,-17.573,-16.233,-1.34,6.938,31.865,-0.7385554426395692
55,2_8,3_2_2_8,57.99,60.487,56.789,55.931,19.641,18.381,7.659,7.281,1.171,1.093,0.866,1.094,-0.323,-7.327,-0.27,0.45,-0.2,-0.2,0.133,0.224,-0.132,0.098,1.53,2.25,2.25,1.75,334.486,467.957,642.238,642.238,0.99,0.949,-1.494,-9.69,0.66,0.45,-0.29,-0.26,1.02,1.75,164.182,467.957,9.367,5.832,56.789,55.931,55.931,0.858,7.659,7.281,0.378,5.832,55.931,1.6831811360437288
120,1_4,4_1_2_5,46.098,47.962,49.16,50.807,-8.311,-5.979,-4.729,-2.422,1.077,1.086,1.025,0.977,-0.095,-8.026,-0.17,-0.2,0.66,-0.2,-0.107,0.26,-0.192,-0.024,1.5,1.02,2.25,2.25,185.535,642.238,164.182,642.238,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,8.345,9.682,46.098,47.962,46.098,-1.865,-8.311,-5.979,-2.333,8.345,46.098,0.6936965611998467
215,6_7,4_2_3_2,40.215,38.267,39.178,37.467,-7.179,-7.359,-7.266,-8.046,1.206,0.798,1.055,0.926,-0.556,-8.24,-0.17,0.66,-0.2,0.06,-0.47,0.311,0.528,-0.124,1.5,2.25,1.08,1.02,185.535,164.182,642.238,98.427,1.0,1.0,-0.294,-7.636,0.0,-0.01,-0.429,-0.25,1.0,2.7,60.96,636.378,7.079,7.946,39.178,37.467,37.467,1.711,-7.266,-8.046,0.78,7.079,37.467,-0.1748320023593466
25,4_6,5_2_2_6,71.152,72.58,70.751,72.768,7.672,11.544,6.954,13.08,1.028,1.0,1.094,1.143,1.021,-7.778,-0.2,0.0,-0.2,-0.2,-0.219,0.23,-0.026,-0.013,2.25,2.25,2.25,1.0,642.238,60.96,642.238,642.238,0.975,1.037,1.376,-8.571,-0.17,0.0,-0.226,-0.472,1.5,1.0,185.535,60.96,9.592,9.154,70.751,72.58,70.751,-1.829,6.954,11.544,-4.589,9.154,70.751,3.1745023400695946
72,3_3,3_3_2_5,50.244,50.244,52.432,52.432,-2.405,-2.405,3.191,3.191,1.109,0.855,1.03,0.983,0.743,-7.28,-0.27,-0.2,0.06,-0.2,0.035,0.234,0.331,-0.091,1.53,1.08,2.25,2.25,334.486,642.238,98.427,642.238,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,7.857,9.2,50.244,50.244,50.244,0.0,-2.405,-2.405,0.0,7.857,50.244,1.1109042340670017
44,3_6,3_2_2_8,59.599,63.98,64.957,64.921,9.745,9.372,7.784,9.471,1.171,1.093,0.866,1.094,-0.323,-7.327,-0.27,0.45,-0.2,-0.2,0.133,0.224,-0.132,0.098,1.53,2.25,2.25,1.75,334.486,467.957,642.238,642.238,0.973,1.133,1.54,-7.815,-0.27,0.0,0.121,-0.576,1.53,1.0,334.486,60.96,7.492,8.867,59.599,63.98,59.599,-4.38,7.784,9.372,-1.588,7.492,59.599,2.052288165488187
247,5_8,3_1_1_2,38.968,39.236,39.918,42.611,-2.86,-0.225,-12.655,-8.986,1.046,1.009,1.235,0.824,-2.026,-8.282,-0.27,0.66,0.66,0.66,-0.283,0.316,-0.064,-0.304,1.53,1.02,1.02,1.02,334.486,164.182,164.182,164.182,0.871,1.076,-0.346,-8.89,-0.2,0.45,-0.115,-0.378,2.25,1.75,642.238,467.957,6.863,7.935,38.968,39.236,38.968,-0.268,-12.655,-8.986,-3.67,6.863,38.968,-0.023787931695187968
721,2_4,5_3_4_1,41.387,37.966,43.662,39.352,-6.493,-19.301,-17.698,-20.602,1.021,1.08,0.866,1.112,0.356,-7.787,-0.2,0.06,0.06,-0.27,0.2,0.232,0.148,0.352,2.25,1.08,1.53,1.08,642.238,98.427,98.427,334.486,1.11,0.864,-0.212,-8.953,0.66,-0.17,-0.399,-0.107,1.02,1.5,164.182,185.535,9.308,7.574,41.387,37.966,37.966,3.421,-17.698,-20.602,2.904,7.574,37.966,-0.12461815075280745
281,2_9,3_6_1_2,30.73,29.922,32.056,31.51,-8.31,-9.382,-9.745,-10.047,1.066,0.99,1.158,0.913,-1.759,-7.82,-0.27,0.66,0.0,0.66,-0.317,0.308,-0.081,-0.385,1.53,1.0,1.02,1.02,334.486,164.182,60.96,164.182,0.993,0.929,-1.74,-9.532,0.66,0.42,-0.296,-0.254,1.02,1.1,164.182,291.269,7.773,6.08,30.73,29.922,29.922,0.808,-9.745,-10.047,0.302,6.08,29.922,-0.9340775141255512
893,4_6,2_6_6_6,33.607,32.069,33.98,32.731,-20.544,-19.545,-20.698,-25.656,1.102,0.913,1.029,0.965,-1.068,-8.352,0.66,0.0,0.0,0.0,-0.374,0.291,-0.152,-0.294,1.02,1.0,1.0,1.0,164.182,60.96,60.96,60.96,0.975,1.037,1.376,-8.571,-0.17,0.0,-0.226,-0.472,1.5,1.0,185.535,60.96,7.503,9.728,33.607,32.069,32.069,1.538,-20.698,-25.656,4.957,7.503,32.069,-0.7180271345679576
914,1_1,5_1_3_4,36.369,36.369,37.586,37.586,-24.026,-24.026,-26.477,-26.477,1.055,0.988,1.124,0.859,-0.808,-7.988,-0.2,-0.17,0.66,0.06,-0.279,0.263,0.403,-0.246,2.25,1.02,1.08,1.5,642.238,185.535,164.182,98.427,1.061,1.061,1.545,-8.806,0.06,0.06,0.124,0.124,1.08,1.08,98.427,98.427,7.998,9.533,36.369,36.369,36.369,0.0,-26.477,-26.477,0.0,7.998,36.369,-0.2853226016859592
810,3_3,1_2_6_6,39.906,39.906,39.266,39.266,-28.278,-28.278,-22.812,-22.812,1.004,1.048,1.092,1.094,0.45,-7.821,0.06,0.0,-0.2,0.0,0.239,0.223,-0.147,-0.254,1.08,2.25,1.0,1.0,98.427,60.96,642.238,60.96,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,7.564,9.741,39.266,39.266,39.266,0.0,-28.278,-28.278,0.0,7.564,39.266,0.006199498723145363
244,2_3,3_6_4_7,42.065,31.965,42.293,36.588,-4.188,-6.784,-7.461,-8.943,1.022,1.162,0.966,1.137,-0.186,-6.559,-0.27,-0.01,0.0,-0.27,0.178,0.226,-0.42,0.344,1.53,1.0,1.53,2.7,334.486,636.378,60.96,334.486,1.209,0.871,0.011,-8.258,0.66,-0.27,-0.5,0.238,1.02,1.53,164.182,334.486,8.072,6.57,42.065,31.965,31.965,10.1,-7.461,-8.943,1.483,6.57,31.965,-0.7284925465260341
822,8_9,2_1_6_4,33.008,29.107,32.557,33.341,-15.286,-15.254,-22.628,-23.194,1.023,0.987,1.088,0.937,-1.884,-8.401,0.66,-0.17,0.66,0.0,-0.285,0.312,-0.083,-0.294,1.02,1.02,1.0,1.5,164.182,185.535,164.182,60.96,0.968,0.942,-1.586,-9.126,0.45,0.42,-0.289,-0.275,1.75,1.1,467.957,291.269,7.241,6.816,32.557,29.107,29.107,3.451,-22.628,-23.194,0.566,6.816,29.107,-1.0160901174508603
321,2_2,3_6_1_3,29.001,29.001,30.708,30.708,-9.311,-9.311,-11.076,-11.076,0.892,1.186,1.156,1.036,-0.101,-7.214,-0.27,-0.27,0.0,0.66,0.24,0.243,-0.293,-0.349,1.53,1.0,1.02,1.53,334.486,334.486,60.96,164.182,0.978,0.978,-1.736,-9.745,0.66,0.66,-0.268,-0.268,1.02,1.02,164.182,164.182,9.644,5.478,29.001,29.001,29.001,0.0,-11.076,-11.076,0.0,5.478,29.001,-1.0267567873312071
643,8_8,2_1_4_3,28.515,28.515,30.707,30.707,-18.567,-18.567,-18.612,-18.612,1.077,1.013,1.146,0.92,-1.851,-7.64,0.66,-0.27,0.66,-0.27,-0.299,0.312,-0.11,0.179,1.02,1.02,1.53,1.53,164.182,334.486,164.182,334.486,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,7.595,6.969,28.515,28.515,28.515,0.0,-18.612,-18.612,0.0,6.969,28.515,-1.0756624624429865
158,5_5,5_1_4_2,72.417,72.417,61.956,61.956,33.781,33.781,-5.594,-5.594,1.192,0.896,1.134,0.886,-1.176,-8.229,-0.2,0.66,0.66,-0.27,-0.455,0.305,0.434,-0.256,2.25,1.02,1.53,1.02,642.238,164.182,164.182,334.486,1.004,1.004,1.342,-8.123,-0.2,-0.2,-0.226,-0.226,2.25,2.25,642.238,642.238,6.947,9.571,61.956,61.956,61.956,0.0,-5.594,-5.594,0.0,6.947,61.956,2.289470626884204
977,3_5,1_3_1_6,35.165,28.888,36.276,29.934,-29.574,-29.641,-29.966,-31.206,1.044,1.034,1.107,0.876,-1.018,-8.537,0.06,0.0,0.06,0.66,0.191,0.242,0.316,-0.248,1.08,1.08,1.02,1.0,98.427,60.96,98.427,164.182,0.998,1.101,1.621,-7.471,-0.27,-0.2,0.12,-0.333,1.53,2.25,334.486,642.238,6.453,10.158,35.165,28.888,28.888,6.276,-29.966,-31.206,1.24,6.453,28.888,-1.0381278599395014
429,3_3,1_3_2_7,46.454,46.454,45.055,45.055,-11.439,-11.439,-14.124,-14.124,1.087,0.926,1.016,0.998,0.202,-7.981,0.06,-0.01,0.06,-0.2,0.156,0.234,0.316,-0.078,1.08,1.08,2.25,2.7,98.427,636.378,98.427,642.238,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,7.316,9.901,45.055,45.055,45.055,0.0,-14.124,-14.124,0.0,7.316,45.055,0.5887405547356782
941,1_1,4_6_4_5,37.719,37.719,40.398,40.398,-24.991,-24.991,-28.465,-28.465,1.08,1.121,1.011,1.046,0.493,-7.299,-0.17,-0.2,0.0,-0.27,-0.188,0.238,-0.316,0.286,1.5,1.0,1.53,2.25,185.535,642.238,60.96,334.486,1.061,1.061,1.545,-8.806,0.06,0.06,0.124,0.124,1.08,1.08,98.427,98.427,9.299,8.844,37.719,37.719,37.719,0.0,-28.465,-28.465,0.0,8.844,37.719,-0.14947350415323854
462,2_8,3_6_3_3,26.262,26.559,28.285,28.29,-12.009,-13.036,-15.207,-15.007,1.043,1.053,1.161,1.009,0.653,-6.984,-0.27,-0.27,0.0,0.06,0.029,0.231,0.321,-0.421,1.53,1.0,1.08,1.53,334.486,334.486,60.96,98.427,0.99,0.949,-1.494,-9.69,0.66,0.45,-0.29,-0.26,1.02,1.75,164.182,467.957,10.343,5.49,26.262,26.559,26.262,-0.297,-15.207,-15.007,-0.2,5.49,26.262,-1.3023795118809267
309,4_4,4_1_2_2,38.405,38.405,39.832,39.832,-9.833,-9.833,-10.67,-10.67,1.103,0.909,1.118,0.956,-0.943,-8.527,-0.17,0.66,0.66,-0.2,-0.365,0.302,0.091,-0.214,1.5,1.02,2.25,1.02,185.535,164.182,164.182,642.238,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,7.145,10.242,38.405,38.405,38.405,0.0,-10.67,-10.67,0.0,7.145,38.405,-0.08044203681438944
697,7_8,2_4_4_1,41.449,40.365,39.917,39.783,-9.435,-8.74,-19.798,-20.092,1.029,1.078,0.907,1.193,-0.664,-7.961,0.66,0.06,-0.27,-0.27,0.235,0.239,0.138,0.373,1.02,1.53,1.53,1.08,164.182,98.427,334.486,334.486,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,7.249,7.03,39.917,39.783,39.783,0.133,-19.798,-20.092,0.294,7.03,39.783,0.05822467163012086
60,1_8,3_2_2_8,59.764,64.937,59.242,62.922,16.133,8.592,6.094,5.82,1.171,1.093,0.866,1.094,-0.323,-7.327,-0.27,0.45,-0.2,-0.2,0.133,0.224,-0.132,0.098,1.53,2.25,2.25,1.75,334.486,467.957,642.238,642.238,0.894,1.125,-0.239,-9.257,0.06,0.45,0.324,-0.475,1.08,1.75,98.427,467.957,8.934,7.087,59.242,62.922,59.242,-3.68,6.094,5.82,0.274,7.087,59.242,2.0163636263628675
884,7_8,1_3_6_3,35.34,32.966,35.805,35.381,-13.931,-13.752,-18.219,-25.35,1.058,1.009,1.164,0.982,0.496,-7.532,0.06,-0.27,0.06,0.0,0.134,0.231,0.31,-0.431,1.08,1.08,1.0,1.53,98.427,334.486,98.427,60.96,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,8.408,6.601,35.34,32.966,32.966,2.374,-18.219,-25.35,7.131,6.601,32.966,-0.6277629564295502
595,1_3,2_2_6_2,36.314,36.2,37.581,37.712,-16.444,-16.089,-17.498,-17.656,1.084,0.894,1.02,1.136,-1.562,-8.571,0.66,0.66,-0.2,0.0,-0.354,0.302,0.056,-0.154,1.02,2.25,1.0,1.02,164.182,164.182,642.238,60.96,1.104,1.048,1.779,-7.75,0.06,-0.27,0.121,0.017,1.08,1.53,98.427,334.486,6.187,10.349,36.314,36.2,36.2,0.113,-17.498,-17.656,0.158,6.187,36.2,-0.3023288961178328
767,3_9,1_4_1_7,37.898,37.825,39.936,37.109,-11.45,-11.104,39.936,-21.63,1.121,0.98,1.116,0.894,-1.357,-7.615,0.06,-0.01,-0.27,0.66,0.152,0.237,0.228,-0.202,1.08,1.53,1.02,2.7,98.427,636.378,334.486,164.182,0.875,1.158,-0.377,-8.19,-0.27,0.42,0.224,-0.481,1.53,1.1,334.486,291.269,6.833,7.238,37.898,37.109,37.109,0.789,-11.45,-21.63,10.18,6.833,37.109,-0.21085717044580107
649,1_7,3_6_1_7,33.779,34.326,34.524,35.448,-11.056,-8.981,-13.047,-18.793,1.023,1.155,1.087,0.951,-1.168,-7.19,-0.27,-0.01,0.0,0.66,0.175,0.226,-0.36,-0.173,1.53,1.0,1.02,2.7,334.486,636.378,60.96,164.182,0.988,1.077,-0.192,-7.615,0.06,-0.01,0.249,-0.355,1.08,2.7,98.427,636.378,6.446,6.998,33.779,34.326,33.779,-0.548,-13.047,-18.793,5.745,6.446,33.779,-0.5459516110265116
650,1_5,3_3_1_7,38.327,43.337,41.273,41.433,-11.59,-6.086,-17.398,-18.839,1.052,1.027,1.116,0.923,-1.387,-7.304,-0.27,-0.01,0.06,0.66,0.083,0.243,0.324,-0.228,1.53,1.08,1.02,2.7,334.486,636.378,98.427,164.182,1.011,1.054,1.418,-8.429,0.06,-0.2,0.22,-0.329,1.08,2.25,98.427,642.238,7.042,8.721,38.327,41.433,38.327,-3.106,-17.398,-18.839,1.441,7.042,38.327,-0.08829109578294692
865,4_9,1_6_2_8,34.448,32.291,33.049,33.41,-14.834,-23.411,-17.942,-24.775,1.054,1.137,0.881,1.101,-0.72,-8.132,0.06,0.45,0.0,-0.2,0.274,0.225,-0.372,0.069,1.08,1.0,2.25,1.75,98.427,467.957,60.96,642.238,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,8.184,7.585,33.049,32.291,32.291,0.758,-17.942,-24.775,6.832,7.585,32.291,-0.6956875051959108
668,6_9,2_6_4_4,25.553,31.762,27.987,31.081,-18.07,-18.848,-17.932,-19.218,1.152,1.025,1.041,0.972,-0.95,-7.796,0.66,-0.17,0.0,-0.27,-0.366,0.294,-0.18,0.244,1.02,1.0,1.53,1.5,164.182,185.535,60.96,334.486,0.896,1.023,-0.657,-9.131,0.0,0.42,-0.355,-0.364,1.0,1.1,60.96,291.269,8.18,7.138,25.553,31.081,25.553,-5.528,-18.07,-19.218,1.148,7.138,25.553,-1.373725445325889
298,3_8,3_2_3_6,40.605,45.667,41.234,45.346,-6.812,-8.978,-18.921,-10.43,0.954,1.121,0.827,1.148,0.728,-7.463,-0.27,0.0,-0.2,0.06,0.176,0.23,-0.202,0.407,1.53,2.25,1.08,1.0,334.486,60.96,642.238,98.427,0.88,1.182,0.092,-8.147,-0.27,0.45,0.225,-0.489,1.53,1.75,334.486,467.957,8.875,7.555,40.605,45.346,40.605,-4.741,-18.921,-10.43,-8.491,7.555,40.605,0.14094167768337693
689,1_8,4_2_6_8,33.846,34.171,34.528,34.866,-17.097,-15.115,-19.394,-19.916,0.972,1.031,0.977,1.128,-0.565,-7.723,-0.17,0.45,-0.2,0.0,-0.175,0.241,-0.079,-0.142,1.5,2.25,1.0,1.75,185.535,467.957,642.238,60.96,0.894,1.125,-0.239,-9.257,0.06,0.45,0.324,-0.475,1.08,1.75,98.427,467.957,8.693,7.484,33.846,34.171,33.846,-0.325,-19.394,-19.916,0.521,7.484,33.846,-0.5392094706304439
314,6_7,3_3_2_4,37.732,38.952,37.544,37.672,-10.308,-10.448,-12.122,-10.768,1.096,0.922,1.037,0.993,0.699,-7.235,-0.27,-0.17,0.06,-0.2,0.041,0.234,0.327,-0.105,1.53,1.08,2.25,1.5,334.486,185.535,98.427,642.238,1.0,1.0,-0.294,-7.636,0.0,-0.01,-0.429,-0.25,1.0,2.7,60.96,636.378,8.335,6.941,37.544,37.672,37.544,-0.127,-12.122,-10.768,-1.354,6.941,37.544,-0.16708357235192495
310,3_9,5_2_6_4,42.534,40.249,45.933,46.215,-1.328,-2.017,1.407,-10.722,1.109,1.112,0.998,1.014,0.841,-7.405,-0.2,-0.17,-0.2,0.0,-0.225,0.233,-0.257,-0.039,2.25,2.25,1.0,1.5,642.238,185.535,642.238,60.96,0.875,1.158,-0.377,-8.19,-0.27,0.42,0.224,-0.481,1.53,1.1,334.486,291.269,9.031,7.028,42.534,40.249,40.249,2.285,-1.328,-10.722,9.395,7.028,40.249,0.10511776751919338
361,7_9,1_1_2_2,37.361,38.727,38.01,41.079,-10.016,-9.584,-12.114,-12.243,0.968,1.143,0.918,1.093,-1.076,-8.759,0.06,0.66,0.66,-0.2,0.377,0.253,-0.286,0.085,1.08,1.02,2.25,1.02,98.427,164.182,164.182,642.238,0.939,1.048,-1.088,-8.015,-0.01,0.42,-0.156,-0.35,2.7,1.1,636.378,291.269,6.939,7.67,37.361,38.727,37.361,-1.365,-12.114,-12.243,0.129,6.939,37.361,-0.1854986722396937
479,2_6,3_2_1_2,34.31,32.511,34.139,32.704,-13.154,-15.429,-13.467,-15.317,1.118,1.023,1.126,0.939,-1.587,-7.762,-0.27,0.66,-0.2,0.66,-0.294,0.313,-0.066,-0.146,1.53,2.25,1.02,1.02,334.486,164.182,642.238,164.182,1.071,0.882,-0.457,-9.433,0.66,0.0,-0.38,-0.33,1.02,1.0,164.182,60.96,7.846,7.304,34.139,32.511,32.511,1.628,-13.467,-15.429,1.962,7.304,32.511,-0.6735491337461336
110,4_4,5_1_1_5,40.91,40.91,46.131,46.131,-0.854,-0.854,-1.517,-1.517,0.904,1.114,1.114,0.904,-1.033,-8.396,-0.2,-0.2,0.66,0.66,-0.068,0.267,-0.182,-0.182,2.25,1.02,1.02,2.25,642.238,642.238,164.182,164.182,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,7.056,10.11,40.91,40.91,40.91,0.0,-1.517,-1.517,0.0,7.056,40.91,0.1716335108296582
989,1_1,1_6_2_3,36.958,36.958,36.411,36.411,-25.415,-25.415,-34.269,-34.269,1.076,1.138,1.088,0.986,0.785,-7.128,0.06,-0.27,0.0,-0.2,0.23,0.217,-0.35,-0.139,1.08,1.0,2.25,1.53,98.427,334.486,60.96,642.238,1.061,1.061,1.545,-8.806,0.06,0.06,0.124,0.124,1.08,1.08,98.427,98.427,9.591,8.673,36.411,36.411,36.411,0.0,-34.269,-34.269,0.0,8.673,36.411,-0.2810961853182744
486,1_9,3_6_4_7,25.389,37.359,29.15,37.178,-14.791,-8.652,-16.662,-15.537,1.022,1.162,0.966,1.137,-0.186,-6.559,-0.27,-0.01,0.0,-0.27,0.178,0.226,-0.42,0.344,1.53,1.0,1.53,2.7,334.486,636.378,60.96,334.486,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,9.031,5.872,25.389,37.178,25.389,-11.789,-16.662,-15.537,-1.125,5.872,25.389,-1.3902285949520863
363,3_3,4_4_2_1,49.848,49.848,49.136,49.136,-11.974,-11.974,-12.323,-12.323,1.01,1.07,0.998,1.081,1.01,-7.73,-0.17,0.06,-0.27,-0.2,0.249,0.224,-0.169,0.28,1.5,1.53,2.25,1.08,185.535,98.427,334.486,642.238,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,8.124,9.65,49.136,49.136,49.136,0.0,-12.323,-12.323,0.0,8.124,49.136,0.9994073451290358
