,dienophile,diene,ΔG TS_endo_1,ΔG TS_endo_2,ΔG TS_exo_1,ΔG TS_exo_2,ΔG Product_endo_1,ΔG Product_endo_2,ΔG Product_exo_1,ΔG Product_exo_2,pz_pop_C1_D,pz_pop_C2_D,pz_pop_C3_D,pz_pop_C4_D,LUMO_D,HOMO_D,Sigma p_1_D,Sigma p_4_D,Sigma p_2_D,Sigma p_3_D,NBO_1_D,NBO_2_D,NBO_3_D,NBO_4_D,sterio_D_1,sterio_D_2,sterio_D_3,sterio_D_4,Volume_D_1,Volume_D_4,Volume_D_2,Volume_D_3,pz_pop_C1_dPh,pz_pop_C2_dPh,LUMO_dPh,HOMO_dPh,Sigma_P_1dPh,Sigma_P_2dPh,NBO_1dPh,NBO_2_dPh,sterio_dPh_1,sterio_dPh_2,Volume_dPh_1,Volume_dPh_2,LUMO_D - HOMO_dPh,LUMO_dPh - HOMO_D,Min(TS_1),Min(TS_2),Min_TSـall,Min(TS_1) - Min(TS_2),Min(Product_1),Min(Product_2),Min(Product_1) - Min(Product_2),min_gap,target_raw,target_scaled
107,8_8,2_2_2_6,59.172,59.172,55.822,55.822,3.663,3.663,-0.783,-0.783,1.13,0.879,1.095,1.124,-0.393,-8.394,0.66,0.0,-0.2,-0.2,-0.389,0.295,0.1,-0.042,1.02,2.25,2.25,1.0,164.182,60.96,642.238,642.238,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,9.054,7.723,55.822,55.822,55.822,0.0,-0.783,-0.783,0.0,7.723,55.822,1.6722125792799762
493,2_4,4_3_3_2,39.386,37.286,40.958,38.278,-3.136,-14.885,-12.506,-15.611,1.147,0.913,1.062,0.966,-1.142,-8.302,-0.17,0.66,0.06,0.06,-0.447,0.315,0.468,0.316,1.5,1.08,1.08,1.02,185.535,164.182,98.427,98.427,1.11,0.864,-0.212,-8.953,0.66,-0.17,-0.399,-0.107,1.02,1.5,164.182,185.535,7.81,8.09,39.386,37.286,37.286,2.101,-12.506,-15.611,3.104,7.81,37.286,-0.19304584432484442
590,2_4,3_6_2_5,38.439,37.734,42.524,44.837,-5.76,-3.256,-19.93,-17.581,1.068,1.146,1.002,1.032,0.909,-7.034,-0.27,-0.2,0.0,-0.2,0.126,0.216,-0.344,-0.035,1.53,1.0,2.25,2.25,334.486,642.238,60.96,642.238,1.11,0.864,-0.212,-8.953,0.66,-0.17,-0.399,-0.107,1.02,1.5,164.182,185.535,9.861,6.821,38.439,37.734,37.734,0.705,-19.93,-17.581,-2.35,6.821,37.734,-0.14796406973620824
741,4_8,3_3_1_1,31.627,32.67,33.451,34.502,-18.484,-17.621,-21.616,-21.022,0.903,1.157,1.039,1.038,-0.676,-7.797,-0.27,0.06,0.06,0.66,0.366,0.251,-0.33,0.319,1.53,1.08,1.02,1.08,334.486,98.427,98.427,164.182,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,8.222,7.632,31.627,32.67,31.627,-1.043,-21.616,-21.022,-0.594,7.632,31.627,-0.762505135389782
292,3_8,2_1_2_7,42.222,42.004,39.695,40.992,-7.119,-5.907,-8.959,-10.192,1.092,1.013,1.023,0.989,-1.664,-8.193,0.66,-0.01,0.66,-0.2,-0.271,0.316,-0.069,-0.022,1.02,1.02,2.25,2.7,164.182,636.378,164.182,642.238,0.88,1.182,0.092,-8.147,-0.27,0.45,0.225,-0.489,1.53,1.75,334.486,467.957,6.483,8.285,39.695,40.992,39.695,-1.297,-8.959,-10.192,1.233,6.483,39.695,0.04936932305021009
289,6_7,3_6_3_7,34.462,33.627,35.671,34.472,-8.407,-7.325,-9.279,-10.146,0.985,1.157,0.984,1.105,-0.446,-6.881,-0.27,-0.01,0.0,0.06,0.186,0.227,-0.43,0.435,1.53,1.0,1.08,2.7,334.486,636.378,60.96,98.427,1.0,1.0,-0.294,-7.636,0.0,-0.01,-0.429,-0.25,1.0,2.7,60.96,636.378,7.19,6.587,34.462,33.627,33.627,0.835,-9.279,-10.146,0.868,6.587,33.627,-0.5612472131190847
652,3_4,2_4_6_1,39.147,31.838,42.459,33.455,-17.23,-16.716,-11.276,-18.927,1.009,1.149,0.889,1.214,-0.615,-7.928,0.66,0.06,-0.27,0.0,0.309,0.233,-0.431,0.417,1.02,1.53,1.0,1.08,164.182,98.427,334.486,60.96,1.007,1.095,1.831,-7.467,-0.27,-0.17,0.106,-0.335,1.53,1.5,334.486,185.535,6.852,9.759,39.147,31.838,31.838,7.31,-17.23,-18.927,1.697,6.852,31.838,-0.7412724245902232
39,9_9,5_2_2_6,54.069,54.069,56.703,56.703,10.1,10.1,10.302,10.302,1.028,1.0,1.094,1.143,1.021,-7.778,-0.2,0.0,-0.2,-0.2,-0.219,0.23,-0.026,-0.013,2.25,2.25,2.25,1.0,642.238,60.96,642.238,642.238,0.947,0.946,-1.736,-9.188,0.42,0.42,-0.281,-0.281,1.1,1.1,291.269,291.269,10.21,6.043,54.069,54.069,54.069,0.0,10.1,10.1,0.0,6.043,54.069,1.4958100104097103
589,1_5,1_2_4_2,52.194,47.788,49.775,47.528,-7.222,-7.611,-9.174,-17.578,0.994,1.09,0.902,1.182,-0.37,-8.386,0.06,0.66,-0.2,-0.27,0.279,0.232,-0.19,0.416,1.08,2.25,1.53,1.02,98.427,164.182,642.238,334.486,1.011,1.054,1.418,-8.429,0.06,-0.2,0.22,-0.329,1.08,2.25,98.427,642.238,8.059,9.804,49.775,47.528,47.528,2.247,-9.174,-17.578,8.404,8.059,47.528,0.837595975623395
307,3_8,2_6_3_3,38.186,34.885,40.22,36.487,-7.747,-7.409,-17.379,-10.655,1.117,0.927,1.132,0.956,-1.082,-7.459,0.66,-0.27,0.0,0.06,-0.387,0.292,-0.201,0.277,1.02,1.0,1.08,1.53,164.182,334.486,60.96,98.427,0.88,1.182,0.092,-8.147,-0.27,0.45,0.225,-0.489,1.53,1.75,334.486,467.957,7.064,7.551,38.186,34.885,34.885,3.301,-17.379,-10.655,-6.724,7.064,34.885,-0.4346559800108166
679,1_7,2_4_4_1,40.481,41.068,40.747,41.502,-11.603,-19.181,-21.052,-19.672,1.029,1.078,0.907,1.193,-0.664,-7.961,0.66,0.06,-0.27,-0.27,0.235,0.239,0.138,0.373,1.02,1.53,1.53,1.08,164.182,98.427,334.486,334.486,0.988,1.077,-0.192,-7.615,0.06,-0.01,0.249,-0.355,1.08,2.7,98.427,636.378,6.95,7.769,40.481,41.068,40.481,-0.587,-21.052,-19.672,-1.38,6.95,40.481,0.12846368650259418
66,4_7,2_6_2_5,44.306,46.064,50.273,48.066,-0.151,1.577,-16.122,4.903,1.181,1.039,1.017,0.963,-0.52,-7.942,0.66,-0.2,0.0,-0.2,-0.394,0.291,-0.122,-0.059,1.02,1.0,2.25,2.25,164.182,642.238,60.96,642.238,0.988,1.057,0.019,-7.55,-0.17,-0.01,-0.201,-0.267,1.5,2.7,185.535,636.378,7.03,7.961,44.306,46.064,44.306,-1.758,-16.122,1.577,-17.699,7.03,44.306,0.5133694628453019
275,3_4,2_2_1_4,41.191,33.776,41.142,35.013,-9.797,-9.885,-10.264,-9.952,1.103,0.909,1.118,0.956,-0.943,-8.527,0.66,-0.17,-0.2,0.66,-0.365,0.302,0.091,-0.214,1.02,2.25,1.02,1.5,164.182,185.535,642.238,164.182,1.007,1.095,1.831,-7.467,-0.27,-0.17,0.106,-0.335,1.53,1.5,334.486,185.535,6.524,10.358,41.142,33.776,33.776,7.366,-10.264,-9.952,-0.313,6.524,33.776,-0.5462534979099176
67,5_8,1_4_2_5,57.517,51.73,62.543,52.402,17.943,2.346,-17.613,4.785,1.154,0.906,1.023,0.966,0.866,-7.794,0.06,-0.2,-0.27,-0.2,0.175,0.225,0.206,-0.073,1.08,1.53,2.25,2.25,98.427,642.238,334.486,642.238,0.871,1.076,-0.346,-8.89,-0.2,0.45,-0.115,-0.378,2.25,1.75,642.238,467.957,9.756,7.448,57.517,51.73,51.73,5.788,-17.613,2.346,-19.96,7.448,51.73,1.2604388703141294
318,3_6,2_2_4_6,43.821,42.604,46.64,43.438,-10.579,-10.211,-11.373,-11.036,1.089,0.886,0.909,1.148,-0.602,-8.058,0.66,0.0,-0.2,-0.27,-0.365,0.302,0.063,0.304,1.02,2.25,1.53,1.0,164.182,60.96,642.238,334.486,0.973,1.133,1.54,-7.815,-0.27,0.0,0.121,-0.576,1.53,1.0,334.486,60.96,7.213,9.598,43.821,42.604,42.604,1.217,-11.373,-11.036,-0.337,7.213,42.604,0.3420989709929389
548,3_8,1_4_1_7,37.503,35.332,38.13,36.494,-14.394,-12.413,-17.413,-16.565,1.121,0.98,1.116,0.894,-1.357,-7.615,0.06,-0.01,-0.27,0.66,0.152,0.237,0.228,-0.202,1.08,1.53,1.02,2.7,98.427,636.378,334.486,164.182,0.88,1.182,0.092,-8.147,-0.27,0.45,0.225,-0.489,1.53,1.75,334.486,467.957,6.789,7.707,37.503,35.332,35.332,2.171,-17.413,-16.565,-0.848,6.789,35.332,-0.3896748343833155
998,1_6,1_3_3_1,35.763,35.763,36.318,36.318,-36.83,-36.83,-37.763,-37.763,1.03,1.027,1.027,1.03,0.127,-8.492,0.06,0.06,0.06,0.06,0.249,0.249,0.193,0.244,1.08,1.08,1.08,1.08,98.427,98.427,98.427,98.427,0.983,1.082,1.33,-8.949,0.06,0.0,0.223,-0.568,1.08,1.0,98.427,60.96,9.076,9.822,35.763,35.763,35.763,0.0,-37.763,-37.763,0.0,9.076,35.763,-0.34630375213398057
714,1_7,3_2_3_4,42.518,43.327,41.511,43.047,-9.019,-8.799,-10.02,-20.409,0.962,1.116,0.822,1.147,0.922,-7.297,-0.27,-0.17,-0.2,0.06,0.169,0.229,-0.194,0.396,1.53,2.25,1.08,1.5,334.486,185.535,642.238,98.427,0.988,1.077,-0.192,-7.615,0.06,-0.01,0.249,-0.355,1.08,2.7,98.427,636.378,8.536,7.105,41.511,43.047,41.511,-1.536,-10.02,-20.409,10.389,7.105,41.511,0.2321115164720033
753,1_4,2_4_4_6,41.605,42.49,42.023,42.152,-14.868,-13.981,-22.928,-21.329,1.18,0.914,1.008,1.072,-0.633,-8.003,0.66,0.0,-0.27,-0.27,-0.456,0.305,0.374,0.23,1.02,1.53,1.53,1.0,164.182,60.96,334.486,334.486,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,7.807,9.659,41.605,42.152,41.605,-0.548,-22.928,-21.329,-1.6,7.807,41.605,0.24157063881872545
327,2_3,4_1_1_8,36.637,31.799,38.732,34.723,-8.376,-9.626,-9.554,-11.201,0.875,1.138,1.016,0.968,-1.915,-8.797,-0.17,0.45,0.66,0.66,-0.042,0.272,-0.208,-0.086,1.5,1.02,1.02,1.75,185.535,467.957,164.182,164.182,1.209,0.871,0.011,-8.258,0.66,-0.27,-0.5,0.238,1.02,1.53,164.182,334.486,6.343,8.807,36.637,31.799,31.799,4.838,-9.554,-11.201,1.647,6.343,31.799,-0.745196954074502
382,3_5,2_3_1_4,39.364,32.424,39.68,34.07,-14.907,-0.96,-13.099,-12.753,1.15,0.901,1.158,0.799,-1.5,-8.592,0.66,-0.17,0.06,0.66,-0.445,0.316,0.531,-0.278,1.02,1.08,1.02,1.5,164.182,185.535,98.427,164.182,0.998,1.101,1.621,-7.471,-0.27,-0.2,0.12,-0.333,1.53,2.25,334.486,642.238,5.971,10.213,39.364,32.424,32.424,6.94,-14.907,-12.753,-2.154,5.971,32.424,-0.6823038533649092
451,4_4,2_2_3_6,40.299,40.299,39.362,39.362,-13.767,-13.767,-14.819,-14.819,1.076,0.902,0.867,1.119,-0.929,-8.559,0.66,0.0,-0.2,0.06,-0.35,0.305,0.02,0.392,1.02,2.25,1.08,1.0,164.182,60.96,642.238,98.427,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,7.159,10.273,39.362,39.362,39.362,0.0,-14.819,-14.819,0.0,7.159,39.362,0.015859878992139188
522,4_7,2_6_3_5,39.898,39.646,43.187,41.952,-4.101,-4.581,-3.669,-16.098,1.078,0.919,1.047,0.974,-1.25,-8.017,0.66,-0.2,0.0,0.06,-0.356,0.295,-0.198,0.369,1.02,1.0,1.08,2.25,164.182,642.238,60.96,98.427,0.988,1.057,0.019,-7.55,-0.17,-0.01,-0.201,-0.267,1.5,2.7,185.535,636.378,6.301,8.036,39.898,39.646,39.646,0.252,-4.101,-16.098,11.998,6.301,39.646,0.04443850395457807
218,7_9,3_6_1_3,36.609,35.733,35.199,34.907,-5.409,-4.809,-8.136,-8.148,0.892,1.186,1.156,1.036,-0.101,-7.214,-0.27,-0.27,0.0,0.66,0.24,0.243,-0.293,-0.349,1.53,1.0,1.02,1.53,334.486,334.486,60.96,164.182,0.939,1.048,-1.088,-8.015,-0.01,0.42,-0.156,-0.35,2.7,1.1,636.378,291.269,7.914,6.126,35.199,34.907,34.907,0.292,-8.136,-8.148,0.012,6.126,34.907,-0.4324421428658391
787,1_5,1_6_3_3,41.492,39.245,40.586,41.781,-25.3,-25.295,-18.65,-22.357,1.03,1.139,1.089,1.028,0.424,-7.402,0.06,-0.27,0.0,0.06,0.261,0.225,-0.416,0.311,1.08,1.0,1.08,1.53,98.427,334.486,60.96,98.427,1.011,1.054,1.418,-8.429,0.06,-0.2,0.22,-0.329,1.08,2.25,98.427,642.238,8.854,8.819,40.586,39.245,39.245,1.342,-25.3,-25.295,-0.005,8.819,39.245,0.004086290539302964
436,1_8,2_1_2_3,36.998,35.036,38.335,36.73,-14.672,-13.745,-15.805,-14.296,1.118,1.023,1.126,0.939,-1.587,-7.762,0.66,-0.27,0.66,-0.2,-0.294,0.313,-0.066,-0.146,1.02,1.02,2.25,1.53,164.182,334.486,164.182,642.238,0.894,1.125,-0.239,-9.257,0.06,0.45,0.324,-0.475,1.08,1.75,98.427,467.957,7.67,7.522,36.998,35.036,35.036,1.961,-15.805,-14.296,-1.509,7.522,35.036,-0.41946100687937865
764,1_8,2_1_1_2,31.574,31.574,32.275,32.276,-20.782,-20.782,-21.539,-21.541,0.965,1.034,1.034,0.965,-2.953,-9.463,0.66,0.66,0.66,0.66,-0.213,0.327,-0.089,-0.089,1.02,1.02,1.02,1.02,164.182,164.182,164.182,164.182,0.894,1.125,-0.239,-9.257,0.06,0.45,0.324,-0.475,1.08,1.75,98.427,467.957,6.304,9.224,31.574,31.574,31.574,0.0,-21.539,-21.541,0.002,6.304,31.574,-0.7678384703299552
88,9_9,4_1_2_5,39.986,39.986,42.9,42.9,-2.068,-2.068,0.883,0.883,1.077,1.086,1.025,0.977,-0.095,-8.026,-0.17,-0.2,0.66,-0.2,-0.107,0.26,-0.192,-0.024,1.5,1.02,2.25,2.25,185.535,642.238,164.182,642.238,0.947,0.946,-1.736,-9.188,0.42,0.42,-0.281,-0.281,1.1,1.1,291.269,291.269,9.094,6.29,39.986,39.986,39.986,0.0,-2.068,-2.068,0.0,6.29,39.986,0.07865235074059619
63,4_9,1_2_2_7,63.401,68.904,69.659,56.751,12.442,13.253,7.184,5.429,1.103,1.094,0.994,1.053,0.27,-7.822,0.06,-0.01,-0.2,-0.2,0.232,0.221,-0.125,-0.004,1.08,2.25,2.25,2.7,98.427,636.378,642.238,642.238,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,9.174,7.275,63.401,56.751,56.751,6.651,7.184,5.429,1.755,7.275,56.751,1.7656968841747145
826,7_8,1_6_3_9,36.825,38.216,36.261,38.353,-11.092,-13.61,-22.615,-23.258,0.932,1.123,0.904,1.122,-1.182,-8.362,0.06,0.42,0.0,0.06,0.323,0.234,-0.44,0.499,1.08,1.0,1.08,1.1,98.427,291.269,60.96,98.427,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,6.731,7.432,36.261,38.216,36.261,-1.955,-22.615,-23.258,0.644,6.731,36.261,-0.29619052948857655
716,8_9,2_6_3_9,35.284,36.54,38.703,36.809,-7.823,-9.451,-19.893,-20.463,1.015,0.942,0.932,1.063,-2.095,-8.687,0.66,0.42,0.0,0.06,-0.302,0.303,-0.224,0.472,1.02,1.0,1.08,1.1,164.182,291.269,60.96,98.427,0.968,0.942,-1.586,-9.126,0.45,0.42,-0.289,-0.275,1.75,1.1,467.957,291.269,7.031,7.102,35.284,36.54,35.284,-1.256,-19.893,-20.463,0.57,7.031,35.284,-0.39450502451781244
351,1_4,3_4_2_9,41.723,42.819,44.039,43.203,-10.484,-8.735,-13.464,-11.888,1.064,1.054,0.921,1.1,-0.899,-7.168,-0.27,0.42,-0.27,-0.2,0.107,0.235,0.191,0.03,1.53,1.53,2.25,1.1,334.486,291.269,334.486,642.238,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,7.541,8.824,41.723,42.819,41.723,-1.096,-13.464,-11.888,-1.576,7.541,41.723,0.2534448562326968
936,4_6,4_6_1_1,31.453,30.717,32.385,31.366,-23.784,-22.884,-29.491,-28.09,0.897,1.142,1.106,1.035,-0.554,-8.161,-0.17,0.06,0.0,0.66,0.347,0.244,-0.285,-0.272,1.5,1.0,1.02,1.08,185.535,98.427,60.96,164.182,0.975,1.037,1.376,-8.571,-0.17,0.0,-0.226,-0.472,1.5,1.0,185.535,60.96,8.016,9.537,31.453,30.717,30.717,0.736,-29.491,-28.09,-1.402,8.016,30.717,-0.8540774900229492
256,2_2,3_1_6_8,31.459,31.459,32.843,32.843,-7.973,-7.973,-9.271,-9.271,0.823,1.221,0.92,1.088,-1.123,-7.769,-0.27,0.45,0.66,0.0,0.307,0.25,-0.323,-0.142,1.53,1.02,1.0,1.75,334.486,467.957,164.182,60.96,0.978,0.978,-1.736,-9.745,0.66,0.66,-0.268,-0.268,1.02,1.02,164.182,164.182,8.622,6.034,31.459,31.459,31.459,0.0,-9.271,-9.271,0.0,6.034,31.459,-0.7794108008605205
635,8_9,2_4_2_6,37.507,34.562,36.811,38.261,-17.014,-16.364,-19.43,-18.496,1.163,0.86,1.115,1.131,-0.29,-8.356,0.66,0.0,-0.27,-0.2,-0.447,0.302,0.419,-0.097,1.02,1.53,2.25,1.0,164.182,60.96,334.486,642.238,0.968,0.942,-1.586,-9.126,0.45,0.42,-0.289,-0.275,1.75,1.1,467.957,291.269,8.836,6.77,36.811,34.562,34.562,2.248,-19.43,-18.496,-0.934,6.77,34.562,-0.4671591344575342
644,2_3,3_2_6_1,39.422,33.569,38.259,36.8,-10.328,-10.868,-10.712,-18.63,1.076,1.138,1.088,0.986,0.785,-7.128,-0.27,0.06,-0.2,0.0,0.23,0.217,-0.35,-0.139,1.53,2.25,1.0,1.08,334.486,98.427,642.238,60.96,1.209,0.871,0.011,-8.258,0.66,-0.27,-0.5,0.238,1.02,1.53,164.182,334.486,9.042,7.138,38.259,33.569,33.569,4.689,-10.712,-18.63,7.918,7.138,33.569,-0.5670836928649348
554,1_4,3_2_4_2,46.783,48.585,47.753,47.438,-4.58,-4.805,-4.406,-16.709,1.221,0.867,1.13,0.954,-0.127,-7.632,-0.27,0.66,-0.2,-0.27,-0.47,0.299,0.427,-0.201,1.53,2.25,1.53,1.02,334.486,164.182,642.238,334.486,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,8.313,9.288,46.783,47.438,46.783,-0.655,-4.58,-16.709,12.129,8.313,46.783,0.7626273995775606
959,9_9,6_3_1_9,28.311,28.311,29.32,29.32,-27.839,-27.839,-29.763,-29.763,1.011,1.011,1.022,0.926,-2.192,-8.77,0.0,0.42,0.06,0.66,-0.466,0.262,0.395,-0.159,1.0,1.08,1.02,1.1,60.96,291.269,98.427,164.182,0.947,0.946,-1.736,-9.188,0.42,0.42,-0.281,-0.281,1.1,1.1,291.269,291.269,6.997,7.034,28.311,28.311,28.311,0.0,-29.763,-29.763,0.0,6.997,28.311,-1.0961907705145977
168,5_9,2_1_2_4,49.229,46.107,48.716,44.224,2.861,-4.135,-16.569,-6.005,1.088,1.012,1.054,0.962,-1.59,-8.379,0.66,-0.17,0.66,-0.2,-0.278,0.315,-0.066,-0.056,1.02,1.02,2.25,1.5,164.182,185.535,164.182,642.238,0.876,1.056,-0.708,-8.875,-0.2,0.42,-0.122,-0.373,2.25,1.1,642.238,291.269,7.285,7.671,48.716,44.224,44.224,4.492,-16.569,-6.005,-10.565,7.285,44.224,0.5051178880322033
917,1_4,3_4_2_1,44.431,45.641,44.768,45.018,-16.152,-15.9,-18.563,-26.548,1.065,1.084,1.101,1.028,1.028,-7.229,-0.27,0.06,-0.27,-0.2,0.245,0.224,-0.168,0.203,1.53,1.53,2.25,1.08,334.486,98.427,334.486,642.238,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,9.468,8.885,44.431,45.018,44.431,-0.587,-18.563,-26.548,7.985,8.885,44.431,0.5259480829872205
528,2_2,5_1_4_9,37.314,37.314,41.71,41.71,-13.746,-13.746,-16.228,-16.228,0.905,1.126,0.905,1.12,-1.266,-8.337,-0.2,0.42,0.66,-0.27,-0.036,0.272,-0.253,0.415,2.25,1.02,1.53,1.1,642.238,291.269,164.182,334.486,0.978,0.978,-1.736,-9.745,0.66,0.66,-0.268,-0.268,1.02,1.02,164.182,164.182,8.479,6.601,37.314,37.314,37.314,0.0,-16.228,-16.228,0.0,6.601,37.314,-0.1902282334130548
823,2_6,5_3_3_6,34.638,33.341,33.688,32.151,-19.331,-22.042,-23.117,-23.196,1.022,1.018,0.986,1.066,-0.035,-8.041,-0.2,0.0,0.06,0.06,-0.261,0.268,0.34,0.351,2.25,1.08,1.08,1.0,642.238,60.96,98.427,98.427,1.071,0.882,-0.457,-9.433,0.66,0.0,-0.38,-0.33,1.02,1.0,164.182,60.96,9.398,7.583,33.688,32.151,32.151,1.537,-23.117,-23.196,0.079,7.583,32.151,-0.709775559754859
985,1_6,1_1_3_5,31.464,32.869,31.714,33.884,-32.168,-28.503,-28.244,-33.039,0.879,1.164,0.965,1.059,-0.779,-8.281,0.06,-0.2,0.66,0.06,0.377,0.252,-0.328,0.408,1.08,1.02,1.08,2.25,98.427,642.238,164.182,98.427,0.983,1.082,1.33,-8.949,0.06,0.0,0.223,-0.568,1.08,1.0,98.427,60.96,8.17,9.611,31.464,32.869,31.464,-1.405,-32.168,-33.039,0.87,8.17,31.464,-0.7789076560548439
816,2_6,4_1_6_1,30.009,29.887,30.349,30.232,-21.322,-22.288,-21.891,-23.0,1.031,1.129,1.118,0.881,-0.51,-8.176,-0.17,0.06,0.66,0.0,0.266,0.225,-0.355,-0.213,1.5,1.02,1.0,1.08,185.535,98.427,164.182,60.96,1.071,0.882,-0.457,-9.433,0.66,0.0,-0.38,-0.33,1.02,1.0,164.182,60.96,8.923,7.719,30.009,29.887,29.887,0.121,-21.891,-23.0,1.108,7.719,29.887,-0.9375995277652883
86,3_9,2_4_2_2,49.835,50.67,51.174,49.815,1.878,2.331,0.236,1.034,1.088,0.937,0.886,1.207,-1.068,-8.436,0.66,0.66,-0.27,-0.2,-0.34,0.308,0.021,0.414,1.02,1.53,2.25,1.02,164.182,164.182,334.486,642.238,0.875,1.158,-0.377,-8.19,-0.27,0.42,0.224,-0.481,1.53,1.1,334.486,291.269,7.122,8.059,49.835,49.815,49.815,0.02,0.236,1.034,-0.798,7.122,49.815,1.067734409739937
432,9_9,6_3_2_2,33.651,33.651,33.959,33.959,-13.583,-13.583,-14.182,-14.182,1.076,0.902,0.867,1.119,-0.929,-8.559,0.0,0.66,0.06,-0.2,-0.35,0.305,0.02,0.392,1.0,1.08,2.25,1.02,60.96,164.182,98.427,642.238,0.947,0.946,-1.736,-9.188,0.42,0.42,-0.281,-0.281,1.1,1.1,291.269,291.269,8.259,6.823,33.651,33.651,33.651,0.0,-14.182,-14.182,0.0,6.823,33.651,-0.5588321180518362
184,1_5,4_3_2_3,50.307,51.0,50.482,49.933,-3.705,-3.744,-16.975,-6.657,0.962,1.116,0.822,1.147,0.922,-7.297,-0.17,-0.27,0.06,-0.2,0.169,0.229,-0.194,0.396,1.5,1.08,2.25,1.53,185.535,334.486,98.427,642.238,1.011,1.054,1.418,-8.429,0.06,-0.2,0.22,-0.329,1.08,2.25,98.427,642.238,9.351,8.715,50.307,49.933,49.933,0.374,-16.975,-6.657,-10.318,8.715,49.933,1.0796086271539085
978,4_6,2_1_6_6,28.559,27.573,29.153,28.058,-31.454,-25.476,-26.138,-31.616,0.999,0.992,1.037,0.907,-2.1,-8.67,0.66,0.0,0.66,0.0,-0.266,0.311,-0.094,-0.281,1.02,1.02,1.0,1.0,164.182,60.96,164.182,60.96,0.975,1.037,1.376,-8.571,-0.17,0.0,-0.226,-0.472,1.5,1.0,185.535,60.96,6.471,10.046,28.559,27.573,27.573,0.986,-31.454,-31.616,0.162,6.471,27.573,-1.170454943832485
534,2_9,3_3_4_1,27.956,28.705,29.677,30.977,-22.368,-22.248,-24.996,-16.259,1.026,1.068,0.945,1.072,0.6,-7.451,-0.27,0.06,0.06,-0.27,0.187,0.231,0.146,0.262,1.53,1.08,1.53,1.08,334.486,98.427,98.427,334.486,0.993,0.929,-1.74,-9.532,0.66,0.42,-0.296,-0.254,1.02,1.1,164.182,291.269,10.132,5.711,27.956,28.705,27.956,-0.749,-24.996,-22.248,-2.748,5.711,27.956,-1.1319140517176465
294,3_9,2_4_4_8,46.894,50.277,46.422,45.227,1.33,-1.115,-10.625,-10.31,1.191,0.891,0.93,1.118,-1.133,-8.228,0.66,0.45,-0.27,-0.27,-0.433,0.31,0.364,0.343,1.02,1.53,1.53,1.75,164.182,467.957,334.486,334.486,0.875,1.158,-0.377,-8.19,-0.27,0.42,0.224,-0.481,1.53,1.1,334.486,291.269,7.057,7.851,46.422,45.227,45.227,1.195,-10.625,-10.31,-0.315,7.057,45.227,0.6060487360509579
892,1_8,3_3_1_2,29.717,32.087,31.766,33.245,-18.463,-18.233,-20.119,-25.654,1.041,1.015,1.131,0.951,-2.005,-7.849,-0.27,0.66,0.06,0.66,-0.289,0.315,-0.132,0.301,1.53,1.08,1.02,1.02,334.486,164.182,98.427,164.182,0.894,1.125,-0.239,-9.257,0.06,0.45,0.324,-0.475,1.08,1.75,98.427,467.957,7.252,7.61,29.717,32.087,29.717,-2.37,-20.119,-25.654,5.535,7.252,29.717,-0.9547064511582978
425,6_8,3_2_1_4,34.135,34.404,35.397,35.628,-13.411,-13.724,-12.833,-14.036,0.98,1.111,1.093,1.05,-0.122,-7.441,-0.27,-0.17,-0.2,0.66,0.159,0.228,-0.128,-0.193,1.53,2.25,1.02,1.5,334.486,185.535,642.238,164.182,0.895,1.043,-0.348,-9.411,0.0,0.45,-0.35,-0.368,1.0,1.75,60.96,467.957,9.289,7.092,34.135,34.404,34.135,-0.269,-13.411,-14.036,0.625,7.092,34.135,-0.5101277008623281
713,3_6,4_2_6_1,36.018,39.785,38.088,37.676,-23.483,-20.719,-20.262,-20.407,1.077,1.134,1.018,1.011,0.67,-7.578,-0.17,0.06,-0.2,0.0,0.237,0.217,-0.355,-0.057,1.5,2.25,1.0,1.08,185.535,98.427,642.238,60.96,0.973,1.133,1.54,-7.815,-0.27,0.0,0.121,-0.576,1.53,1.0,334.486,60.96,8.485,9.118,36.018,37.676,36.018,-1.658,-23.483,-20.719,-2.764,8.485,36.018,-0.32064336704446644
