dienophile,diene,ΔG TS_endo_1,ΔG TS_endo_2,ΔG TS_exo_1,ΔG TS_exo_2,ΔG Product_endo_1,ΔG Product_endo_2,ΔG Product_exo_1,ΔG Product_exo_2,pz_pop_C1_D,pz_pop_C2_D,pz_pop_C3_D,pz_pop_C4_D,LUMO_D,HOMO_D,Sigma p_1_D,Sigma p_4_D,Sigma p_2_D,Sigma p_3_D,NBO_1_D,NBO_2_D,NBO_3_D,NBO_4_D,sterio_D_1,sterio_D_2,sterio_D_3,sterio_D_4,Volume_D_1,Volume_D_4,Volume_D_2,Volume_D_3,pz_pop_C1_dPh,pz_pop_C2_dPh,LUMO_dPh,HOMO_dPh,Sigma_P_1dPh,Sigma_P_2dPh,NBO_1dPh,NBO_2_dPh,sterio_dPh_1,sterio_dPh_2,Volume_dPh_1,Volume_dPh_2,LUMO_D - HOMO_dPh,LUMO_dPh - HOMO_D,Min(TS_1),Min(TS_2),Min_TSـall,Min(TS_1) - Min(TS_2),Min(Product_1),Min(Product_2),Min(Product_1) - Min(Product_2),min_gap
4_6,5_2_2_5,91.48,85.946,85.848,93.129,34.443,36.077,37.005,42.563,1.092,1.051,1.051,1.092,1.218,-7.646,-0.2,-0.2,-0.2,-0.2,-0.228,0.228,-0.016,-0.016,2.25,2.25,2.25,2.25,642.238,642.238,642.238,642.238,0.975,1.037,1.376,-8.571,-0.17,0,-0.226,-0.472,1.5,1,185.535,60.96,9.788,9.022,85.848,85.946,85.848,-0.098,34.443,36.077,-1.634,9.022
4_9,5_2_2_3,68.077,69.465,68.492,69.729,22.931,23.261,13.035,37.555,1.151,1.081,1.011,1.025,1.229,-7.162,-0.2,-0.27,-0.2,-0.2,0.115,0.216,-0.108,-0.022,2.25,2.25,2.25,1.53,642.238,334.486,642.238,642.238,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,10.132,6.616,68.077,69.465,68.077,-1.388,13.035,23.261,-10.226,6.616
5_5,3_2_2_1,90.996,90.996,80.073,80.073,15.623,15.623,34.097,34.097,1.116,1.101,1.091,0.99,1.258,-7.341,-0.27,0.06,-0.2,-0.2,0.229,0.222,-0.118,-0.125,1.53,2.25,2.25,1.08,334.486,98.427,642.238,642.238,1.004,1.004,1.342,-8.123,-0.2,-0.2,-0.226,-0.226,2.25,2.25,642.238,642.238,9.381,8.683,80.073,80.073,80.073,0,15.623,15.623,0,8.683
3_7,5_2_2_2,83.285,78.464,78.559,77.336,31.327,26.402,28.95,33.326,1.207,1.073,1.013,0.997,-0.273,-8.05,-0.2,0.66,-0.2,-0.2,-0.398,0.295,0.113,-0.036,2.25,2.25,2.25,1.02,642.238,164.182,642.238,642.238,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,6.752,8.074,78.559,77.336,77.336,1.224,28.95,26.402,2.548,6.752
4_5,1_2_2_5,85.74,89.821,75.982,82.604,21.85,36.654,28.529,32.531,1.116,1.101,1.011,0.997,1.094,-7.91,0.06,-0.2,-0.2,-0.2,0.218,0.219,-0.115,-0.028,1.08,2.25,2.25,2.25,98.427,642.238,642.238,642.238,0.999,1.017,1.462,-8.094,-0.17,-0.2,-0.228,-0.241,1.5,2.25,185.535,642.238,9.187,9.372,75.982,82.604,75.982,-6.622,21.85,32.531,-10.681,9.187
2_8,5_2_2_5,80.906,82.844,87.016,81.682,34.147,32.21,31.97,31.978,1.092,1.051,1.051,1.092,1.218,-7.646,-0.2,-0.2,-0.2,-0.2,-0.228,0.228,-0.016,-0.016,2.25,2.25,2.25,2.25,642.238,642.238,642.238,642.238,0.99,0.949,-1.494,-9.69,0.66,0.45,-0.29,-0.26,1.02,1.75,164.182,467.957,10.908,6.152,80.906,81.682,80.906,-0.776,31.97,31.978,-0.007,6.152
3_7,5_2_2_9,80.387,80.357,77.139,76.96,41.007,37.111,39.559,31.801,1.009,1.014,1.057,1.184,-0.579,-7.922,-0.2,0.42,-0.2,-0.2,-0.211,0.235,-0.036,0.104,2.25,2.25,2.25,1.1,642.238,291.269,642.238,642.238,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,6.446,7.947,77.139,76.96,76.96,0.18,39.559,31.801,7.758,6.446
4_8,5_2_2_2,73.217,76.924,73.67,75.655,34.848,35.443,19.973,26.05,1.207,1.073,1.013,0.997,-0.273,-8.05,-0.2,0.66,-0.2,-0.2,-0.398,0.295,0.113,-0.036,2.25,2.25,2.25,1.02,642.238,164.182,642.238,642.238,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,8.624,7.885,73.217,75.655,73.217,-2.437,19.973,26.05,-6.076,7.885
2_5,2_2_2_2,77.196,74.233,76.81,22.834,30.874,28.593,22.307,24.414,1.156,0.987,0.986,1.155,-0.583,-8.849,0.66,0.66,-0.2,-0.2,-0.373,0.301,0.086,0.086,1.02,2.25,2.25,1.02,164.182,164.182,642.238,642.238,1.102,0.862,-0.393,-8.926,0.66,-0.2,-0.389,-0.1,1.02,2.25,164.182,642.238,8.342,8.456,76.81,22.834,22.834,53.976,22.307,24.414,-2.107,8.342
3_3,4_2_2_5,80.367,80.367,79.024,79.024,28.047,28.047,21.057,21.057,1.142,1.094,0.994,1.02,1.217,-7.666,-0.17,-0.2,-0.2,-0.2,-0.235,0.232,-0.025,-0.021,1.5,2.25,2.25,2.25,185.535,642.238,642.238,642.238,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,8.331,9.586,79.024,79.024,79.024,0,21.057,21.057,0,8.331
3_9,3_2_2_3,68.635,61.934,64.381,66.177,21.896,19.377,17.715,19.467,1.084,1.082,1.082,1.084,1.402,-7.118,-0.27,-0.27,-0.2,-0.2,0.128,0.22,-0.118,-0.118,1.53,2.25,2.25,1.53,334.486,334.486,642.238,642.238,0.875,1.158,-0.377,-8.19,-0.27,0.42,0.224,-0.481,1.53,1.1,334.486,291.269,9.592,6.741,64.381,61.934,61.934,2.448,17.715,19.377,-1.662,6.741
2_7,5_2_2_8,77.981,72.557,71.652,70.379,31.717,30.283,22.304,18.673,1.122,1.057,0.926,1.148,-0.176,-7.92,-0.2,0.45,-0.2,-0.2,-0.213,0.235,-0.032,0.099,2.25,2.25,2.25,1.75,642.238,467.957,642.238,642.238,1.095,0.903,-1.149,-8.015,0.66,-0.01,-0.373,-0.136,1.02,2.7,164.182,636.378,7.839,6.77,71.652,70.379,70.379,1.273,22.304,18.673,3.63,6.77
4_4,1_2_2_5,74.761,74.761,71.924,71.924,18.295,18.295,18.669,18.669,1.116,1.101,1.011,0.997,1.094,-7.91,0.06,-0.2,-0.2,-0.2,0.218,0.219,-0.115,-0.028,1.08,2.25,2.25,2.25,98.427,642.238,642.238,642.238,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,9.182,9.624,71.924,71.924,71.924,0,18.295,18.295,0,9.182
5_6,4_2_2_9,78.124,76.254,74.625,71.879,28.561,24.589,17.532,18.271,1.135,1.101,0.855,1.086,-0.616,-7.909,-0.17,0.42,-0.2,-0.2,-0.215,0.238,-0.049,0.1,1.5,2.25,2.25,1.1,185.535,291.269,642.238,642.238,0.973,1.035,1.346,-8.569,-0.2,0,-0.219,-0.469,2.25,1,642.238,60.96,7.953,9.255,74.625,71.879,71.879,2.746,17.532,18.271,-0.739,7.953
1_9,2_2_2_5,70.416,68.526,70.918,69.5,16.885,19.167,29.781,17.96,1.207,1.073,1.013,0.997,-0.273,-8.05,0.66,-0.2,-0.2,-0.2,-0.398,0.295,0.113,-0.036,1.02,2.25,2.25,2.25,164.182,642.238,642.238,642.238,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,8.943,7.363,70.416,68.526,68.526,1.89,16.885,17.96,-1.075,7.363
5_8,2_4_2_5,65.155,58.918,68.428,61.518,28.869,18.3,28.94,16.924,1.234,0.814,1.033,0.957,0.019,-8.007,0.66,-0.2,-0.27,-0.2,-0.521,0.306,0.445,-0.066,1.02,1.53,2.25,2.25,164.182,642.238,334.486,642.238,0.871,1.076,-0.346,-8.89,-0.2,0.45,-0.115,-0.378,2.25,1.75,642.238,467.957,8.908,7.661,65.155,58.918,58.918,6.237,28.869,16.924,11.945,7.661
3_3,5_2_2_1,74.676,74.676,72.98,72.98,13.277,13.277,16.821,16.821,1.116,1.101,1.011,0.997,1.094,-7.91,-0.2,0.06,-0.2,-0.2,0.218,0.219,-0.115,-0.028,2.25,2.25,2.25,1.08,642.238,98.427,642.238,642.238,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,8.208,9.83,72.98,72.98,72.98,0,13.277,13.277,0,8.208
5_5,4_2_2_7,106.471,106.471,89.335,89.335,59.145,59.145,16.268,16.268,1.122,1.084,0.98,1.071,0.39,-7.684,-0.17,-0.01,-0.2,-0.2,-0.222,0.234,-0.035,0.003,1.5,2.25,2.25,2.7,185.535,636.378,642.238,642.238,1.004,1.004,1.342,-8.123,-0.2,-0.2,-0.226,-0.226,2.25,2.25,642.238,642.238,8.513,9.026,89.335,89.335,89.335,0,16.268,16.268,0,8.513
1_7,1_2_2_5,71.048,70.777,68.637,68.715,9.678,15.653,9.421,14.957,1.116,1.101,1.011,0.997,1.094,-7.91,0.06,-0.2,-0.2,-0.2,0.218,0.219,-0.115,-0.028,1.08,2.25,2.25,2.25,98.427,642.238,642.238,642.238,0.988,1.077,-0.192,-7.615,0.06,-0.01,0.249,-0.355,1.08,2.7,98.427,636.378,8.708,7.718,68.637,68.715,68.637,-0.079,9.421,14.957,-5.536,7.718
3_7,5_2_3_2,49.863,49.515,54.309,52.244,9.545,3.46,11.167,14.543,1.219,0.76,1.047,0.924,-0.453,-8.307,-0.2,0.66,-0.2,0.06,-0.472,0.311,0.53,-0.107,2.25,2.25,1.08,1.02,642.238,164.182,642.238,98.427,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,6.572,8.332,49.863,49.515,49.515,0.348,9.545,3.46,6.084,6.572
4_8,1_2_2_5,73.689,68.452,68.726,62.227,17.955,16.298,16.574,13.852,1.116,1.101,1.011,0.997,1.094,-7.91,0.06,-0.2,-0.2,-0.2,0.218,0.219,-0.115,-0.028,1.08,2.25,2.25,2.25,98.427,642.238,642.238,642.238,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,9.991,7.745,68.726,62.227,62.227,6.499,16.574,13.852,2.722,7.745
3_9,3_2_2_8,67.133,69.198,62.701,70.606,18.363,21.439,12.665,13.594,1.171,1.093,0.866,1.094,-0.323,-7.327,-0.27,0.45,-0.2,-0.2,0.133,0.224,-0.132,0.098,1.53,2.25,2.25,1.75,334.486,467.957,642.238,642.238,0.875,1.158,-0.377,-8.19,-0.27,0.42,0.224,-0.481,1.53,1.1,334.486,291.269,7.867,6.95,62.701,69.198,62.701,-6.496,12.665,13.594,-0.928,6.95
5_8,3_2_2_7,83.411,78.74,74.909,71.11,40.025,36.171,23.855,13.496,0.996,1.08,1.075,1.198,0.345,-7.187,-0.27,-0.01,-0.2,-0.2,0.13,0.218,-0.122,0.002,1.53,2.25,2.25,2.7,334.486,636.378,642.238,642.238,0.871,1.076,-0.346,-8.89,-0.2,0.45,-0.115,-0.378,2.25,1.75,642.238,467.957,9.235,6.841,74.909,71.11,71.11,3.799,23.855,13.496,10.359,6.841
4_7,5_2_1_5,54.051,54.879,61.698,60.218,10.133,8.634,15.78,13.361,1.077,1.079,1.025,0.991,-0.275,-8.049,-0.2,-0.2,-0.2,0.66,-0.101,0.26,-0.179,-0.021,2.25,2.25,1.02,2.25,642.238,642.238,642.238,164.182,0.988,1.057,0.019,-7.55,-0.17,-0.01,-0.201,-0.267,1.5,2.7,185.535,636.378,7.276,8.068,54.051,54.879,54.051,-0.827,10.133,8.634,1.499,7.276
4_9,4_2_2_7,63.845,72.285,65.402,65.726,17.821,27.16,12.25,13.101,1.122,1.084,0.98,1.071,0.39,-7.684,-0.17,-0.01,-0.2,-0.2,-0.222,0.234,-0.035,0.003,1.5,2.25,2.25,2.7,185.535,636.378,642.238,642.238,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,9.294,7.138,63.845,65.726,63.845,-1.881,12.25,13.101,-0.851,7.138
4_6,5_2_2_6,71.152,72.58,70.751,72.768,7.672,11.544,6.954,13.08,1.028,1,1.094,1.143,1.021,-7.778,-0.2,0,-0.2,-0.2,-0.219,0.23,-0.026,-0.013,2.25,2.25,2.25,1,642.238,60.96,642.238,642.238,0.975,1.037,1.376,-8.571,-0.17,0,-0.226,-0.472,1.5,1,185.535,60.96,9.592,9.154,70.751,72.58,70.751,-1.829,6.954,11.544,-4.589,9.154
4_7,5_2_4_2,60.463,53.865,62.637,61.797,10.586,9.128,12.479,12.422,1.234,0.814,1.033,0.957,0.019,-8.007,-0.2,0.66,-0.2,-0.27,-0.521,0.306,0.445,-0.066,2.25,2.25,1.53,1.02,642.238,164.182,642.238,334.486,0.988,1.057,0.019,-7.55,-0.17,-0.01,-0.201,-0.267,1.5,2.7,185.535,636.378,7.569,8.025,60.463,53.865,53.865,6.598,10.586,9.128,1.458,7.569
3_9,1_2_2_2,67.187,62.597,60.077,66.743,12.939,15.845,12.25,12.277,1.116,1.112,0.872,1.102,-0.497,-8.374,0.06,0.66,-0.2,-0.2,0.243,0.227,-0.138,0.099,1.08,2.25,2.25,1.02,98.427,164.182,642.238,642.238,0.875,1.158,-0.377,-8.19,-0.27,0.42,0.224,-0.481,1.53,1.1,334.486,291.269,7.693,7.997,60.077,62.597,60.077,-2.519,12.25,12.277,-0.026,7.693
3_8,4_2_2_8,71.29,77.221,68.542,71.866,17.614,15.822,9.137,12.264,1.135,1.1,0.857,1.103,-0.268,-7.9,-0.17,0.45,-0.2,-0.2,-0.217,0.238,-0.045,0.101,1.5,2.25,2.25,1.75,185.535,467.957,642.238,642.238,0.88,1.182,0.092,-8.147,-0.27,0.45,0.225,-0.489,1.53,1.75,334.486,467.957,7.878,7.992,68.542,71.866,68.542,-3.324,9.137,12.264,-3.127,7.878
2_6,5_2_2_8,64.649,64.789,64.604,60.611,12.84,20.631,10.638,12.211,1.122,1.057,0.926,1.148,-0.176,-7.92,-0.2,0.45,-0.2,-0.2,-0.213,0.235,-0.032,0.099,2.25,2.25,2.25,1.75,642.238,467.957,642.238,642.238,1.071,0.882,-0.457,-9.433,0.66,0,-0.38,-0.33,1.02,1,164.182,60.96,9.257,7.462,64.604,60.611,60.611,3.993,10.638,12.211,-1.573,7.462
6_7,3_2_2_9,62.133,64.54,63.777,60.443,12.196,14.076,10.47,12.101,1.063,1.089,0.977,1.138,-0.672,-7.339,-0.27,0.42,-0.2,-0.2,0.135,0.224,-0.135,0.097,1.53,2.25,2.25,1.1,334.486,291.269,642.238,642.238,1,1,-0.294,-7.636,0,-0.01,-0.429,-0.25,1,2.7,60.96,636.378,6.964,7.045,62.133,60.443,60.443,1.689,10.47,12.101,-1.631,6.964
8_8,3_2_2_4,63.825,63.825,60.779,60.779,15.122,15.122,11.756,11.756,1.015,1.072,1.094,1.143,1.29,-7.168,-0.27,-0.17,-0.2,-0.2,0.121,0.219,-0.117,-0.034,1.53,2.25,2.25,1.5,334.486,185.535,642.238,642.238,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,10.736,6.497,60.779,60.779,60.779,0,11.756,11.756,0,6.497
7_8,5_3_2_5,51.416,48.755,53.792,52.271,4.137,3.219,9.402,11.594,0.968,1.027,0.785,1.157,0.731,-7.724,-0.2,-0.2,0.06,-0.2,-0.179,0.241,-0.088,0.414,2.25,1.08,2.25,2.25,642.238,642.238,98.427,642.238,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,8.643,6.794,51.416,48.755,48.755,2.66,4.137,3.219,0.918,6.794
5_7,3_6_2_5,56.799,54.283,59.172,54.627,21.544,12.321,10.586,11.542,1.068,1.146,1.002,1.032,0.909,-7.034,-0.27,-0.2,0,-0.2,0.126,0.216,-0.344,-0.035,1.53,1,2.25,2.25,334.486,642.238,60.96,642.238,1.04,1.094,0.231,-7.776,-0.2,-0.01,-0.199,-0.259,2.25,2.7,642.238,636.378,8.685,7.265,56.799,54.283,54.283,2.517,10.586,11.542,-0.955,7.265
8_9,2_2_2_9,61.45,64.135,62.53,65.71,15.489,13.132,12.028,11.474,1.206,1.087,0.878,1.059,-0.845,-8.685,0.66,0.42,-0.2,-0.2,-0.38,0.3,0.09,0.073,1.02,2.25,2.25,1.1,164.182,291.269,642.238,642.238,0.968,0.942,-1.586,-9.126,0.45,0.42,-0.289,-0.275,1.75,1.1,467.957,291.269,8.28,7.1,40.077,64.135,40.077,-24.058,12.028,11.474,0.554,7.1
5_6,1_2_2_5,88.843,74.92,77.347,74.12,27.648,15.589,28.67,11.441,1.116,1.101,1.011,0.997,1.094,-7.91,0.06,-0.2,-0.2,-0.2,0.218,0.219,-0.115,-0.028,1.08,2.25,2.25,2.25,98.427,642.238,642.238,642.238,0.973,1.035,1.346,-8.569,-0.2,0,-0.219,-0.469,2.25,1,642.238,60.96,9.662,9.256,77.347,74.12,74.12,3.226,27.648,11.441,16.207,9.256
2_7,5_3_2_5,48.409,51.026,49.943,52.078,4.386,6.065,7.75,11.006,0.968,1.027,0.785,1.157,0.731,-7.724,-0.2,-0.2,0.06,-0.2,-0.179,0.241,-0.088,0.414,2.25,1.08,2.25,2.25,642.238,642.238,98.427,642.238,1.095,0.903,-1.149,-8.015,0.66,-0.01,-0.373,-0.136,1.02,2.7,164.182,636.378,8.746,6.575,48.409,51.026,48.409,-2.618,4.386,6.065,-1.68,6.575
6_7,4_2_2_7,73.043,64.675,65.353,67.326,14.065,16.221,10.389,10.779,1.122,1.084,0.98,1.071,0.39,-7.684,-0.17,-0.01,-0.2,-0.2,-0.222,0.234,-0.035,0.003,1.5,2.25,2.25,2.7,185.535,636.378,642.238,642.238,1,1,-0.294,-7.636,0,-0.01,-0.429,-0.25,1,2.7,60.96,636.378,8.026,7.391,65.353,64.675,64.675,0.678,10.389,10.779,-0.39,7.391
6_8,4_2_2_9,63.309,66.606,65.04,63.069,11.327,17.128,9.285,10.766,1.135,1.101,0.855,1.086,-0.616,-7.909,-0.17,0.42,-0.2,-0.2,-0.215,0.238,-0.049,0.1,1.5,2.25,2.25,1.1,185.535,291.269,642.238,642.238,0.895,1.043,-0.348,-9.411,0,0.45,-0.35,-0.368,1,1.75,60.96,467.957,8.795,7.56,63.309,63.069,63.069,0.24,9.285,10.766,-1.481,7.56
9_9,5_2_2_6,54.069,54.069,56.703,56.703,10.1,10.1,10.302,10.302,1.028,1,1.094,1.143,1.021,-7.778,-0.2,0,-0.2,-0.2,-0.219,0.23,-0.026,-0.013,2.25,2.25,2.25,1,642.238,60.96,642.238,642.238,0.947,0.946,-1.736,-9.188,0.42,0.42,-0.281,-0.281,1.1,1.1,291.269,291.269,10.21,6.043,54.069,54.069,54.069,0,10.1,10.1,0,6.043
7_7,2_2_2_1,69.558,69.558,63.726,63.726,18.288,18.288,10.233,10.233,1.116,1.112,0.872,1.102,-0.497,-8.374,0.66,0.06,-0.2,-0.2,0.243,0.227,-0.138,0.099,1.02,2.25,2.25,1.08,164.182,98.427,642.238,642.238,1.002,1.002,-0.542,-7.282,-0.01,-0.01,-0.228,-0.228,2.7,2.7,636.378,636.378,6.785,7.833,63.726,63.726,63.726,0,10.233,10.233,0,6.785
8_9,3_2_2_9,59.76,59.515,60.201,59.1,13.059,16.26,9.391,10.139,1.063,1.089,0.977,1.138,-0.672,-7.339,-0.27,0.42,-0.2,-0.2,0.135,0.224,-0.135,0.097,1.53,2.25,2.25,1.1,334.486,291.269,642.238,642.238,0.968,0.942,-1.586,-9.126,0.45,0.42,-0.289,-0.275,1.75,1.1,467.957,291.269,8.454,5.753,59.76,59.1,59.1,0.66,9.391,10.139,-0.748,5.753
4_5,5_2_4_1,64.437,56.985,66.684,64.312,19.049,0.721,-11.42,9.984,1.154,0.906,1.023,0.966,0.866,-7.794,-0.2,0.06,-0.2,-0.27,0.175,0.225,0.206,-0.073,2.25,2.25,1.53,1.08,642.238,98.427,642.238,334.486,0.999,1.017,1.462,-8.094,-0.17,-0.2,-0.228,-0.241,1.5,2.25,185.535,642.238,8.96,9.256,64.437,56.985,56.985,7.452,-11.42,0.721,-12.141,8.96
1_9,2_2_2_4,68.242,63.91,65.117,65.268,11.679,12.258,9.463,9.816,1.142,0.886,1.092,1.117,-0.295,-8.04,0.66,-0.17,-0.2,-0.2,-0.393,0.295,0.109,-0.053,1.02,2.25,2.25,1.5,164.182,185.535,642.238,642.238,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,8.922,7.353,65.117,63.91,63.91,1.207,9.463,9.816,-0.353,7.353
3_6,3_2_2_8,59.599,63.98,64.957,64.921,9.745,9.372,7.784,9.471,1.171,1.093,0.866,1.094,-0.323,-7.327,-0.27,0.45,-0.2,-0.2,0.133,0.224,-0.132,0.098,1.53,2.25,2.25,1.75,334.486,467.957,642.238,642.238,0.973,1.133,1.54,-7.815,-0.27,0,0.121,-0.576,1.53,1,334.486,60.96,7.492,8.867,59.599,63.98,59.599,-4.38,7.784,9.372,-1.588,7.492
3_5,3_6_1_5,46.691,56.815,49.966,58.556,3.662,9.808,-1.546,9.352,1.006,1.149,1.097,0.925,-0.497,-7.451,-0.27,-0.2,0,0.66,0.167,0.224,-0.356,-0.193,1.53,1,1.02,2.25,334.486,642.238,60.96,164.182,0.998,1.101,1.621,-7.471,-0.27,-0.2,0.12,-0.333,1.53,2.25,334.486,642.238,6.974,9.072,46.691,56.815,46.691,-10.124,-1.546,9.352,-10.898,6.974
5_9,5_1_2_1,49.223,56.534,49.197,61.403,-0.578,8.622,-4.147,9.16,1.044,1.078,1.103,0.943,-0.44,-8.246,-0.2,0.06,0.66,-0.2,0.258,0.23,-0.122,-0.188,2.25,1.02,2.25,1.08,642.238,98.427,164.182,642.238,0.876,1.056,-0.708,-8.875,-0.2,0.42,-0.122,-0.373,2.25,1.1,642.238,291.269,8.435,7.538,49.197,56.534,49.197,-7.337,-4.147,8.622,-12.77,7.538
5_7,5_3_2_2,52.292,56.547,52.805,60.747,11.281,33.455,3.991,8.973,1.091,0.904,0.869,1.111,-0.855,-8.2,-0.2,0.66,0.06,-0.2,-0.356,0.303,0.029,0.392,2.25,1.08,2.25,1.02,642.238,164.182,98.427,642.238,1.04,1.094,0.231,-7.776,-0.2,-0.01,-0.199,-0.259,2.25,2.7,642.238,636.378,6.921,8.431,52.292,56.547,52.292,-4.255,3.991,8.973,-4.981,6.921
3_7,4_1_2_5,49.587,51.254,52.01,53.12,0.591,3.713,14.6,8.535,1.077,1.086,1.025,0.977,-0.095,-8.026,-0.17,-0.2,0.66,-0.2,-0.107,0.26,-0.192,-0.024,1.5,1.02,2.25,2.25,185.535,642.238,164.182,642.238,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,6.93,8.05,49.587,51.254,49.587,-1.667,0.591,3.713,-3.122,6.93
3_4,5_2_6_9,44.021,46.854,51.524,51.258,1.108,1.041,-15.79,8.357,0.964,1.014,1.026,1.144,-0.684,-7.857,-0.2,0.42,-0.2,0,-0.174,0.238,-0.059,-0.132,2.25,2.25,1,1.1,642.238,291.269,642.238,60.96,1.007,1.095,1.831,-7.467,-0.27,-0.17,0.106,-0.335,1.53,1.5,334.486,185.535,6.784,9.688,44.021,46.854,44.021,-2.833,-15.79,1.041,-16.831,6.784
2_4,1_2_2_4,67.892,68.093,64.277,67.937,8.202,9.499,6.734,8.095,1.119,1.104,1.017,0.998,1.151,-7.933,0.06,-0.17,-0.2,-0.2,0.222,0.22,-0.118,-0.041,1.08,2.25,2.25,1.5,98.427,185.535,642.238,642.238,1.11,0.864,-0.212,-8.953,0.66,-0.17,-0.399,-0.107,1.02,1.5,164.182,185.535,10.104,7.72,64.277,67.937,64.277,-3.66,6.734,8.095,-1.36,7.72
3_8,5_2_3_3,47.191,44.032,49.669,48.587,-0.3,-1.153,6.163,8.027,1.109,0.855,1.03,0.983,0.743,-7.28,-0.2,-0.27,-0.2,0.06,0.035,0.234,0.331,-0.091,2.25,2.25,1.08,1.53,642.238,334.486,642.238,98.427,0.88,1.182,0.092,-8.147,-0.27,0.45,0.225,-0.489,1.53,1.75,334.486,467.957,8.889,7.371,47.191,44.032,44.032,3.158,-0.3,-1.153,0.853,7.371
5_5,4_2_3_6,59.476,59.476,58.958,58.958,19.347,19.347,8.012,8.012,0.96,1.038,0.845,1.14,0.564,-7.936,-0.17,0,-0.2,0.06,-0.178,0.246,-0.111,0.409,1.5,2.25,1.08,1,185.535,60.96,642.238,98.427,1.004,1.004,1.342,-8.123,-0.2,-0.2,-0.226,-0.226,2.25,2.25,642.238,642.238,8.687,9.278,58.958,58.958,58.958,0,8.012,8.012,0,8.687
1_8,4_2_2_3,67.198,65.042,65.265,61.763,10.802,9.29,6.401,7.757,1.015,1.072,1.094,1.143,1.29,-7.168,-0.17,-0.27,-0.2,-0.2,0.121,0.219,-0.117,-0.034,1.5,2.25,2.25,1.53,185.535,334.486,642.238,642.238,0.894,1.125,-0.239,-9.257,0.06,0.45,0.324,-0.475,1.08,1.75,98.427,467.957,10.547,6.929,65.265,61.763,61.763,3.503,6.401,7.757,-1.356,6.929
7_7,5_2_6_2,48.241,48.241,50.641,50.641,3.724,3.724,7.357,7.357,1.181,1.039,1.017,0.963,-0.52,-7.942,-0.2,0.66,-0.2,0,-0.394,0.291,-0.122,-0.059,2.25,2.25,1,1.02,642.238,164.182,642.238,60.96,1.002,1.002,-0.542,-7.282,-0.01,-0.01,-0.228,-0.228,2.7,2.7,636.378,636.378,6.762,7.401,48.241,48.241,48.241,0,3.724,3.724,0,6.762
2_8,3_2_2_8,57.99,60.487,56.789,55.931,19.641,18.381,7.659,7.281,1.171,1.093,0.866,1.094,-0.323,-7.327,-0.27,0.45,-0.2,-0.2,0.133,0.224,-0.132,0.098,1.53,2.25,2.25,1.75,334.486,467.957,642.238,642.238,0.99,0.949,-1.494,-9.69,0.66,0.45,-0.29,-0.26,1.02,1.75,164.182,467.957,9.367,5.832,56.789,55.931,55.931,0.858,7.659,7.281,0.378,5.832
1_3,2_2_2_2,67.587,67.592,66.522,66.506,8.807,8.808,6.655,6.825,1.156,0.987,0.986,1.155,-0.583,-8.849,0.66,0.66,-0.2,-0.2,-0.373,0.301,0.086,0.086,1.02,2.25,2.25,1.02,164.182,164.182,642.238,642.238,1.104,1.048,1.779,-7.75,0.06,-0.27,0.121,0.017,1.08,1.53,98.427,334.486,7.166,10.627,66.522,66.506,66.506,0.016,6.655,6.825,-0.17,7.166
4_6,2_2_2_9,67.298,64.078,65.099,61.716,8.993,6.823,7.343,6.65,1.206,1.087,0.878,1.059,-0.845,-8.685,0.66,0.42,-0.2,-0.2,-0.38,0.3,0.09,0.073,1.02,2.25,2.25,1.1,164.182,291.269,642.238,642.238,0.975,1.037,1.376,-8.571,-0.17,0,-0.226,-0.472,1.5,1,185.535,60.96,7.725,10.061,65.099,61.716,61.716,3.383,7.343,6.65,0.693,7.725
