dienophile,diene,ΔG TS_endo_1,ΔG TS_endo_2,ΔG TS_exo_1,ΔG TS_exo_2,ΔG Product_endo_1,ΔG Product_endo_2,ΔG Product_exo_1,ΔG Product_exo_2,pz_pop_C1_D,pz_pop_C2_D,pz_pop_C3_D,pz_pop_C4_D,LUMO_D,HOMO_D,Sigma p_1_D,Sigma p_4_D,Sigma p_2_D,Sigma p_3_D,NBO_1_D,NBO_2_D,NBO_3_D,NBO_4_D,sterio_D_1,sterio_D_2,sterio_D_3,sterio_D_4,Volume_D_1,Volume_D_4,Volume_D_2,Volume_D_3,pz_pop_C1_dPh,pz_pop_C2_dPh,LUMO_dPh,HOMO_dPh,Sigma_P_1dPh,Sigma_P_2dPh,NBO_1dPh,NBO_2_dPh,sterio_dPh_1,sterio_dPh_2,Volume_dPh_1,Volume_dPh_2,LUMO_D - HOMO_dPh,LUMO_dPh - HOMO_D,Min(TS_1),Min(TS_2),Min_TSـall,Min(TS_1) - Min(TS_2),Min(Product_1),Min(Product_2),Min(Product_1) - Min(Product_2),min_gap
2_3,3_3_2_2,41.98,38.863,43.753,40.173,-2.84,-5.511,-4.388,-6.401,1.12,0.915,1.012,1.053,-0.874,-7.598,-0.27,0.66,0.06,-0.2,-0.373,0.301,0.022,0.3,1.53,1.08,2.25,1.02,334.486,164.182,98.427,642.238,1.209,0.871,0.011,-8.258,0.66,-0.27,-0.5,0.238,1.02,1.53,164.182,334.486,7.384,7.609,41.98,38.863,38.863,3.118,-4.388,-6.401,2.013,7.384
5_5,2_2_3_3,56.871,56.871,55.04,55.04,-4.011,-4.011,-6.407,-6.407,1.12,0.915,1.012,1.053,-0.874,-7.598,0.66,-0.27,-0.2,0.06,-0.373,0.301,0.022,0.3,1.02,2.25,1.08,1.53,164.182,334.486,642.238,98.427,1.004,1.004,1.342,-8.123,-0.2,-0.2,-0.226,-0.226,2.25,2.25,642.238,642.238,7.249,8.94,55.04,55.04,55.04,0,-6.407,-6.407,0,7.249
7_7,2_2_3_4,45.112,45.112,44.172,44.172,-3.061,-3.061,-6.438,-6.438,1.096,0.904,0.945,1.072,-0.84,-8.128,0.66,-0.17,-0.2,0.06,-0.362,0.302,0.025,0.379,1.02,2.25,1.08,1.5,164.182,185.535,642.238,98.427,1.002,1.002,-0.542,-7.282,-0.01,-0.01,-0.228,-0.228,2.7,2.7,636.378,636.378,6.442,7.586,44.172,44.172,44.172,0,-6.438,-6.438,0,6.442
3_3,2_3_2_7,41.651,41.651,45.002,45.002,-4.687,-4.687,-6.477,-6.477,1.194,0.811,1.026,0.959,-0.686,-8.126,0.66,-0.01,0.06,-0.2,-0.463,0.312,0.526,-0.091,1.02,1.08,2.25,2.7,164.182,636.378,98.427,642.238,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,6.428,10.046,41.651,41.651,41.651,0,-6.477,-6.477,0,6.428
3_5,4_4_2_6,53.722,56.457,54.366,48.102,0.625,-14.406,-3.461,-6.525,1.037,1.002,1.086,1.111,0.732,-7.665,-0.17,0,-0.27,-0.2,-0.262,0.248,0.275,-0.072,1.5,1.53,2.25,1,185.535,60.96,334.486,642.238,0.998,1.101,1.621,-7.471,-0.27,-0.2,0.12,-0.333,1.53,2.25,334.486,642.238,8.203,9.286,53.722,48.102,48.102,5.62,-3.461,-14.406,10.945,8.203
2_5,3_3_6_8,38.683,36.798,42.212,40.306,-14.734,-1.593,-9.901,-6.533,0.96,1.128,0.917,1.083,-0.952,-7.343,-0.27,0.45,0.06,0,0.125,0.243,0.28,-0.213,1.53,1.08,1,1.75,334.486,467.957,98.427,60.96,1.102,0.862,-0.393,-8.926,0.66,-0.2,-0.389,-0.1,1.02,2.25,164.182,642.238,7.974,6.95,38.683,36.798,36.798,1.886,-14.734,-6.533,-8.201,6.95
2_3,3_1_3_5,44.355,39.627,46.106,43.225,-0.791,-2.032,-8.996,-6.592,0.855,1.221,0.934,1.09,-0.406,-7.694,-0.27,-0.2,0.66,0.06,0.283,0.25,-0.348,0.417,1.53,1.02,1.08,2.25,334.486,642.238,164.182,98.427,1.209,0.871,0.011,-8.258,0.66,-0.27,-0.5,0.238,1.02,1.53,164.182,334.486,7.852,7.704,44.355,39.627,39.627,4.728,-8.996,-6.592,-2.405,7.704
3_6,5_1_2_7,40.069,46.6,39.996,47.64,-6.705,-6.053,-7.212,-6.628,0.991,1.089,1.011,1.04,-0.37,-8.017,-0.2,-0.01,0.66,-0.2,-0.092,0.261,-0.186,-0.002,2.25,1.02,2.25,2.7,642.238,636.378,164.182,642.238,0.973,1.133,1.54,-7.815,-0.27,0,0.121,-0.576,1.53,1,334.486,60.96,7.445,9.557,39.996,46.6,39.996,-6.604,-7.212,-6.628,-0.584,7.445
1_5,4_3_2_3,50.307,51,50.482,49.933,-3.705,-3.744,-16.975,-6.657,0.962,1.116,0.822,1.147,0.922,-7.297,-0.17,-0.27,0.06,-0.2,0.169,0.229,-0.194,0.396,1.5,1.08,2.25,1.53,185.535,334.486,98.427,642.238,1.011,1.054,1.418,-8.429,0.06,-0.2,0.22,-0.329,1.08,2.25,98.427,642.238,9.351,8.715,50.307,49.933,49.933,0.374,-16.975,-6.657,-10.318,8.715
3_8,3_1_1_9,32.258,36.439,34.558,40.164,-4.131,-5.832,-6.55,-6.658,0.83,1.23,1.01,0.996,-2.02,-8.209,-0.27,0.42,0.66,0.66,0.321,0.256,-0.302,-0.08,1.53,1.02,1.02,1.1,334.486,291.269,164.182,164.182,0.88,1.182,0.092,-8.147,-0.27,0.45,0.225,-0.489,1.53,1.75,334.486,467.957,6.126,8.301,32.258,36.439,32.258,-4.18,-6.55,-6.658,0.108,6.126
1_9,3_2_3_9,32.62,45.832,37.138,45.156,-4.487,-7.418,-6.212,-6.682,0.919,1.134,0.799,1.178,-0.764,-7.619,-0.27,0.42,-0.2,0.06,0.212,0.236,-0.216,0.515,1.53,2.25,1.08,1.1,334.486,291.269,642.238,98.427,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,8.453,6.932,32.62,45.156,32.62,-12.536,-6.212,-7.418,1.205,6.932
2_7,2_1_2_9,39.928,39.978,39.958,41.234,-9.87,-4.45,-9.224,-6.698,1.121,1.043,0.931,1.023,-1.945,-9.016,0.66,0.42,0.66,-0.2,-0.253,0.321,-0.081,0.055,1.02,1.02,2.25,1.1,164.182,291.269,164.182,642.238,1.095,0.903,-1.149,-8.015,0.66,-0.01,-0.373,-0.136,1.02,2.7,164.182,636.378,6.07,7.867,39.928,39.978,39.928,-0.05,-9.87,-6.698,-3.171,6.07
3_7,4_2_6_7,43.149,40.888,41.705,40.887,-3.434,-3.916,-6.083,-6.81,1.026,1.024,1.02,1.063,-0.415,-7.03,-0.17,-0.01,-0.2,0,-0.206,0.237,-0.063,-0.22,1.5,2.25,1,2.7,185.535,636.378,642.238,60.96,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,6.61,7.055,41.705,40.887,40.887,0.818,-6.083,-6.81,0.726,6.61
5_5,2_1_2_5,72.086,72.086,71.07,71.07,19.96,19.96,-6.846,-6.846,1.149,1.034,1.041,0.944,-1.551,-8.444,0.66,-0.2,0.66,-0.2,-0.28,0.315,-0.062,-0.039,1.02,1.02,2.25,2.25,164.182,642.238,164.182,642.238,1.004,1.004,1.342,-8.123,-0.2,-0.2,-0.226,-0.226,2.25,2.25,642.238,642.238,6.572,9.786,71.07,71.07,71.07,0,-6.846,-6.846,0,6.572
2_9,4_2_3_9,34.67,37.858,39.397,37.737,-5.006,-6.418,-6.053,-6.885,0.935,1.051,0.797,1.168,-0.787,-8.151,-0.17,0.42,-0.2,0.06,-0.148,0.251,-0.122,0.517,1.5,2.25,1.08,1.1,185.535,291.269,642.238,98.427,0.993,0.929,-1.74,-9.532,0.66,0.42,-0.296,-0.254,1.02,1.1,164.182,291.269,8.744,6.411,34.67,37.737,34.67,-3.067,-6.053,-6.885,0.831,6.411
7_9,4_1_2_2,38.786,39.536,40.332,42.443,-5.273,-5.586,-7.541,-6.916,1.103,0.909,1.118,0.956,-0.943,-8.527,-0.17,0.66,0.66,-0.2,-0.365,0.302,0.091,-0.214,1.5,1.02,2.25,1.02,185.535,164.182,164.182,642.238,0.939,1.048,-1.088,-8.015,-0.01,0.42,-0.156,-0.35,2.7,1.1,636.378,291.269,7.072,7.439,38.786,39.536,38.786,-0.75,-7.541,-6.916,-0.625,7.072
3_4,5_3_1_5,44.538,38.657,46.567,42.991,-4.774,-4.657,-7.655,-6.98,0.86,1.124,0.977,1.057,-0.826,-7.995,-0.2,-0.2,0.06,0.66,-0.063,0.267,-0.244,0.415,2.25,1.08,1.02,2.25,642.238,642.238,98.427,164.182,1.007,1.095,1.831,-7.467,-0.27,-0.17,0.106,-0.335,1.53,1.5,334.486,185.535,6.641,9.825,44.538,38.657,38.657,5.88,-7.655,-6.98,-0.675,6.641
3_7,6_3_2_4,46.112,43.545,45.428,43.7,-8.099,-5.924,-8.495,-7.069,0.96,1.038,0.845,1.14,0.564,-7.936,0,-0.17,0.06,-0.2,-0.178,0.246,-0.111,0.409,1,1.08,2.25,1.5,60.96,185.535,98.427,642.238,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,7.589,7.961,45.428,43.545,43.545,1.883,-8.495,-7.069,-1.426,7.589
4_5,3_6_6_8,44.974,42.949,48.295,46.319,-10.114,1.696,-4.274,-7.084,0.911,1.14,0.897,1.112,-0.726,-7.323,-0.27,0.45,0,0,0.211,0.225,-0.402,-0.153,1.53,1,1,1.75,334.486,467.957,60.96,60.96,0.999,1.017,1.462,-8.094,-0.17,-0.2,-0.228,-0.241,1.5,2.25,185.535,642.238,7.368,8.785,44.974,42.949,42.949,2.024,-10.114,-7.084,-3.03,7.368
5_6,4_2_1_8,43.235,43.602,41.448,45.568,-7.846,-6.497,-14.234,-7.188,1.018,1.06,1.001,1.028,-1.368,-8.282,-0.17,0.45,-0.2,0.66,-0.171,0.249,-0.049,-0.082,1.5,2.25,1.02,1.75,185.535,467.957,642.238,164.182,0.973,1.035,1.346,-8.569,-0.2,0,-0.219,-0.469,2.25,1,642.238,60.96,7.2,9.628,41.448,43.602,41.448,-2.154,-14.234,-7.188,-7.046,7.2
1_9,3_1_1_3,35.492,35.489,38.777,38.777,-3.354,-5.211,-7.195,-7.191,0.923,1.19,1.19,0.923,-0.398,-7.719,-0.27,-0.27,0.66,0.66,0.267,0.249,-0.283,-0.283,1.53,1.02,1.02,1.53,334.486,334.486,164.182,164.182,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,8.819,7.032,35.492,35.489,35.489,0.003,-7.195,-7.191,-0.004,7.032
2_4,4_3_2_4,37.316,40.196,39.331,41.199,-8.045,-7.399,-8.082,-7.251,0.972,1.034,0.85,1.133,0.713,-7.656,-0.17,-0.17,0.06,-0.2,-0.185,0.244,-0.104,0.398,1.5,1.08,2.25,1.5,185.535,185.535,98.427,642.238,1.11,0.864,-0.212,-8.953,0.66,-0.17,-0.399,-0.107,1.02,1.5,164.182,185.535,9.665,7.444,37.316,40.196,37.316,-2.881,-8.082,-7.399,-0.683,7.444
5_7,4_6_4_9,45.513,48.347,47.474,57.333,-4.117,12.439,-9.966,-7.263,0.993,1.115,0.87,1.172,-0.762,-7.659,-0.17,0.42,0,-0.27,-0.133,0.247,-0.35,0.419,1.5,1,1.53,1.1,185.535,291.269,60.96,334.486,1.04,1.094,0.231,-7.776,-0.2,-0.01,-0.199,-0.259,2.25,2.7,642.238,636.378,7.014,7.89,45.513,48.347,45.513,-2.834,-9.966,-7.263,-2.703,7.014
2_7,2_4_1_9,34.919,38.676,37.277,39.823,-8.485,-6.181,-8.561,-7.331,1.139,0.928,1.046,0.955,-2.361,-8.712,0.66,0.42,-0.27,0.66,-0.405,0.311,0.408,-0.163,1.02,1.53,1.02,1.1,164.182,291.269,334.486,164.182,1.095,0.903,-1.149,-8.015,0.66,-0.01,-0.373,-0.136,1.02,2.7,164.182,636.378,5.654,7.562,34.919,38.676,34.919,-3.756,-8.561,-7.331,-1.23,5.654
2_4,3_3_2_3,37.54,41.185,38.853,40.399,-7.346,-7.003,-18.745,-7.344,0.962,1.115,0.867,1.112,0.935,-7.05,-0.27,-0.27,0.06,-0.2,0.166,0.229,-0.195,0.325,1.53,1.08,2.25,1.53,334.486,334.486,98.427,642.238,1.11,0.864,-0.212,-8.953,0.66,-0.17,-0.399,-0.107,1.02,1.5,164.182,185.535,9.887,6.838,37.54,40.399,37.54,-2.858,-18.745,-7.344,-11.401,6.838
2_3,2_1_1_4,30.527,37.462,32.788,38.543,-8.573,-6.299,-8.901,-7.377,1.006,1.011,1.148,0.833,-2.173,-8.85,0.66,-0.17,0.66,0.66,-0.254,0.32,-0.069,-0.214,1.02,1.02,1.02,1.5,164.182,185.535,164.182,164.182,1.209,0.871,0.011,-8.258,0.66,-0.27,-0.5,0.238,1.02,1.53,164.182,334.486,6.085,8.86,30.527,37.462,30.527,-6.935,-8.901,-7.377,-1.524,6.085
9_9,4_2_1_3,33.586,33.586,35.272,35.272,-4.129,-4.129,-7.429,-7.429,0.955,1.165,1.045,1.027,0.05,-7.607,-0.17,-0.27,-0.2,0.66,0.248,0.244,-0.285,-0.035,1.5,2.25,1.02,1.53,185.535,334.486,642.238,164.182,0.947,0.946,-1.736,-9.188,0.42,0.42,-0.281,-0.281,1.1,1.1,291.269,291.269,9.239,5.872,33.586,33.586,33.586,0,-7.429,-7.429,0,5.872
3_8,2_2_4_6,45.855,46.798,52.117,51.29,-4.852,-6.352,-5.79,-7.443,1.089,0.886,0.909,1.148,-0.602,-8.058,0.66,0,-0.2,-0.27,-0.365,0.302,0.063,0.304,1.02,2.25,1.53,1,164.182,60.96,642.238,334.486,0.88,1.182,0.092,-8.147,-0.27,0.45,0.225,-0.489,1.53,1.75,334.486,467.957,7.545,8.15,45.855,46.798,45.855,-0.943,-5.79,-7.443,1.654,7.545
2_4,4_1_6_5,36.411,37.601,38.854,41.223,-8.332,-6.9,-15.558,-7.484,0.886,1.109,1.088,1.022,-0.469,-7.877,-0.17,-0.2,0.66,0,-0.099,0.259,-0.208,-0.266,1.5,1.02,1,2.25,185.535,642.238,164.182,60.96,1.11,0.864,-0.212,-8.953,0.66,-0.17,-0.399,-0.107,1.02,1.5,164.182,185.535,8.483,7.664,36.411,37.601,36.411,-1.191,-15.558,-7.484,-8.074,7.664
5_5,2_6_4_5,68.384,68.384,63.529,63.529,8.096,8.096,-7.505,-7.505,1.151,1.025,1.032,0.978,-0.964,-7.795,0.66,-0.2,0,-0.27,-0.365,0.294,-0.179,0.26,1.02,1,1.53,2.25,164.182,642.238,60.96,334.486,1.004,1.004,1.342,-8.123,-0.2,-0.2,-0.226,-0.226,2.25,2.25,642.238,642.238,7.159,9.137,63.529,63.529,63.529,0,-7.505,-7.505,0,7.159
9_9,2_4_6_4,30.121,30.121,35.605,35.605,-5.197,-5.197,-7.576,-7.576,1.22,0.88,1.117,0.997,-0.569,-7.725,0.66,-0.17,-0.27,0,-0.493,0.297,0.422,-0.349,1.02,1.53,1,1.5,164.182,185.535,334.486,60.96,0.947,0.946,-1.736,-9.188,0.42,0.42,-0.281,-0.281,1.1,1.1,291.269,291.269,8.62,5.989,30.121,30.121,30.121,0,-7.576,-7.576,0,5.989
3_8,4_6_3_2,35.555,42.486,36.713,42.449,-5.408,-5.806,-13.172,-7.615,1.172,0.899,1.087,0.899,-1.013,-8.146,-0.17,0.66,0,0.06,-0.475,0.307,0.516,-0.361,1.5,1,1.08,1.02,185.535,164.182,60.96,98.427,0.88,1.182,0.092,-8.147,-0.27,0.45,0.225,-0.489,1.53,1.75,334.486,467.957,7.134,8.237,35.555,42.449,35.555,-6.894,-13.172,-7.615,-5.557,7.134
2_7,1_2_4_7,43.215,40.967,41.662,44.271,-16.015,-4.487,-7.857,-7.678,1.074,1.091,0.998,1.059,-0.243,-7.245,0.06,-0.01,-0.2,-0.27,0.255,0.226,-0.173,0.328,1.08,2.25,1.53,2.7,98.427,636.378,642.238,334.486,1.095,0.903,-1.149,-8.015,0.66,-0.01,-0.373,-0.136,1.02,2.7,164.182,636.378,7.773,6.096,41.662,40.967,40.967,0.696,-16.015,-7.678,-8.336,6.096
8_9,2_6_4_2,37.93,37.733,39.269,39.91,-4.979,-5.067,-7.782,-7.738,1.174,0.905,1.028,1.102,-1.659,-8.194,0.66,0.66,0,-0.27,-0.452,0.304,0.399,-0.214,1.02,1,1.53,1.02,164.182,164.182,60.96,334.486,0.968,0.942,-1.586,-9.126,0.45,0.42,-0.289,-0.275,1.75,1.1,467.957,291.269,7.467,6.609,37.93,37.733,37.733,0.197,-7.782,-7.738,-0.044,6.609
3_9,4_2_6_8,34.172,42.047,40.865,38.468,-7.983,-7.232,-9.174,-7.771,0.972,1.031,0.977,1.128,-0.565,-7.723,-0.17,0.45,-0.2,0,-0.175,0.241,-0.079,-0.142,1.5,2.25,1,1.75,185.535,467.957,642.238,60.96,0.875,1.158,-0.377,-8.19,-0.27,0.42,0.224,-0.481,1.53,1.1,334.486,291.269,7.625,7.346,34.172,38.468,34.172,-4.297,-9.174,-7.771,-1.404,7.346
3_9,5_2_6_7,43.808,40.908,46.875,48.992,4.037,2.365,-13.365,-7.82,1.007,1.004,1.062,1.112,-0.31,-7.073,-0.2,-0.01,-0.2,0,-0.207,0.233,-0.042,-0.21,2.25,2.25,1,2.7,642.238,636.378,642.238,60.96,0.875,1.158,-0.377,-8.19,-0.27,0.42,0.224,-0.481,1.53,1.1,334.486,291.269,7.88,6.696,43.808,40.908,40.908,2.9,-13.365,-7.82,-5.545,6.696
3_7,5_1_6_2,32.822,38.707,36.723,41.049,-4.089,-6.394,-12.043,-7.832,1.105,0.955,1.125,0.824,-1.482,-8.439,-0.2,0.66,0.66,0,-0.358,0.297,-0.131,-0.223,2.25,1.02,1,1.02,642.238,164.182,164.182,60.96,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,5.544,8.464,32.822,38.707,32.822,-5.885,-12.043,-7.832,-4.212,5.544
3_4,4_1_2_3,43.025,44.422,43.439,44.547,-6.922,-7.723,-7.56,-7.893,0.98,1.111,1.093,1.05,-0.122,-7.441,-0.17,-0.27,0.66,-0.2,0.159,0.228,-0.128,-0.193,1.5,1.02,2.25,1.53,185.535,334.486,164.182,642.238,1.007,1.095,1.831,-7.467,-0.27,-0.17,0.106,-0.335,1.53,1.5,334.486,185.535,7.345,9.271,43.025,44.422,43.025,-1.397,-7.56,-7.893,0.333,7.345
3_8,4_1_1_3,37.353,36.024,39.406,39.644,-5.338,-5.703,-7.368,-8.014,0.881,1.211,1.117,0.936,-0.695,-7.932,-0.17,-0.27,0.66,0.66,0.278,0.25,-0.288,-0.191,1.5,1.02,1.02,1.53,185.535,334.486,164.182,164.182,0.88,1.182,0.092,-8.147,-0.27,0.45,0.225,-0.489,1.53,1.75,334.486,467.957,7.452,8.024,37.353,36.024,36.024,1.329,-7.368,-8.014,0.646,7.452
6_7,4_2_3_2,40.215,38.267,39.178,37.467,-7.179,-7.359,-7.266,-8.046,1.206,0.798,1.055,0.926,-0.556,-8.24,-0.17,0.66,-0.2,0.06,-0.47,0.311,0.528,-0.124,1.5,2.25,1.08,1.02,185.535,164.182,642.238,98.427,1,1,-0.294,-7.636,0,-0.01,-0.429,-0.25,1,2.7,60.96,636.378,7.079,7.946,39.178,37.467,37.467,1.711,-7.266,-8.046,0.78,7.079
7_9,2_1_2_7,42.14,40.333,40,40.832,-2.455,-4.632,-6.743,-8.136,1.092,1.013,1.023,0.989,-1.664,-8.193,0.66,-0.01,0.66,-0.2,-0.271,0.316,-0.069,-0.022,1.02,1.02,2.25,2.7,164.182,636.378,164.182,642.238,0.939,1.048,-1.088,-8.015,-0.01,0.42,-0.156,-0.35,2.7,1.1,636.378,291.269,6.351,7.105,40,40.333,40,-0.332,-6.743,-8.136,1.393,6.351
2_7,2_3_3_5,40.759,42.739,42.251,44.938,-0.768,3.186,-11.533,-8.148,1.146,0.91,1.052,0.966,-1.177,-8.309,0.66,-0.2,0.06,0.06,-0.446,0.316,0.469,0.328,1.02,1.08,1.08,2.25,164.182,642.238,98.427,98.427,1.095,0.903,-1.149,-8.015,0.66,-0.01,-0.373,-0.136,1.02,2.7,164.182,636.378,6.839,7.16,40.759,42.739,40.759,-1.98,-11.533,-8.148,-3.385,6.839
7_9,3_6_1_3,36.609,35.733,35.199,34.907,-5.409,-4.809,-8.136,-8.148,0.892,1.186,1.156,1.036,-0.101,-7.214,-0.27,-0.27,0,0.66,0.24,0.243,-0.293,-0.349,1.53,1,1.02,1.53,334.486,334.486,60.96,164.182,0.939,1.048,-1.088,-8.015,-0.01,0.42,-0.156,-0.35,2.7,1.1,636.378,291.269,7.914,6.126,35.199,34.907,34.907,0.292,-8.136,-8.148,0.012,6.126
4_7,3_6_2_9,37.256,37.83,37.942,39.44,-4.829,-4.093,-8.618,-8.155,0.995,1.15,0.875,1.117,-0.877,-7.333,-0.27,0.42,0,-0.2,0.197,0.226,-0.383,0.074,1.53,1,2.25,1.1,334.486,291.269,60.96,642.238,0.988,1.057,0.019,-7.55,-0.17,-0.01,-0.201,-0.267,1.5,2.7,185.535,636.378,6.673,7.352,37.256,37.83,37.256,-0.574,-8.618,-8.155,-0.463,6.673
1_2,2_3_2_7,42.782,40.817,44.018,40.613,-6.154,-6.316,-7.054,-8.18,1.194,0.811,1.026,0.959,-0.686,-8.126,0.66,-0.01,0.06,-0.2,-0.463,0.312,0.526,-0.091,1.02,1.08,2.25,2.7,164.182,636.378,98.427,642.238,0.884,1.149,-0.36,-9.308,0.06,0.66,0.34,-0.479,1.08,1.02,98.427,164.182,8.622,7.765,42.782,40.613,40.613,2.169,-7.054,-8.18,1.126,7.765
2_5,2_2_1_1,44.243,42.798,44.686,43.751,-4.106,-6.972,-15.52,-8.194,0.968,1.143,0.918,1.093,-1.076,-8.759,0.66,0.06,-0.2,0.66,0.377,0.253,-0.286,0.085,1.02,2.25,1.02,1.08,164.182,98.427,642.238,164.182,1.102,0.862,-0.393,-8.926,0.66,-0.2,-0.389,-0.1,1.02,2.25,164.182,642.238,7.85,8.366,44.243,42.798,42.798,1.445,-15.52,-8.194,-7.326,7.85
3_7,3_4_4_5,46.991,49.328,48.87,49.849,-0.793,1.988,-5.36,-8.2,1.031,1.09,0.971,1.098,0.749,-6.914,-0.27,-0.2,-0.27,-0.27,0.095,0.233,0.161,0.254,1.53,1.53,1.53,2.25,334.486,642.238,334.486,334.486,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,7.775,6.939,46.991,49.328,46.991,-2.337,-5.36,-8.2,2.84,6.939
3_8,2_1_1_3,36.278,29.445,38.219,32.158,-6.1,-6.339,-7.53,-8.265,1.046,1.009,1.235,0.824,-2.026,-8.282,0.66,-0.27,0.66,0.66,-0.283,0.316,-0.064,-0.304,1.02,1.02,1.02,1.53,164.182,334.486,164.182,164.182,0.88,1.182,0.092,-8.147,-0.27,0.45,0.225,-0.489,1.53,1.75,334.486,467.957,6.12,8.373,36.278,29.445,29.445,6.834,-7.53,-8.265,0.735,6.12
3_7,5_1_1_1,37.486,38.336,39.581,35.6,-7.573,-10.459,-14.465,-8.294,0.932,1.15,1.127,0.88,-1.042,-8.674,-0.2,0.06,0.66,0.66,0.375,0.252,-0.268,-0.188,2.25,1.02,1.02,1.08,642.238,98.427,164.182,164.182,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,5.983,8.698,37.486,35.6,35.6,1.886,-14.465,-10.459,-4.007,5.983
7_8,2_3_1_3,38.346,35.689,40.196,39.362,-5.523,-4.743,-8.293,-8.297,1.179,0.892,1.249,0.801,-1.25,-8.112,0.66,-0.27,0.06,0.66,-0.47,0.312,0.535,-0.37,1.02,1.08,1.02,1.53,164.182,334.486,98.427,164.182,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,6.663,7.182,38.346,35.689,35.689,2.657,-8.293,-8.297,0.004,6.663
3_7,2_3_1_4,35.457,26.85,36.952,28.397,-7.977,-7.029,-8.491,-8.311,1.15,0.901,1.158,0.799,-1.5,-8.592,0.66,-0.17,0.06,0.66,-0.445,0.316,0.531,-0.278,1.02,1.08,1.02,1.5,164.182,185.535,98.427,164.182,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,5.525,8.617,35.457,26.85,26.85,8.607,-8.491,-8.311,-0.18,5.525
2_5,2_6_3_3,37.061,40.424,38.553,43.719,-13.038,-12.985,-11.906,-8.332,1.117,0.927,1.132,0.956,-1.082,-7.459,0.66,-0.27,0,0.06,-0.387,0.292,-0.201,0.277,1.02,1,1.08,1.53,164.182,334.486,60.96,98.427,1.102,0.862,-0.393,-8.926,0.66,-0.2,-0.389,-0.1,1.02,2.25,164.182,642.238,7.843,7.066,37.061,40.424,37.061,-3.363,-13.038,-12.985,-0.054,7.066
6_9,5_2_4_1,37.466,40.576,35.428,41.852,-8.364,-8.226,-4.98,-8.361,1.154,0.906,1.023,0.966,0.866,-7.794,-0.2,0.06,-0.2,-0.27,0.175,0.225,0.206,-0.073,2.25,2.25,1.53,1.08,642.238,98.427,642.238,334.486,0.896,1.023,-0.657,-9.131,0,0.42,-0.355,-0.364,1,1.1,60.96,291.269,9.997,7.137,35.428,40.576,35.428,-5.148,-8.364,-8.361,-0.003,7.137
3_3,3_2_6_7,42.408,42.408,41.367,41.367,-8.163,-8.163,-8.379,-8.379,0.995,1.089,1.039,1.093,-0.387,-6.709,-0.27,-0.01,-0.2,0,0.15,0.221,-0.145,-0.216,1.53,2.25,1,2.7,334.486,636.378,642.238,60.96,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,6.728,8.629,41.367,41.367,41.367,0,-8.379,-8.379,0,6.728
2_6,2_1_2_5,40.608,39.292,41.175,39.17,-10.542,-7.78,-6.229,-8.473,1.149,1.034,1.041,0.944,-1.551,-8.444,0.66,-0.2,0.66,-0.2,-0.28,0.315,-0.062,-0.039,1.02,1.02,2.25,2.25,164.182,642.238,164.182,642.238,1.071,0.882,-0.457,-9.433,0.66,0,-0.38,-0.33,1.02,1,164.182,60.96,7.882,7.987,40.608,39.17,39.17,1.438,-10.542,-8.473,-2.069,7.882
5_5,4_1_3_9,50.702,50.702,51.905,51.905,1.878,1.878,-8.484,-8.484,0.8,1.154,0.909,1.104,-1.548,-8.503,-0.17,0.42,0.66,0.06,-0.024,0.273,-0.277,0.517,1.5,1.02,1.08,1.1,185.535,291.269,164.182,98.427,1.004,1.004,1.342,-8.123,-0.2,-0.2,-0.226,-0.226,2.25,2.25,642.238,642.238,6.575,9.845,50.702,50.702,50.702,0,-8.484,-8.484,0,6.575
2_4,1_4_2_7,44.455,49.704,41.704,45.18,-20.054,-2.911,-9.868,-8.484,1.109,0.966,1.005,1.01,0.294,-7.841,0.06,-0.01,-0.27,-0.2,0.186,0.227,0.2,-0.054,1.08,1.53,2.25,2.7,98.427,636.378,334.486,642.238,1.11,0.864,-0.212,-8.953,0.66,-0.17,-0.399,-0.107,1.02,1.5,164.182,185.535,9.247,7.628,41.704,45.18,41.704,-3.476,-20.054,-8.484,-11.569,7.628
