,dienophile,diene,ΔG TS_endo_1,ΔG TS_endo_2,ΔG TS_exo_1,ΔG TS_exo_2,ΔG Product_endo_1,ΔG Product_endo_2,ΔG Product_exo_1,ΔG Product_exo_2,pz_pop_C1_D,pz_pop_C2_D,pz_pop_C3_D,pz_pop_C4_D,LUMO_D,HOMO_D,Sigma p_1_D,Sigma p_4_D,Sigma p_2_D,Sigma p_3_D,NBO_1_D,NBO_2_D,NBO_3_D,NBO_4_D,sterio_D_1,sterio_D_2,sterio_D_3,sterio_D_4,Volume_D_1,Volume_D_4,Volume_D_2,Volume_D_3,pz_pop_C1_dPh,pz_pop_C2_dPh,LUMO_dPh,HOMO_dPh,Sigma_P_1dPh,Sigma_P_2dPh,NBO_1dPh,NBO_2_dPh,sterio_dPh_1,sterio_dPh_2,Volume_dPh_1,Volume_dPh_2,LUMO_D - HOMO_dPh,LUMO_dPh - HOMO_D,Min(TS_1),Min(TS_2),Min_TSـall,Min(TS_1) - Min(TS_2),Min(Product_1),Min(Product_2),Min(Product_1) - Min(Product_2),min_gap,target_raw,target_scaled
29,2_6,5_2_2_8,64.649,64.789,64.604,60.611,12.84,20.631,10.638,12.211,1.122,1.057,0.926,1.148,-0.176,-7.92,-0.2,0.45,-0.2,-0.2,-0.213,0.235,-0.032,0.099,2.25,2.25,2.25,1.75,642.238,467.957,642.238,642.238,1.071,0.882,-0.457,-9.433,0.66,0.0,-0.38,-0.33,1.02,1.0,164.182,60.96,9.257,7.462,64.604,60.611,60.611,3.993,10.638,12.211,-1.573,7.462,60.611,2.15412467415716
535,6_7,1_1_2_3,38.252,33.851,38.096,34.967,-15.771,-16.099,-17.076,-16.342,1.052,1.114,1.122,0.968,-0.268,-7.627,0.06,-0.27,0.66,-0.2,0.343,0.244,-0.269,-0.132,1.08,1.02,2.25,1.53,98.427,334.486,164.182,642.238,1.0,1.0,-0.294,-7.636,0.0,-0.01,-0.429,-0.25,1.0,2.7,60.96,636.378,7.368,7.333,38.096,33.851,33.851,4.245,-17.076,-16.342,-0.733,7.333,33.851,-0.5387063258247669
695,1_3,5_1_6_4,39.571,39.35,41.735,39.245,-17.132,-16.507,-15.79,-19.997,1.021,1.087,1.1,0.887,-0.611,-7.886,-0.2,-0.17,0.66,0.0,-0.184,0.241,-0.267,-0.199,2.25,1.02,1.0,1.5,642.238,185.535,164.182,60.96,1.104,1.048,1.779,-7.75,0.06,-0.27,0.121,0.017,1.08,1.53,98.427,334.486,7.138,9.664,39.571,39.245,39.245,0.327,-17.132,-19.997,2.865,7.138,39.245,0.004086290539302964
557,4_4,2_4_1_5,40.564,40.564,43.292,43.292,-5.073,-5.073,-16.731,-16.731,1.192,0.896,1.134,0.886,-1.176,-8.229,0.66,-0.2,-0.27,0.66,-0.455,0.305,0.434,-0.256,1.02,1.53,1.02,2.25,164.182,642.238,334.486,164.182,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,6.912,9.943,40.564,40.564,40.564,0.0,-16.731,-16.731,0.0,6.912,40.564,0.13681589027682795
836,1_8,4_1_6_9,34.135,34.721,34.402,36.375,-15.777,-18.494,-16.515,-23.548,0.821,1.133,0.935,1.049,-1.468,-8.357,-0.17,0.42,0.66,0.0,-0.045,0.266,-0.235,-0.149,1.5,1.02,1.0,1.1,185.535,291.269,164.182,60.96,0.894,1.125,-0.239,-9.257,0.06,0.45,0.324,-0.475,1.08,1.75,98.427,467.957,7.79,8.117,34.135,34.721,34.135,-0.586,-16.515,-23.548,7.033,7.79,34.135,-0.5101277008623281
596,5_8,5_2_3_6,47.383,57.639,46.487,59.279,-4.243,8.001,1.164,-17.67,0.957,1.03,0.797,1.156,0.641,-7.998,-0.2,0.0,-0.2,0.06,-0.174,0.242,-0.096,0.412,2.25,2.25,1.08,1.0,642.238,60.96,642.238,98.427,0.871,1.076,-0.346,-8.89,-0.2,0.45,-0.115,-0.378,2.25,1.75,642.238,467.957,9.531,7.652,46.487,57.639,46.487,-11.152,-4.243,-17.67,13.427,7.652,46.487,0.7328412270814976
165,5_5,4_6_6_2,55.806,55.806,58.943,58.943,1.542,1.542,-5.78,-5.78,1.114,0.904,1.062,0.929,-0.951,-7.985,-0.17,0.66,0.0,0.0,-0.387,0.288,-0.144,-0.312,1.5,1.0,1.0,1.02,185.535,164.182,60.96,60.96,1.004,1.004,1.342,-8.123,-0.2,-0.2,-0.226,-0.226,2.25,2.25,642.238,642.238,7.172,9.327,55.806,55.806,55.806,0.0,-5.78,-5.78,0.0,7.172,55.806,1.67060251590181
918,1_7,3_3_6_6,32.123,36.872,34.855,37.061,-18.136,-24.817,-26.187,-26.663,1.023,1.094,1.058,1.047,0.147,-7.276,-0.27,0.0,0.06,0.0,0.06,0.235,0.302,-0.316,1.53,1.08,1.0,1.0,334.486,60.96,98.427,60.96,0.988,1.077,-0.192,-7.615,0.06,-0.01,0.249,-0.355,1.08,2.7,98.427,636.378,7.762,7.084,32.123,36.872,32.123,-4.749,-26.187,-26.663,0.476,7.084,32.123,-0.7125931706666493
495,6_6,4_3_2_4,38.203,38.203,38.204,38.204,-15.704,-15.704,-15.704,-15.704,0.972,1.034,0.85,1.133,0.713,-7.656,-0.17,-0.17,0.06,-0.2,-0.185,0.244,-0.104,0.398,1.5,1.08,2.25,1.5,185.535,185.535,98.427,642.238,0.998,0.998,1.102,-9.105,0.0,0.0,-0.454,-0.454,1.0,1.0,60.96,60.96,9.818,8.759,38.203,38.203,38.203,0.0,-15.704,-15.704,0.0,8.759,38.203,-0.10076908696372966
824,1_4,5_3_1_8,35.816,34.174,37.678,34.842,-16.559,-20.378,-16.538,-23.215,1.002,1.015,1.018,0.961,-1.867,-8.363,-0.2,0.45,0.06,0.66,-0.231,0.271,0.398,-0.146,2.25,1.08,1.02,1.75,642.238,467.957,98.427,164.182,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,6.573,10.019,35.816,34.174,34.174,1.642,-16.559,-23.215,6.656,6.573,34.174,-0.5062031713780493
65,6_8,1_2_2_3,58.143,56.38,59.693,51.148,6.144,4.849,2.906,5.18,1.116,1.101,1.091,0.99,1.258,-7.341,0.06,-0.27,-0.2,-0.2,0.229,0.222,-0.118,-0.125,1.08,2.25,2.25,1.53,98.427,334.486,642.238,642.238,0.895,1.043,-0.348,-9.411,0.0,0.45,-0.35,-0.368,1.0,1.75,60.96,467.957,10.669,6.993,58.143,51.148,51.148,6.995,2.906,4.849,-1.942,6.993,51.148,1.2018728149333573
141,1_9,5_2_1_2,42.258,42.682,46.08,46.033,-6.074,-9.05,-3.023,-4.605,1.149,1.034,1.041,0.944,-1.551,-8.444,-0.2,0.66,-0.2,0.66,-0.28,0.315,-0.062,-0.039,2.25,2.25,1.02,1.02,642.238,164.182,642.238,164.182,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,7.666,7.757,42.258,42.682,42.258,-0.424,-6.074,-9.05,2.976,7.666,42.258,0.3072813504401086
925,7_8,2_1_4_6,28.871,29.149,30.47,31.466,-24.54,-24.461,-25.074,-27.064,1.01,1.016,1.038,1.005,-2.013,-8.597,0.66,0.0,0.66,-0.27,-0.25,0.319,-0.123,0.279,1.02,1.02,1.53,1.0,164.182,60.96,164.182,334.486,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,5.899,7.666,28.871,29.149,28.871,-0.278,-25.074,-27.064,1.99,5.899,28.871,-1.0398385522788027
827,6_8,1_6_1_2,27.163,27.99,28.015,28.003,-22.79,-22.103,-24.129,-23.276,0.974,1.128,0.996,1.017,-1.946,-8.713,0.06,0.66,0.0,0.66,0.315,0.234,-0.374,-0.086,1.08,1.0,1.02,1.02,98.427,164.182,60.96,164.182,0.895,1.043,-0.348,-9.411,0.0,0.45,-0.35,-0.368,1.0,1.75,60.96,467.957,7.465,8.365,27.163,27.99,27.163,-0.827,-24.129,-23.276,-0.853,7.465,27.163,-1.2117128178979777
655,2_4,3_4_1_1,35.473,31.777,35.421,33.237,-15.973,-16.891,-17.85,-18.97,1.011,1.13,1.131,0.993,-0.526,-7.491,-0.27,0.06,-0.27,0.66,0.354,0.248,-0.314,0.202,1.53,1.53,1.02,1.08,334.486,98.427,334.486,164.182,1.11,0.864,-0.212,-8.953,0.66,-0.17,-0.399,-0.107,1.02,1.5,164.182,185.535,8.426,7.279,35.421,31.777,31.777,3.644,-17.85,-18.97,1.12,7.279,31.777,-0.7474107912194795
331,7_7,5_2_6_7,49.062,49.062,52.068,52.068,7.757,7.757,-11.323,-11.323,1.007,1.004,1.062,1.112,-0.31,-7.073,-0.2,-0.01,-0.2,0.0,-0.207,0.233,-0.042,-0.21,2.25,2.25,1.0,2.7,642.238,636.378,642.238,60.96,1.002,1.002,-0.542,-7.282,-0.01,-0.01,-0.228,-0.228,2.7,2.7,636.378,636.378,6.972,6.532,49.062,49.062,49.062,0.0,-11.323,-11.323,0.0,6.532,49.062,0.9919608020050196
664,2_2,3_3_4_5,31.303,31.303,34.521,34.521,-10.28,-10.28,-19.167,-19.167,1.066,0.983,1.028,1.046,0.526,-7.206,-0.27,-0.2,0.06,-0.27,0.073,0.241,0.273,0.238,1.53,1.08,1.53,2.25,334.486,642.238,98.427,334.486,0.978,0.978,-1.736,-9.745,0.66,0.66,-0.268,-0.268,1.02,1.02,164.182,164.182,10.271,5.471,31.303,31.303,31.303,0.0,-19.167,-19.167,0.0,5.471,31.303,-0.7951089187976348
249,5_9,2_4_4_3,47.041,39.668,49.844,42.917,6.163,-7.798,-4.836,-9.043,1.218,0.889,1.137,0.973,-0.481,-7.322,0.66,-0.27,-0.27,-0.27,-0.479,0.3,0.38,0.131,1.02,1.53,1.53,1.53,164.182,334.486,334.486,334.486,0.876,1.056,-0.708,-8.875,-0.2,0.42,-0.122,-0.373,2.25,1.1,642.238,291.269,8.394,6.614,47.041,39.668,39.668,7.373,-4.836,-9.043,4.207,6.614,39.668,0.04665234109955558
907,2_8,3_3_4_1,29.952,30.031,31.962,30.449,-13.385,-14.323,-17.79,-26.001,1.026,1.068,0.945,1.072,0.6,-7.451,-0.27,0.06,0.06,-0.27,0.187,0.231,0.146,0.262,1.53,1.08,1.53,1.08,334.486,98.427,98.427,334.486,0.99,0.949,-1.494,-9.69,0.66,0.45,-0.29,-0.26,1.02,1.75,164.182,467.957,10.29,5.957,29.952,30.031,29.952,-0.079,-17.79,-26.001,8.211,5.957,29.952,-0.9310586452914905
708,4_9,3_6_1_6,28.542,31.43,29.609,33.362,-15.042,-20.164,-16.35,-20.273,0.999,1.158,1.074,0.953,-0.602,-7.62,-0.27,0.0,0.0,0.66,0.181,0.226,-0.371,-0.19,1.53,1.0,1.02,1.0,334.486,60.96,60.96,164.182,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,8.301,7.073,28.542,31.43,28.542,-2.888,-16.35,-20.273,3.923,7.073,28.542,-1.072945480492332
305,3_4,3_6_6_9,34.806,41.604,39.463,43.696,-3.812,-9.403,-6.433,-10.565,0.881,1.142,0.886,1.092,-0.961,-7.345,-0.27,0.42,0.0,0.0,0.229,0.227,-0.408,-0.152,1.53,1.0,1.0,1.1,334.486,291.269,60.96,60.96,1.007,1.095,1.831,-7.467,-0.27,-0.17,0.106,-0.335,1.53,1.5,334.486,185.535,6.506,9.175,34.806,41.604,34.806,-6.797,-6.433,-10.565,4.132,6.506,34.806,-0.4426056679405092
734,1_3,3_3_3_2,41.815,37.853,42.641,38.975,-17.425,-18.19,-19.786,-20.834,1.176,0.899,1.146,0.947,-1.016,-7.802,-0.27,0.66,0.06,0.06,-0.468,0.313,0.464,0.235,1.53,1.08,1.08,1.02,334.486,164.182,98.427,98.427,1.104,1.048,1.779,-7.75,0.06,-0.27,0.121,0.017,1.08,1.53,98.427,334.486,6.734,9.58,41.815,37.853,37.853,3.962,-19.786,-20.834,1.048,6.734,37.853,-0.13598922336110178
975,1_1,2_1_3_3,32.698,32.698,33.973,33.973,-29.418,-29.418,-31.088,-31.088,1.041,1.015,1.131,0.951,-2.005,-7.849,0.66,-0.27,0.66,0.06,-0.289,0.315,-0.132,0.301,1.02,1.02,1.08,1.53,164.182,334.486,164.182,98.427,1.061,1.061,1.545,-8.806,0.06,0.06,0.124,0.124,1.08,1.08,98.427,98.427,6.801,9.394,32.698,32.698,32.698,0.0,-31.088,-31.088,0.0,6.801,32.698,-0.6547315180138236
49,3_4,5_2_6_9,44.021,46.854,51.524,51.258,1.108,1.041,-15.79,8.357,0.964,1.014,1.026,1.144,-0.684,-7.857,-0.2,0.42,-0.2,0.0,-0.174,0.238,-0.059,-0.132,2.25,2.25,1.0,1.1,642.238,291.269,642.238,60.96,1.007,1.095,1.831,-7.467,-0.27,-0.17,0.106,-0.335,1.53,1.5,334.486,185.535,6.784,9.688,44.021,46.854,44.021,-2.833,-15.79,1.041,-16.831,6.784,44.021,0.4846902089217279
896,8_9,1_6_3_5,30.993,32.41,35.097,33.229,-13.84,-12.537,-18.61,-25.703,0.999,1.118,1.008,1.056,0.221,-7.83,0.06,-0.2,0.0,0.06,0.272,0.225,-0.416,0.394,1.08,1.0,1.08,2.25,98.427,642.238,60.96,98.427,0.968,0.942,-1.586,-9.126,0.45,0.42,-0.289,-0.275,1.75,1.1,467.957,291.269,9.347,6.244,30.993,32.41,30.993,-1.417,-18.61,-25.703,7.094,6.244,30.993,-0.826303896749593
2,5_5,3_2_2_1,90.996,90.996,80.073,80.073,15.623,15.623,34.097,34.097,1.116,1.101,1.091,0.99,1.258,-7.341,-0.27,0.06,-0.2,-0.2,0.229,0.222,-0.118,-0.125,1.53,2.25,2.25,1.08,334.486,98.427,642.238,642.238,1.004,1.004,1.342,-8.123,-0.2,-0.2,-0.226,-0.226,2.25,2.25,642.238,642.238,9.381,8.683,80.073,80.073,80.073,0.0,15.623,15.623,0.0,8.683,80.073,4.112565515773313
544,2_8,4_3_3_9,36.7,34.241,37.072,37.267,-14.613,-9.664,-17.799,-16.503,0.968,1.056,0.917,1.102,-1.27,-8.206,-0.17,0.42,0.06,0.06,-0.224,0.27,0.317,0.454,1.5,1.08,1.08,1.1,185.535,291.269,98.427,98.427,0.99,0.949,-1.494,-9.69,0.66,0.45,-0.29,-0.26,1.02,1.75,164.182,467.957,8.421,6.711,36.7,34.241,34.241,2.459,-17.799,-16.503,-1.297,6.711,34.241,-0.4994610309819809
350,7_9,4_4_1_3,35.339,36.272,39.048,35.466,-9.761,-8.619,-11.954,-11.879,0.908,1.197,1.021,1.061,-0.236,-7.476,-0.17,-0.27,-0.27,0.66,0.272,0.248,-0.335,0.292,1.5,1.53,1.02,1.53,185.535,334.486,334.486,164.182,0.939,1.048,-1.088,-8.015,-0.01,0.42,-0.156,-0.35,2.7,1.1,636.378,291.269,7.779,6.388,35.339,35.466,35.339,-0.128,-11.954,-11.879,-0.075,6.388,35.339,-0.3889704316553683
904,1_3,1_6_4_5,41.877,42.092,42.388,42.847,-20.275,-20.656,-30.866,-25.949,1.076,1.153,1.021,1.042,0.485,-7.516,0.06,-0.2,0.0,-0.27,0.261,0.222,-0.402,0.285,1.08,1.0,1.53,2.25,98.427,642.238,60.96,334.486,1.104,1.048,1.779,-7.75,0.06,-0.27,0.121,0.017,1.08,1.53,98.427,334.486,8.234,9.295,41.877,42.092,41.877,-0.214,-30.866,-25.949,-4.916,8.234,41.877,0.2689417162475408
536,4_6,3_1_6_4,33.637,33.963,34.502,36.485,-14.352,-15.27,-15.655,-16.357,0.876,1.194,1.091,1.046,-0.247,-7.461,-0.27,-0.17,0.66,0.0,0.254,0.243,-0.301,-0.261,1.53,1.02,1.0,1.5,334.486,185.535,164.182,60.96,0.975,1.037,1.376,-8.571,-0.17,0.0,-0.226,-0.472,1.5,1.0,185.535,60.96,8.323,8.837,33.637,33.963,33.637,-0.326,-15.655,-16.357,0.702,8.323,33.637,-0.5602409235077314
344,3_7,5_3_1_4,39.45,40.656,41.203,39.035,-5.438,-7.031,-14.682,-11.541,0.86,1.133,0.981,1.055,-0.685,-7.99,-0.2,-0.17,0.06,0.66,-0.069,0.267,-0.257,0.413,2.25,1.08,1.02,1.5,642.238,185.535,98.427,164.182,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,6.34,8.014,39.45,39.035,39.035,0.416,-14.682,-11.541,-3.141,6.34,39.035,-0.017045791299120316
994,1_3,1_3_3_1,39.751,39.75,39.826,39.826,-33.386,-33.383,-35.094,-35.095,1.03,1.027,1.027,1.03,0.127,-8.492,0.06,0.06,0.06,0.06,0.249,0.249,0.193,0.244,1.08,1.08,1.08,1.08,98.427,98.427,98.427,98.427,1.104,1.048,1.779,-7.75,0.06,-0.27,0.121,0.017,1.08,1.53,98.427,334.486,7.877,10.27,39.751,39.75,39.75,0.001,-35.094,-35.095,0.001,7.877,39.75,0.054903915912654234
481,5_8,4_4_1_7,42.924,40.47,42.465,43.331,1.224,-3.47,-18.222,-15.34,1.055,1.02,1.106,0.912,-1.309,-7.505,-0.17,-0.01,-0.27,0.66,-0.24,0.254,0.284,-0.213,1.5,1.53,1.02,2.7,185.535,636.378,334.486,164.182,0.871,1.076,-0.346,-8.89,-0.2,0.45,-0.115,-0.378,2.25,1.75,642.238,467.957,7.58,7.159,42.465,40.47,40.47,1.996,-18.222,-15.34,-2.882,7.159,40.47,0.12735676793010506
575,4_4,4_3_4_4,43.244,43.244,43.376,43.376,-7.028,-7.028,-17.245,-17.245,1.104,0.897,1.048,1.016,0.513,-7.502,-0.17,-0.17,0.06,-0.27,-0.283,0.261,0.348,0.224,1.5,1.08,1.53,1.5,185.535,185.535,98.427,334.486,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,8.602,9.216,43.244,43.244,43.244,0.0,-17.245,-17.245,0.0,8.602,43.244,0.406501506119562
33,5_7,3_6_2_5,56.799,54.283,59.172,54.627,21.544,12.321,10.586,11.542,1.068,1.146,1.002,1.032,0.909,-7.034,-0.27,-0.2,0.0,-0.2,0.126,0.216,-0.344,-0.035,1.53,1.0,2.25,2.25,334.486,642.238,60.96,642.238,1.04,1.094,0.231,-7.776,-0.2,-0.01,-0.199,-0.259,2.25,2.7,642.238,636.378,8.685,7.265,56.799,54.283,54.283,2.517,10.586,11.542,-0.955,7.265,54.283,1.5173446080926747
31,8_8,3_2_2_4,63.825,63.825,60.779,60.779,15.122,15.122,11.756,11.756,1.015,1.072,1.094,1.143,1.29,-7.168,-0.27,-0.17,-0.2,-0.2,0.121,0.219,-0.117,-0.034,1.53,2.25,2.25,1.5,334.486,185.535,642.238,642.238,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,10.736,6.497,60.779,60.779,60.779,0.0,11.756,11.756,0.0,6.497,60.779,2.171030339627899
231,5_5,4_1_3_9,50.702,50.702,51.905,51.905,1.878,1.878,-8.484,-8.484,0.8,1.154,0.909,1.104,-1.548,-8.503,-0.17,0.42,0.66,0.06,-0.024,0.273,-0.277,0.517,1.5,1.02,1.08,1.1,185.535,291.269,164.182,98.427,1.004,1.004,1.342,-8.123,-0.2,-0.2,-0.226,-0.226,2.25,2.25,642.238,642.238,6.575,9.845,50.702,50.702,50.702,0.0,-8.484,-8.484,0.0,6.575,50.702,1.1569922982669911
963,1_6,1_6_2_6,35.774,35.326,35.318,35.823,-31.015,-32.093,-31.065,-30.019,1.055,1.126,0.988,1.04,0.47,-7.896,0.06,0.0,0.0,-0.2,0.25,0.219,-0.364,-0.046,1.08,1.0,2.25,1.0,98.427,60.96,60.96,642.238,0.983,1.082,1.33,-8.949,0.06,0.0,0.223,-0.568,1.08,1.0,98.427,60.96,9.419,9.226,35.318,35.326,35.318,-0.008,-31.065,-32.093,1.028,9.226,35.318,-0.3910836398392107
192,3_4,5_3_1_5,44.538,38.657,46.567,42.991,-4.774,-4.657,-7.655,-6.98,0.86,1.124,0.977,1.057,-0.826,-7.995,-0.2,-0.2,0.06,0.66,-0.063,0.267,-0.244,0.415,2.25,1.08,1.02,2.25,642.238,642.238,98.427,164.182,1.007,1.095,1.831,-7.467,-0.27,-0.17,0.106,-0.335,1.53,1.5,334.486,185.535,6.641,9.825,44.538,38.657,38.657,5.88,-7.655,-6.98,-0.675,6.641,38.657,-0.05508353860828207
333,1_4,5_1_4_5,43.211,42.666,46.893,45.57,-12.842,-12.409,-11.442,-11.359,0.943,1.106,1.025,1.035,-0.625,-7.773,-0.2,-0.2,0.66,-0.27,-0.074,0.264,-0.23,0.303,2.25,1.02,1.53,2.25,642.238,642.238,164.182,334.486,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,7.815,9.429,43.211,42.666,42.666,0.545,-12.842,-12.409,-0.433,7.815,42.666,0.34833796658333027
3,3_7,5_2_2_2,83.285,78.464,78.559,77.336,31.327,26.402,28.95,33.326,1.207,1.073,1.013,0.997,-0.273,-8.05,-0.2,0.66,-0.2,-0.2,-0.398,0.295,0.113,-0.036,2.25,2.25,2.25,1.02,642.238,164.182,642.238,642.238,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,6.752,8.074,78.559,77.336,77.336,1.224,28.95,26.402,2.548,6.752,77.336,3.837144049145864
204,2_4,4_1_6_5,36.411,37.601,38.854,41.223,-8.332,-6.9,-15.558,-7.484,0.886,1.109,1.088,1.022,-0.469,-7.877,-0.17,-0.2,0.66,0.0,-0.099,0.259,-0.208,-0.266,1.5,1.02,1.0,2.25,185.535,642.238,164.182,60.96,1.11,0.864,-0.212,-8.953,0.66,-0.17,-0.399,-0.107,1.02,1.5,164.182,185.535,8.483,7.664,36.411,37.601,36.411,-1.191,-15.558,-7.484,-8.074,7.664,36.411,-0.2810961853182744
514,1_9,2_3_3_8,42.744,42.973,42.984,43.382,-16.482,-7.319,-15.184,-15.935,1.094,0.946,0.959,1.054,-1.973,-8.786,0.66,0.45,0.06,0.06,-0.406,0.32,0.452,0.432,1.02,1.08,1.08,1.75,164.182,467.957,98.427,98.427,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,7.243,8.099,42.744,42.973,42.744,-0.229,-16.482,-15.935,-0.547,7.243,42.744,0.35618702555188775
799,7_7,1_6_3_3,37.626,37.626,39.345,39.345,-10.473,-10.473,-22.604,-22.604,1.03,1.139,1.089,1.028,0.424,-7.402,0.06,-0.27,0.0,0.06,0.261,0.225,-0.416,0.311,1.08,1.0,1.08,1.53,98.427,334.486,60.96,98.427,1.002,1.002,-0.542,-7.282,-0.01,-0.01,-0.228,-0.228,2.7,2.7,636.378,636.378,7.707,6.86,37.626,37.626,37.626,0.0,-22.604,-22.604,0.0,6.86,37.626,-0.1588319975388263
306,2_9,3_1_1_1,34.245,34.319,35.57,33.953,-8.013,-9.246,-9.46,-10.609,0.963,1.141,1.221,0.876,-0.717,-8.22,-0.27,0.06,0.66,0.66,0.363,0.25,-0.265,-0.293,1.53,1.02,1.02,1.08,334.486,98.427,164.182,164.182,0.993,0.929,-1.74,-9.532,0.66,0.42,-0.296,-0.254,1.02,1.1,164.182,291.269,8.815,6.48,34.245,33.953,33.953,0.292,-9.46,-10.609,1.149,6.48,33.953,-0.5284421717889609
109,2_8,1_4_2_5,38.99,40.638,39.885,38.857,-8.094,-7.281,-6.349,-1.484,1.154,0.906,1.023,0.966,0.866,-7.794,0.06,-0.2,-0.27,-0.2,0.175,0.225,0.206,-0.073,1.08,1.53,2.25,2.25,98.427,642.238,334.486,642.238,0.99,0.949,-1.494,-9.69,0.66,0.45,-0.29,-0.26,1.02,1.75,164.182,467.957,10.557,6.3,38.99,38.857,38.857,0.133,-8.094,-7.281,-0.814,6.3,38.857,-0.03495774638121208
430,5_8,5_1_6_2,39.379,46.339,41.284,57.084,-13.011,6.438,-15.905,-14.153,1.105,0.955,1.125,0.824,-1.482,-8.439,-0.2,0.66,0.66,0.0,-0.358,0.297,-0.131,-0.223,2.25,1.02,1.0,1.02,642.238,164.182,164.182,60.96,0.871,1.076,-0.346,-8.89,-0.2,0.45,-0.115,-0.378,2.25,1.75,642.238,467.957,7.408,8.093,39.379,46.339,39.379,-6.96,-15.905,-14.153,-1.752,7.408,39.379,0.017570571331439702
77,4_8,4_1_2_5,46.652,45.475,50.427,48.491,-0.719,-1.46,2.719,2.456,1.077,1.086,1.025,0.977,-0.095,-8.026,-0.17,-0.2,0.66,-0.2,-0.107,0.26,-0.192,-0.024,1.5,1.02,2.25,2.25,185.535,642.238,164.182,642.238,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,8.803,7.861,46.652,45.475,45.475,1.177,-0.719,-1.46,0.741,7.861,45.475,0.6310047184125247
84,2_8,3_1_2_5,38.933,41.775,43.324,43.86,-2.736,-2.377,0.282,1.355,1.026,1.131,1.026,1.003,0.071,-7.648,-0.27,-0.2,0.66,-0.2,0.244,0.244,-0.282,-0.02,1.53,1.02,2.25,2.25,334.486,642.238,164.182,642.238,0.99,0.949,-1.494,-9.69,0.66,0.45,-0.29,-0.26,1.02,1.75,164.182,467.957,9.761,6.154,38.933,41.775,38.933,-2.842,-2.736,-2.377,-0.359,6.154,38.933,-0.02730994533492554
286,3_3,4_4_2_3,52.156,52.156,51.374,51.374,-4.282,-4.282,-10.082,-10.082,0.984,1.104,0.927,1.143,1.186,-7.114,-0.17,-0.27,-0.27,-0.2,0.154,0.226,-0.176,0.29,1.5,1.53,2.25,1.53,185.535,334.486,334.486,642.238,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,8.301,9.034,51.374,51.374,51.374,0.0,-10.082,-10.082,0.0,8.301,51.374,1.2246149601499459
82,5_9,5_1_2_5,63.447,63.208,65.925,72.362,24.684,22.846,24.901,1.54,1.077,1.079,1.025,0.991,-0.275,-8.049,-0.2,-0.2,0.66,-0.2,-0.101,0.26,-0.179,-0.021,2.25,1.02,2.25,2.25,642.238,642.238,164.182,642.238,0.876,1.056,-0.708,-8.875,-0.2,0.42,-0.122,-0.373,2.25,1.1,642.238,291.269,8.6,7.341,63.447,63.208,63.208,0.239,24.684,1.54,23.143,7.341,63.208,2.41545808622566
991,9_9,1_4_1_1,30.486,30.486,31.83,31.83,-20.971,-20.971,-34.486,-34.486,0.964,1.146,1.088,1.032,-0.678,-8.258,0.06,0.06,-0.27,0.66,0.373,0.252,-0.323,0.204,1.08,1.53,1.02,1.08,98.427,98.427,334.486,164.182,0.947,0.946,-1.736,-9.188,0.42,0.42,-0.281,-0.281,1.1,1.1,291.269,291.269,8.51,6.523,30.486,30.486,30.486,0.0,-34.486,-34.486,0.0,6.523,30.486,-0.8773227800452146
789,1_4,5_2_6_7,45.005,42.369,49.491,46.053,-5.105,-8.218,-21.066,-22.389,1.007,1.004,1.062,1.112,-0.31,-7.073,-0.2,-0.01,-0.2,0.0,-0.207,0.233,-0.042,-0.21,2.25,2.25,1.0,2.7,642.238,636.378,642.238,60.96,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,8.13,8.729,45.005,42.369,42.369,2.636,-21.066,-22.389,1.324,8.13,42.369,0.31845116512613203
