dienophile,diene,ΔG TS_endo_1,ΔG TS_endo_2,ΔG TS_exo_1,ΔG TS_exo_2,ΔG Product_endo_1,ΔG Product_endo_2,ΔG Product_exo_1,ΔG Product_exo_2,pz_pop_C1_D,pz_pop_C2_D,pz_pop_C3_D,pz_pop_C4_D,LUMO_D,HOMO_D,Sigma p_1_D,Sigma p_4_D,Sigma p_2_D,Sigma p_3_D,NBO_1_D,NBO_2_D,NBO_3_D,NBO_4_D,sterio_D_1,sterio_D_2,sterio_D_3,sterio_D_4,Volume_D_1,Volume_D_4,Volume_D_2,Volume_D_3,pz_pop_C1_dPh,pz_pop_C2_dPh,LUMO_dPh,HOMO_dPh,Sigma_P_1dPh,Sigma_P_2dPh,NBO_1dPh,NBO_2_dPh,sterio_dPh_1,sterio_dPh_2,Volume_dPh_1,Volume_dPh_2,LUMO_D - HOMO_dPh,LUMO_dPh - HOMO_D,Min(TS_1),Min(TS_2),Min_TSـall,Min(TS_1) - Min(TS_2),Min(Product_1),Min(Product_2),Min(Product_1) - Min(Product_2),min_gap
2_2,1_3_4_7,31.798,31.798,31.57,31.57,-22.8,-22.8,-24.431,-24.431,1.094,0.929,1.024,1.046,-0.574,-7.239,0.06,-0.01,0.06,-0.27,0.183,0.24,0.265,0.264,1.08,1.08,1.53,2.7,98.427,636.378,98.427,334.486,0.978,0.978,-1.736,-9.745,0.66,0.66,-0.268,-0.268,1.02,1.02,164.182,164.182,9.171,5.503,31.57,31.57,31.57,0.0,-24.431,-24.431,0.0,5.503
4_8,4_6_4_1,31.26,35.799,35.541,38.46,-15.726,-13.828,-24.135,-24.435,1.048,1.053,1.145,1.101,0.529,-7.533,-0.17,0.06,0.0,-0.27,0.17,0.225,0.194,-0.324,1.5,1.0,1.53,1.08,185.535,98.427,60.96,334.486,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,9.427,7.368,31.26,35.799,31.26,-4.539,-24.135,-24.435,0.3,7.368
6_8,1_6_3_2,30.96,31.937,31.673,31.37,-25.415,-16.944,-18.836,-24.44,0.941,1.128,0.902,1.166,-1.026,-8.464,0.06,0.66,0.0,0.06,0.321,0.234,-0.44,0.511,1.08,1.0,1.08,1.02,98.427,164.182,60.96,98.427,0.895,1.043,-0.348,-9.411,0.0,0.45,-0.35,-0.368,1.0,1.75,60.96,467.957,8.385,8.116,30.96,31.37,30.96,-0.41,-25.415,-24.44,-0.975,8.116
5_9,1_6_2_8,49.116,40.716,40.839,40.617,-5.07,-20.425,-22.035,-24.468,1.054,1.137,0.881,1.101,-0.72,-8.132,0.06,0.45,0.0,-0.2,0.274,0.225,-0.372,0.069,1.08,1.0,2.25,1.75,98.427,467.957,60.96,642.238,0.876,1.056,-0.708,-8.875,-0.2,0.42,-0.122,-0.373,2.25,1.1,642.238,291.269,8.155,7.424,40.839,40.617,40.617,0.221,-22.035,-24.468,2.433,7.424
1_8,3_3_4_3,36.347,37.224,36.677,36.763,-12.264,-11.491,-22.716,-24.47,1.086,0.918,1.107,1.004,0.783,-6.906,-0.27,-0.27,0.06,-0.27,0.063,0.239,0.272,0.146,1.53,1.08,1.53,1.53,334.486,334.486,98.427,334.486,0.894,1.125,-0.239,-9.257,0.06,0.45,0.324,-0.475,1.08,1.75,98.427,467.957,10.04,6.667,36.347,36.763,36.347,-0.416,-22.716,-24.47,1.754,6.667
4_4,1_6_2_1,37.451,37.451,36.419,36.419,-21.684,-21.684,-24.503,-24.503,1.003,1.054,1.141,1.071,0.632,-7.833,0.06,0.06,0.0,-0.2,0.235,0.224,-0.14,-0.356,1.08,1.0,2.25,1.08,98.427,98.427,60.96,642.238,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,8.72,9.547,36.419,36.419,36.419,0.0,-24.503,-24.503,0.0,8.72
1_7,1_1_6_9,34.428,33.254,35.245,33.866,-22.833,-17.542,-18.007,-24.578,0.848,1.163,0.953,1.048,-1.555,-8.621,0.06,0.42,0.66,0.0,0.395,0.252,-0.304,-0.156,1.08,1.02,1.0,1.1,98.427,291.269,164.182,60.96,0.988,1.077,-0.192,-7.615,0.06,-0.01,0.249,-0.355,1.08,2.7,98.427,636.378,6.06,8.429,34.428,33.254,33.254,1.174,-22.833,-24.578,1.745,6.06
1_5,1_4_1_4,38.012,40.844,39.325,43.583,-29.872,-15.047,-22.419,-24.66,1.039,1.08,1.123,0.934,-0.556,-8.018,0.06,-0.17,-0.27,0.66,0.204,0.232,0.207,-0.249,1.08,1.53,1.02,1.5,98.427,185.535,334.486,164.182,1.011,1.054,1.418,-8.429,0.06,-0.2,0.22,-0.329,1.08,2.25,98.427,642.238,7.873,9.436,38.012,40.844,38.012,-2.832,-29.872,-24.66,-5.212,7.873
4_9,1_6_2_8,34.448,32.291,33.049,33.41,-14.834,-23.411,-17.942,-24.775,1.054,1.137,0.881,1.101,-0.72,-8.132,0.06,0.45,0.0,-0.2,0.274,0.225,-0.372,0.069,1.08,1.0,2.25,1.75,98.427,467.957,60.96,642.238,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,8.184,7.585,33.049,32.291,32.291,0.758,-17.942,-24.775,6.832,7.585
1_7,1_4_1_5,37.011,37.052,38.55,40.548,-19.421,-14.905,-21.573,-24.785,1.047,1.063,1.117,0.919,-0.709,-8.034,0.06,-0.2,-0.27,0.66,0.204,0.233,0.209,-0.237,1.08,1.53,1.02,2.25,98.427,642.238,334.486,164.182,0.988,1.077,-0.192,-7.615,0.06,-0.01,0.249,-0.355,1.08,2.7,98.427,636.378,6.905,7.842,37.011,37.052,37.011,-0.041,-21.573,-24.785,3.213,6.905
6_8,2_1_6_9,29.525,28.95,28.769,29.843,-18.242,-21.13,-25.35,-24.798,0.957,1.011,0.942,0.964,-2.608,-8.946,0.66,0.42,0.66,0.0,-0.229,0.317,-0.107,-0.184,1.02,1.02,1.0,1.1,164.182,291.269,164.182,60.96,0.895,1.043,-0.348,-9.411,0.0,0.45,-0.35,-0.368,1.0,1.75,60.96,467.957,6.803,8.598,28.769,28.95,28.769,-0.181,-25.35,-24.798,-0.552,6.803
4_6,2_1_2_1,34.711,32.279,34.095,33.464,-24.006,-24.364,-24.322,-24.827,0.979,1.091,1.013,1.059,-1.743,-8.647,0.66,0.06,0.66,-0.2,0.293,0.236,-0.142,-0.071,1.02,1.02,2.25,1.08,164.182,98.427,164.182,642.238,0.975,1.037,1.376,-8.571,-0.17,0.0,-0.226,-0.472,1.5,1.0,185.535,60.96,6.827,10.023,34.095,32.279,32.279,1.817,-24.322,-24.827,0.504,6.827
4_8,1_6_1_2,31.513,31.756,32.793,33.644,-18.464,-18.039,-21.255,-24.828,0.974,1.128,0.996,1.017,-1.946,-8.713,0.06,0.66,0.0,0.66,0.315,0.234,-0.374,-0.086,1.08,1.0,1.02,1.02,98.427,164.182,60.96,164.182,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,6.952,8.548,31.513,31.756,31.513,-0.243,-21.255,-24.828,3.573,6.952
3_3,1_3_3_9,33.423,33.423,36.535,36.535,-24.325,-24.325,-24.841,-24.841,0.989,1.077,0.921,1.096,-1.371,-8.529,0.06,0.42,0.06,0.06,0.227,0.248,0.246,0.442,1.08,1.08,1.08,1.1,98.427,291.269,98.427,98.427,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,5.744,10.449,33.423,33.423,33.423,0.0,-24.841,-24.841,0.0,5.744
7_8,3_3_4_1,35.815,36.766,36.021,35.469,-13.694,-12.17,-26.457,-24.931,1.026,1.068,0.945,1.072,0.6,-7.451,-0.27,0.06,0.06,-0.27,0.187,0.231,0.146,0.262,1.53,1.08,1.53,1.08,334.486,98.427,98.427,334.486,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,8.513,6.521,35.815,35.469,35.469,0.346,-26.457,-24.931,-1.527,6.521
3_4,1_4_4_6,40.217,42.469,40.738,42.041,-24.523,-24.072,-25.791,-25.051,1.024,1.085,1.007,1.101,0.472,-7.681,0.06,0.0,-0.27,-0.27,0.198,0.232,0.152,0.247,1.08,1.53,1.53,1.0,98.427,60.96,334.486,334.486,1.007,1.095,1.831,-7.467,-0.27,-0.17,0.106,-0.335,1.53,1.5,334.486,185.535,7.939,9.512,40.217,42.041,40.217,-1.824,-25.791,-25.051,-0.74,7.939
2_6,3_1_3_1,33.644,31.097,34.145,31.036,-16.816,-23.479,-17.584,-25.071,1.082,0.938,1.232,0.847,-0.437,-8.017,-0.27,0.06,0.66,0.06,0.165,0.238,0.325,-0.358,1.53,1.02,1.08,1.08,334.486,98.427,164.182,98.427,1.071,0.882,-0.457,-9.433,0.66,0.0,-0.38,-0.33,1.02,1.0,164.182,60.96,8.996,7.559,33.644,31.036,31.036,2.609,-17.584,-25.071,7.487,7.559
6_8,1_6_4_8,32.966,33.565,32.223,33.889,-25.965,-15.844,-25.61,-25.144,1.02,1.149,0.888,1.188,-0.446,-7.84,0.06,0.45,0.0,-0.27,0.301,0.231,-0.427,0.412,1.08,1.0,1.53,1.75,98.427,467.957,60.96,334.486,0.895,1.043,-0.348,-9.411,0.0,0.45,-0.35,-0.368,1.0,1.75,60.96,467.957,8.965,7.492,32.223,33.565,32.223,-1.342,-25.965,-25.144,-0.821,7.492
8_9,4_6_4_6,24.383,26.425,25.633,25.373,-23.728,-23.149,-18.921,-25.164,1.096,1.141,0.987,1.091,0.416,-7.57,-0.17,0.0,0.0,-0.27,-0.178,0.24,-0.328,0.288,1.5,1.0,1.53,1.0,185.535,60.96,60.96,334.486,0.968,0.942,-1.586,-9.126,0.45,0.42,-0.289,-0.275,1.75,1.1,467.957,291.269,9.542,5.985,24.383,25.373,24.383,-0.99,-23.728,-25.164,1.436,5.985
9_9,1_6_1_9,28.938,28.938,30.373,30.373,-22.239,-22.239,-25.165,-25.165,0.972,1.125,1.0,0.972,-1.951,-8.636,0.06,0.42,0.0,0.66,0.313,0.233,-0.372,-0.104,1.08,1.0,1.02,1.1,98.427,291.269,60.96,164.182,0.947,0.946,-1.736,-9.188,0.42,0.42,-0.281,-0.281,1.1,1.1,291.269,291.269,7.238,6.9,28.938,28.938,28.938,0.0,-25.165,-25.165,0.0,6.9
1_9,5_2_6_3,37.005,30.243,41.091,39.014,-8.53,-8.434,-5.467,-25.167,1.068,1.146,1.002,1.032,0.909,-7.034,-0.2,-0.27,-0.2,0.0,0.126,0.216,-0.344,-0.035,2.25,2.25,1.0,1.53,642.238,334.486,642.238,60.96,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,10.126,6.347,37.005,30.243,30.243,6.762,-8.53,-25.167,16.637,6.347
2_9,1_3_4_4,30.165,29.91,31.821,32.687,-26.572,-24.68,-25.976,-25.224,1.098,0.914,1.057,1.007,0.411,-7.728,0.06,-0.17,0.06,-0.27,0.175,0.238,0.27,0.217,1.08,1.08,1.53,1.5,98.427,185.535,98.427,334.486,0.993,0.929,-1.74,-9.532,0.66,0.42,-0.296,-0.254,1.02,1.1,164.182,291.269,9.943,5.988,30.165,29.91,29.91,0.254,-26.572,-25.224,-1.348,5.988
1_7,1_6_4_3,37.105,34.134,36.791,36.307,-23.689,-22.433,-26.149,-25.233,1.091,1.164,1.09,1.013,0.656,-7.091,0.06,-0.27,0.0,-0.27,0.25,0.222,-0.4,0.194,1.08,1.0,1.53,1.53,98.427,334.486,60.96,334.486,0.988,1.077,-0.192,-7.615,0.06,-0.01,0.249,-0.355,1.08,2.7,98.427,636.378,8.27,6.899,36.791,34.134,34.134,2.657,-26.149,-25.233,-0.916,6.899
1_2,4_6_1_6,30.042,32.211,31.692,32.889,-24.129,-29.798,-30.423,-25.274,1.009,1.092,1.075,0.913,-0.723,-8.141,-0.17,0.0,0.0,0.66,-0.17,0.242,-0.28,-0.195,1.5,1.0,1.02,1.0,185.535,60.96,60.96,164.182,0.884,1.149,-0.36,-9.308,0.06,0.66,0.34,-0.479,1.08,1.02,98.427,164.182,8.585,7.78,30.042,32.211,30.042,-2.17,-30.423,-29.798,-0.625,7.78
1_9,1_6_2_1,33.878,31.164,34.029,34.642,-24.192,-23.741,-25.067,-25.313,1.003,1.054,1.141,1.071,0.632,-7.833,0.06,0.06,0.0,-0.2,0.235,0.224,-0.14,-0.356,1.08,1.0,2.25,1.08,98.427,98.427,60.96,642.238,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,9.848,7.146,33.878,31.164,31.164,2.714,-25.067,-25.313,0.247,7.146
1_6,4_3_6_3,36.573,34.899,36.808,36.111,-22.859,-23.888,-25.044,-25.319,0.974,1.148,0.988,1.086,0.515,-7.215,-0.17,-0.27,0.06,0.0,0.172,0.224,-0.424,0.388,1.5,1.08,1.0,1.53,185.535,334.486,98.427,60.96,0.983,1.082,1.33,-8.949,0.06,0.0,0.223,-0.568,1.08,1.0,98.427,60.96,9.464,8.545,36.573,34.899,34.899,1.674,-25.044,-25.319,0.275,8.545
5_6,1_1_6_6,32.314,34.797,32.575,34.819,-31.497,-21.594,-26.059,-25.328,0.887,1.146,1.081,1.045,-0.673,-8.478,0.06,0.0,0.66,0.0,0.357,0.246,-0.293,-0.257,1.08,1.02,1.0,1.0,98.427,60.96,164.182,60.96,0.973,1.035,1.346,-8.569,-0.2,0.0,-0.219,-0.469,2.25,1.0,642.238,60.96,7.895,9.825,32.314,34.797,32.314,-2.483,-31.497,-25.328,-6.168,7.895
7_8,1_3_6_3,35.34,32.966,35.805,35.381,-13.931,-13.752,-18.219,-25.35,1.058,1.009,1.164,0.982,0.496,-7.532,0.06,-0.27,0.06,0.0,0.134,0.231,0.31,-0.431,1.08,1.08,1.0,1.53,98.427,334.486,98.427,60.96,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,8.408,6.601,35.34,32.966,32.966,2.374,-18.219,-25.35,7.131,6.601
1_6,3_1_4_6,35.267,36.859,35.273,37.225,-25.565,-28.527,-30.21,-25.531,0.874,1.213,0.994,1.096,-0.324,-7.74,-0.27,0.0,0.66,-0.27,0.281,0.249,-0.344,0.305,1.53,1.02,1.53,1.0,334.486,60.96,164.182,334.486,0.983,1.082,1.33,-8.949,0.06,0.0,0.223,-0.568,1.08,1.0,98.427,60.96,8.625,9.07,35.267,36.859,35.267,-1.592,-30.21,-28.527,-1.683,8.625
4_7,1_4_6_2,36.444,33.432,36.28,36.09,-14.351,-15.002,-23.829,-25.561,0.994,1.072,1.056,1.161,-1.026,-8.033,0.06,0.66,-0.27,0.0,0.223,0.233,0.171,-0.188,1.08,1.53,1.0,1.02,98.427,164.182,334.486,60.96,0.988,1.057,0.019,-7.55,-0.17,-0.01,-0.201,-0.267,1.5,2.7,185.535,636.378,6.524,8.052,36.28,33.432,33.432,2.848,-23.829,-25.561,1.731,6.524
5_6,1_4_1_9,36.478,31.196,34.771,33.28,-20.154,-21.556,-23.626,-25.598,0.986,1.096,1.023,0.982,-2.027,-8.404,0.06,0.42,-0.27,0.66,0.255,0.24,0.19,-0.139,1.08,1.53,1.02,1.1,98.427,291.269,334.486,164.182,0.973,1.035,1.346,-8.569,-0.2,0.0,-0.219,-0.469,2.25,1.0,642.238,60.96,6.542,9.751,34.771,31.196,31.196,3.575,-23.626,-25.598,1.972,6.542
4_4,2_3_4_1,36.88,36.88,36.29,36.29,-24.926,-24.926,-25.62,-25.62,1.045,1.063,0.892,1.154,-0.98,-8.153,0.66,0.06,0.06,-0.27,0.192,0.244,0.148,0.493,1.02,1.08,1.53,1.08,164.182,98.427,98.427,334.486,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,7.108,9.867,36.29,36.29,36.29,0.0,-25.62,-25.62,0.0,7.108
6_8,3_4_3_6,28.148,32.563,28.798,33.323,-16.702,-18.195,-25.009,-25.627,0.989,1.119,0.873,1.127,0.386,-7.24,-0.27,0.0,-0.27,0.06,0.115,0.236,0.135,0.362,1.53,1.53,1.08,1.0,334.486,60.96,334.486,98.427,0.895,1.043,-0.348,-9.411,0.0,0.45,-0.35,-0.368,1.0,1.75,60.96,467.957,9.797,6.892,28.148,32.563,28.148,-4.415,-25.009,-25.627,0.618,6.892
8_8,1_6_4_3,31.328,31.328,31.387,31.387,-21.53,-21.53,-25.636,-25.636,1.091,1.164,1.09,1.013,0.656,-7.091,0.06,-0.27,0.0,-0.27,0.25,0.222,-0.4,0.194,1.08,1.0,1.53,1.53,98.427,334.486,60.96,334.486,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,10.102,6.42,31.328,31.328,31.328,0.0,-25.636,-25.636,0.0,6.42
6_8,4_4_1_7,29.919,28.971,30.896,29.324,-17.223,-16.675,-26.434,-25.637,1.055,1.02,1.106,0.912,-1.309,-7.505,-0.17,-0.01,-0.27,0.66,-0.24,0.254,0.284,-0.213,1.5,1.53,1.02,2.7,185.535,636.378,334.486,164.182,0.895,1.043,-0.348,-9.411,0.0,0.45,-0.35,-0.368,1.0,1.75,60.96,467.957,8.102,7.157,29.919,28.971,28.971,0.948,-26.434,-25.637,-0.796,7.157
1_8,3_3_1_2,29.717,32.087,31.766,33.245,-18.463,-18.233,-20.119,-25.654,1.041,1.015,1.131,0.951,-2.005,-7.849,-0.27,0.66,0.06,0.66,-0.289,0.315,-0.132,0.301,1.53,1.08,1.02,1.02,334.486,164.182,98.427,164.182,0.894,1.125,-0.239,-9.257,0.06,0.45,0.324,-0.475,1.08,1.75,98.427,467.957,7.252,7.61,29.717,32.087,29.717,-2.37,-20.119,-25.654,5.535,7.252
4_6,2_6_6_6,33.607,32.069,33.98,32.731,-20.544,-19.545,-20.698,-25.656,1.102,0.913,1.029,0.965,-1.068,-8.352,0.66,0.0,0.0,0.0,-0.374,0.291,-0.152,-0.294,1.02,1.0,1.0,1.0,164.182,60.96,60.96,60.96,0.975,1.037,1.376,-8.571,-0.17,0.0,-0.226,-0.472,1.5,1.0,185.535,60.96,7.503,9.728,33.607,32.069,32.069,1.538,-20.698,-25.656,4.957,7.503
1_1,4_6_4_9,39.737,39.737,39.339,39.339,-25.406,-25.406,-25.679,-25.679,0.993,1.115,0.87,1.172,-0.762,-7.659,-0.17,0.42,0.0,-0.27,-0.133,0.247,-0.35,0.419,1.5,1.0,1.53,1.1,185.535,291.269,60.96,334.486,1.061,1.061,1.545,-8.806,0.06,0.06,0.124,0.124,1.08,1.08,98.427,98.427,8.044,9.204,39.339,39.339,39.339,0.0,-25.679,-25.679,0.0,8.044
3_4,1_1_4_2,24.451,35.061,25.39,37.334,-22.629,-23.832,-24.962,-25.679,0.871,1.17,0.895,1.208,-1.214,-8.417,0.06,0.66,0.66,-0.27,0.398,0.257,-0.311,0.435,1.08,1.02,1.53,1.02,98.427,164.182,164.182,334.486,1.007,1.095,1.831,-7.467,-0.27,-0.17,0.106,-0.335,1.53,1.5,334.486,185.535,6.254,10.248,24.451,35.061,24.451,-10.61,-24.962,-25.679,0.717,6.254
8_9,1_6_3_5,30.993,32.41,35.097,33.229,-13.84,-12.537,-18.61,-25.703,0.999,1.118,1.008,1.056,0.221,-7.83,0.06,-0.2,0.0,0.06,0.272,0.225,-0.416,0.394,1.08,1.0,1.08,2.25,98.427,642.238,60.96,98.427,0.968,0.942,-1.586,-9.126,0.45,0.42,-0.289,-0.275,1.75,1.1,467.957,291.269,9.347,6.244,30.993,32.41,30.993,-1.417,-18.61,-25.703,7.094,6.244
4_4,4_2_1_6,38.884,38.884,39.26,39.26,-13.446,-13.446,-25.757,-25.757,0.974,1.04,1.088,1.027,-0.362,-8.132,-0.17,0.0,-0.2,0.66,-0.185,0.246,-0.047,-0.179,1.5,2.25,1.02,1.0,185.535,60.96,642.238,164.182,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,7.726,9.846,38.884,38.884,38.884,0.0,-25.757,-25.757,0.0,7.726
2_4,4_3_1_6,32.879,31.769,33.206,32.832,-17.444,-25.67,-24.808,-25.766,1.029,1.019,1.098,0.883,-0.93,-8.195,-0.17,0.0,0.06,0.66,-0.265,0.264,0.391,-0.241,1.5,1.08,1.02,1.0,185.535,60.96,98.427,164.182,1.11,0.864,-0.212,-8.953,0.66,-0.17,-0.399,-0.107,1.02,1.5,164.182,185.535,8.022,7.983,32.879,31.769,31.769,1.11,-24.808,-25.766,0.958,7.983
1_6,2_6_3_4,34.528,34.124,35.216,34.634,-26.235,-24.597,-27.034,-25.788,1.076,0.915,1.056,0.974,-1.222,-8.006,0.66,-0.17,0.0,0.06,-0.358,0.295,-0.199,0.356,1.02,1.0,1.08,1.5,164.182,185.535,60.96,98.427,0.983,1.082,1.33,-8.949,0.06,0.0,0.223,-0.568,1.08,1.0,98.427,60.96,7.727,9.336,34.528,34.124,34.124,0.405,-27.034,-25.788,-1.246,7.727
3_3,1_1_6_4,36.727,36.727,37.678,37.678,-24.287,-24.287,-25.808,-25.808,0.897,1.142,1.106,1.035,-0.554,-8.161,0.06,-0.17,0.66,0.0,0.347,0.244,-0.285,-0.272,1.08,1.02,1.0,1.5,98.427,185.535,164.182,60.96,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,6.56,10.081,36.727,36.727,36.727,0.0,-25.808,-25.808,0.0,6.56
7_9,1_4_4_1,37.56,37.141,36.576,37.066,-14.676,-14.676,-25.592,-25.909,1.124,0.911,0.911,1.124,0.616,-7.666,0.06,0.06,-0.27,-0.27,0.195,0.233,0.154,0.154,1.08,1.53,1.53,1.08,98.427,98.427,334.486,334.486,0.939,1.048,-1.088,-8.015,-0.01,0.42,-0.156,-0.35,2.7,1.1,636.378,291.269,8.631,6.578,36.576,37.066,36.576,-0.49,-25.592,-25.909,0.318,6.578
4_9,1_6_1_1,31.668,32.156,32.806,32.737,-20.34,-19.848,-21.726,-25.927,0.888,1.15,1.147,1.041,-0.592,-8.497,0.06,0.06,0.0,0.66,0.351,0.247,-0.286,-0.358,1.08,1.0,1.02,1.08,98.427,98.427,60.96,164.182,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,8.312,7.951,31.668,32.156,31.668,-0.488,-21.726,-25.927,4.201,7.951
7_8,1_3_3_2,35.171,35.581,34.692,36.395,-13.061,-13.116,-24.181,-25.94,0.986,1.085,0.913,1.14,-1.25,-8.642,0.06,0.66,0.06,0.06,0.229,0.249,0.244,0.457,1.08,1.08,1.08,1.02,98.427,164.182,98.427,98.427,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,6.663,7.711,34.692,35.581,34.692,-0.889,-24.181,-25.94,1.759,6.663
1_3,1_6_4_5,41.877,42.092,42.388,42.847,-20.275,-20.656,-30.866,-25.949,1.076,1.153,1.021,1.042,0.485,-7.516,0.06,-0.2,0.0,-0.27,0.261,0.222,-0.402,0.285,1.08,1.0,1.53,2.25,98.427,642.238,60.96,334.486,1.104,1.048,1.779,-7.75,0.06,-0.27,0.121,0.017,1.08,1.53,98.427,334.486,8.234,9.295,41.877,42.092,41.877,-0.214,-30.866,-25.949,-4.916,8.234
1_1,3_6_2_2,35.937,35.937,37.086,37.086,-19.079,-19.079,-25.95,-25.95,1.158,0.88,1.15,0.988,-0.683,-7.428,-0.27,0.66,0.0,-0.2,-0.416,0.291,0.081,-0.385,1.53,1.0,2.25,1.02,334.486,164.182,60.96,642.238,1.061,1.061,1.545,-8.806,0.06,0.06,0.124,0.124,1.08,1.08,98.427,98.427,8.123,8.974,35.937,35.937,35.937,0.0,-25.95,-25.95,0.0,8.123
3_6,2_6_1_6,30.064,19.157,31.856,21.567,-25.804,-25.856,-26.459,-25.952,1.091,0.961,1.099,0.849,-1.616,-8.781,0.66,0.0,0.0,0.66,-0.343,0.298,-0.143,-0.219,1.02,1.0,1.02,1.0,164.182,60.96,60.96,164.182,0.973,1.133,1.54,-7.815,-0.27,0.0,0.121,-0.576,1.53,1.0,334.486,60.96,6.2,10.321,30.064,19.157,19.157,10.907,-26.459,-25.952,-0.507,6.2
2_8,3_3_4_1,29.952,30.031,31.962,30.449,-13.385,-14.323,-17.79,-26.001,1.026,1.068,0.945,1.072,0.6,-7.451,-0.27,0.06,0.06,-0.27,0.187,0.231,0.146,0.262,1.53,1.08,1.53,1.08,334.486,98.427,98.427,334.486,0.99,0.949,-1.494,-9.69,0.66,0.45,-0.29,-0.26,1.02,1.75,164.182,467.957,10.29,5.957,29.952,30.031,29.952,-0.079,-17.79,-26.001,8.211,5.957
4_5,3_3_1_6,36.135,34.667,38.161,36.593,-23.527,-25.092,-19.477,-26.117,1.016,1.087,1.095,0.924,-0.846,-7.668,-0.27,0.0,0.06,0.66,0.091,0.244,0.315,-0.24,1.53,1.08,1.02,1.0,334.486,60.96,98.427,164.182,0.999,1.017,1.462,-8.094,-0.17,-0.2,-0.228,-0.241,1.5,2.25,185.535,642.238,7.248,9.13,36.135,34.667,34.667,1.468,-23.527,-26.117,2.589,7.248
8_8,2_1_3_1,29.612,29.612,30.165,30.165,-24.407,-24.407,-26.13,-26.13,0.964,1.106,1.02,0.989,-2.28,-8.628,0.66,0.06,0.66,0.06,0.242,0.248,0.306,-0.136,1.02,1.02,1.08,1.08,164.182,98.427,164.182,98.427,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,7.166,7.957,29.612,29.612,29.612,0.0,-26.13,-26.13,0.0,7.166
6_6,5_3_1_6,29.442,29.442,29.439,29.439,-26.148,-26.148,-26.146,-26.146,1.034,1.0,1.098,0.883,-0.95,-8.206,-0.2,0.0,0.06,0.66,-0.261,0.268,0.403,-0.24,2.25,1.08,1.02,1.0,642.238,60.96,98.427,164.182,0.998,0.998,1.102,-9.105,0.0,0.0,-0.454,-0.454,1.0,1.0,60.96,60.96,8.156,9.308,29.439,29.439,29.439,0.0,-26.148,-26.148,0.0,8.156
4_4,3_3_2_8,38.426,38.426,39.527,39.527,-10.546,-10.546,-26.256,-26.256,1.085,0.94,0.912,1.087,-0.779,-7.52,-0.27,0.45,0.06,-0.2,0.08,0.242,0.306,0.014,1.53,1.08,2.25,1.75,334.486,467.957,98.427,642.238,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,7.31,9.234,38.426,38.426,38.426,0.0,-26.256,-26.256,0.0,7.31
1_7,4_6_4_1,35.238,37.356,37.519,38.203,-17.165,-26.295,-26.365,-26.297,1.048,1.053,1.145,1.101,0.529,-7.533,-0.17,0.06,0.0,-0.27,0.17,0.225,0.194,-0.324,1.5,1.0,1.53,1.08,185.535,98.427,60.96,334.486,0.988,1.077,-0.192,-7.615,0.06,-0.01,0.249,-0.355,1.08,2.7,98.427,636.378,8.144,7.341,35.238,37.356,35.238,-2.119,-26.365,-26.297,-0.068,7.341
1_4,3_3_2_7,41.362,45.778,43.34,43.534,-12.786,-7.588,-14.136,-26.347,1.069,0.985,1.013,1.034,0.347,-7.325,-0.27,-0.01,0.06,-0.2,0.05,0.236,0.323,-0.072,1.53,1.08,2.25,2.7,334.486,636.378,98.427,642.238,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,8.787,8.981,41.362,43.534,41.362,-2.172,-14.136,-26.347,12.211,8.787
