dienophile,diene,ΔG TS_endo_1,ΔG TS_endo_2,ΔG TS_exo_1,ΔG TS_exo_2,ΔG Product_endo_1,ΔG Product_endo_2,ΔG Product_exo_1,ΔG Product_exo_2,pz_pop_C1_D,pz_pop_C2_D,pz_pop_C3_D,pz_pop_C4_D,LUMO_D,HOMO_D,Sigma p_1_D,Sigma p_4_D,Sigma p_2_D,Sigma p_3_D,NBO_1_D,NBO_2_D,NBO_3_D,NBO_4_D,sterio_D_1,sterio_D_2,sterio_D_3,sterio_D_4,Volume_D_1,Volume_D_4,Volume_D_2,Volume_D_3,pz_pop_C1_dPh,pz_pop_C2_dPh,LUMO_dPh,HOMO_dPh,Sigma_P_1dPh,Sigma_P_2dPh,NBO_1dPh,NBO_2_dPh,sterio_dPh_1,sterio_dPh_2,Volume_dPh_1,Volume_dPh_2,LUMO_D - HOMO_dPh,LUMO_dPh - HOMO_D,Min(TS_1),Min(TS_2),Min_TSـall,Min(TS_1) - Min(TS_2),Min(Product_1),Min(Product_2),Min(Product_1) - Min(Product_2),min_gap
1_1,1_6_3_5,37.291,37.291,38.7,38.7,-23.762,-23.762,-34.368,-34.368,0.999,1.118,1.008,1.056,0.221,-7.83,0.06,-0.2,0.0,0.06,0.272,0.225,-0.416,0.394,1.08,1.0,1.08,2.25,98.427,642.238,60.96,98.427,1.061,1.061,1.545,-8.806,0.06,0.06,0.124,0.124,1.08,1.08,98.427,98.427,9.027,9.375,37.291,37.291,37.291,0.0,-34.368,-34.368,0.0,9.027
9_9,1_4_1_1,30.486,30.486,31.83,31.83,-20.971,-20.971,-34.486,-34.486,0.964,1.146,1.088,1.032,-0.678,-8.258,0.06,0.06,-0.27,0.66,0.373,0.252,-0.323,0.204,1.08,1.53,1.02,1.08,98.427,98.427,334.486,164.182,0.947,0.946,-1.736,-9.188,0.42,0.42,-0.281,-0.281,1.1,1.1,291.269,291.269,8.51,6.523,30.486,30.486,30.486,0.0,-34.486,-34.486,0.0,6.523
8_8,1_1_3_1,32.386,32.386,31.446,31.446,-25.037,-25.037,-34.69,-34.69,0.871,1.173,0.98,1.064,-0.837,-8.658,0.06,0.06,0.66,0.06,0.385,0.255,-0.337,0.318,1.08,1.02,1.08,1.08,98.427,98.427,164.182,98.427,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,8.609,7.987,31.446,31.446,31.446,0.0,-34.69,-34.69,0.0,7.987
1_8,1_1_3_1,32.582,34.217,33.127,34.278,-25.029,-25.657,-33.988,-34.818,0.871,1.173,0.98,1.064,-0.837,-8.658,0.06,0.06,0.66,0.06,0.385,0.255,-0.337,0.318,1.08,1.02,1.08,1.08,98.427,98.427,164.182,98.427,0.894,1.125,-0.239,-9.257,0.06,0.45,0.324,-0.475,1.08,1.75,98.427,467.957,8.42,8.418,32.582,34.217,32.582,-1.635,-33.988,-34.818,0.83,8.418
1_3,1_3_3_1,39.751,39.75,39.826,39.826,-33.386,-33.383,-35.094,-35.095,1.03,1.027,1.027,1.03,0.127,-8.492,0.06,0.06,0.06,0.06,0.249,0.249,0.193,0.244,1.08,1.08,1.08,1.08,98.427,98.427,98.427,98.427,1.104,1.048,1.779,-7.75,0.06,-0.27,0.121,0.017,1.08,1.53,98.427,334.486,7.877,10.27,39.751,39.75,39.75,0.001,-35.094,-35.095,0.001,7.877
6_6,1_1_6_6,28.771,28.771,28.771,28.771,-36.183,-36.183,-36.184,-36.184,0.887,1.146,1.081,1.045,-0.673,-8.478,0.06,0.0,0.66,0.0,0.357,0.246,-0.293,-0.257,1.08,1.02,1.0,1.0,98.427,60.96,164.182,60.96,0.998,0.998,1.102,-9.105,0.0,0.0,-0.454,-0.454,1.0,1.0,60.96,60.96,8.432,9.581,28.771,28.771,28.771,0.0,-36.184,-36.184,0.0,8.432
6_8,1_4_3_1,31.484,32.09,31.444,32.645,-34.959,-31.49,-36.773,-36.524,1.099,0.897,1.09,1.017,0.356,-8.018,0.06,0.06,-0.27,0.06,0.184,0.241,0.263,0.14,1.08,1.53,1.08,1.08,98.427,98.427,334.486,98.427,0.895,1.043,-0.348,-9.411,0.0,0.45,-0.35,-0.368,1.0,1.75,60.96,467.957,9.767,7.67,31.444,32.09,31.444,-0.646,-36.773,-36.524,-0.248,7.67
1_1,1_4_6_4,36.806,36.806,37.657,37.657,-33.969,-33.969,-36.952,-36.952,1.048,1.053,1.145,1.101,0.529,-7.533,0.06,-0.17,-0.27,0.0,0.17,0.225,0.194,-0.324,1.08,1.53,1.0,1.5,98.427,185.535,334.486,60.96,1.061,1.061,1.545,-8.806,0.06,0.06,0.124,0.124,1.08,1.08,98.427,98.427,9.335,9.078,36.806,36.806,36.806,0.0,-36.952,-36.952,0.0,9.078
1_6,1_3_3_1,35.763,35.763,36.318,36.318,-36.83,-36.83,-37.763,-37.763,1.03,1.027,1.027,1.03,0.127,-8.492,0.06,0.06,0.06,0.06,0.249,0.249,0.193,0.244,1.08,1.08,1.08,1.08,98.427,98.427,98.427,98.427,0.983,1.082,1.33,-8.949,0.06,0.0,0.223,-0.568,1.08,1.0,98.427,60.96,9.076,9.822,35.763,35.763,35.763,0.0,-37.763,-37.763,0.0,9.076
1_1,1_1_2_6,36.01,36.01,36.468,36.468,-31.176,-31.176,-38.172,-38.172,0.911,1.143,1.036,1.033,-0.456,-8.433,0.06,0.0,0.66,-0.2,0.358,0.247,-0.28,-0.034,1.08,1.02,2.25,1.0,98.427,60.96,164.182,642.238,1.061,1.061,1.545,-8.806,0.06,0.06,0.124,0.124,1.08,1.08,98.427,98.427,8.351,9.978,36.01,36.01,36.01,0.0,-38.172,-38.172,0.0,8.351
