#{"t_start": 1768248100.72864, "env_id": "DielsAlderReact-v0"}
r,l,t
0.042658,20,20.350279
0.042728,20,20.364609
0.04163,20,20.378687
0.043772,20,20.392697
0.042947,20,20.406821
0.04163,20,20.420882
0.043252,20,20.435029
0.043802,20,20.448948
0.04163,20,20.462909
0.04163,20,20.47661
0.04163,20,20.490718
0.04163,20,20.542083
0.04163,20,20.55623
0.04163,20,20.570711
0.041712,20,20.584887
0.04163,20,20.59904
0.041911,20,20.613032
0.04348,20,20.626865
0.042021,20,20.641756
0.04163,20,20.655985
0.041862,20,20.670254
0.04163,20,20.684443
0.04163,20,20.698771
0.04339,20,20.713063
0.043101,20,20.765424
0.04163,20,20.779548
0.04163,20,20.793564
0.04163,20,20.807916
0.04163,20,20.822305
0.04163,20,20.836225
0.042564,20,20.850505
0.04163,20,20.864702
0.04163,20,20.878847
0.042932,20,20.89288
0.04163,20,20.906938
0.04163,20,20.920909
0.04163,20,20.972027
0.04163,20,20.986079
0.042944,20,21.000667
0.044103,20,21.014435
0.042577,20,21.028173
0.042477,20,21.042208
0.04163,20,21.056597
0.04163,20,21.078981
0.042927,20,21.093853
0.04163,20,21.107784
0.044262,20,21.123796
0.04163,20,21.137982
0.043984,20,21.152627
0.043756,20,21.210499
0.04163,20,21.226805
0.042714,20,21.24313
0.041749,20,21.257945
0.042826,20,21.272881
0.043347,20,21.287506
0.04163,20,21.302696
0.04163,20,21.317319
0.04163,20,21.331498
0.034565,20,21.346104
0.043338,20,21.36117
0.043718,20,21.375503
0.043077,20,21.389947
0.04163,20,21.44219
0.04163,20,21.457104
0.04163,20,21.471646
0.04163,20,21.485903
0.043179,20,21.500061
0.04163,20,21.513931
0.04163,20,21.528294
0.042064,20,21.542583
0.04163,20,21.55687
0.04268,20,21.570766
0.042826,20,21.584822
0.04163,20,21.598966
0.04163,20,21.613191
0.043543,20,21.664892
0.041711,20,21.679406
0.04163,20,21.69374
0.04163,20,21.70775
0.043628,20,21.722511
0.04163,20,21.73672
0.043488,20,21.750812
0.04163,20,21.765324
0.04163,20,21.779397
0.042491,20,21.793246
0.04163,20,21.807462
0.042119,20,21.821419
0.04163,20,21.835845
0.042224,20,21.887755
0.04163,20,21.902077
0.042822,20,21.916588
0.04163,20,21.930885
0.042429,20,21.944831
0.042528,20,21.959485
0.04163,20,21.973743
0.041653,20,21.987469
0.04163,20,22.001562
0.042494,20,22.015427
0.042736,20,22.029483
0.04163,20,22.043473
0.04206,20,22.095661
0.04346,20,22.109744
0.043744,20,22.123294
0.04163,20,22.137476
0.04163,20,22.151355
0.042625,20,22.165467
0.042052,20,22.179407
0.04163,20,22.193637
0.043916,20,22.207362
0.041879,20,22.221757
0.04163,20,22.236069
0.04274,20,22.249992
0.04163,20,22.263986
0.04163,20,22.314663
0.042567,20,22.329148
0.044054,20,22.343258
0.043397,20,22.358042
0.04163,20,22.372354
0.04163,20,22.386379
0.04163,20,22.400625
0.043906,20,22.414868
0.04163,20,22.428967
0.04163,20,22.443959
0.04163,20,22.458503
0.041971,20,22.472981
0.042726,20,22.486961
0.042595,20,22.539214
0.042388,20,22.554345
0.041643,20,22.569136
0.04163,20,22.584262
0.041942,20,22.59978
0.04163,20,22.615362
0.042266,20,22.630437
0.04183,20,22.646722
0.044129,20,22.661709
0.043771,20,22.677664
0.04163,20,22.692944
0.04163,20,22.70836
0.042932,20,22.724521
0.043033,20,22.785148
0.043484,20,22.800742
0.04163,20,22.816512
0.042503,20,22.832619
0.04163,20,22.848601
0.041973,20,22.864244
0.041691,20,22.88064
0.043098,20,22.895902
0.04163,20,22.911834
0.041979,20,22.926669
0.04163,20,22.942698
0.04163,20,22.958423
0.044175,20,22.974859
0.04163,20,23.033913
0.04163,20,23.049432
0.042798,20,23.064958
0.042071,20,23.080359
0.04163,20,23.095444
0.04163,20,23.111286
0.042061,20,23.126973
0.04163,20,23.142539
0.043142,20,23.157939
0.041856,20,23.174556
0.044106,20,23.189992
0.042111,20,23.205623
0.04163,20,23.263075
0.042098,20,23.301324
0.041755,20,23.317662
0.042073,20,23.337205
0.04163,20,23.353474
0.041965,20,23.370487
0.043448,20,23.386989
0.043737,20,23.403204
0.04163,20,23.419131
0.042584,20,23.435132
0.04293,20,23.452097
0.04163,20,23.468355
0.04163,20,23.484362
0.04163,20,23.544185
0.04202,20,23.560292
0.041923,20,23.576511
0.044075,20,23.591844
0.042343,20,23.607456
0.04163,20,23.622643
0.04163,20,23.638289
0.04163,20,23.654522
0.042446,20,23.669554
0.042098,20,23.684552
0.04373,20,23.699647
0.04163,20,23.714731
0.041847,20,23.730216
0.042372,20,23.787356
0.04163,20,23.802799
0.044091,20,23.818069
0.043519,20,23.833742
0.042338,20,23.84895
0.04163,20,23.864159
0.042348,20,23.879183
0.04211,20,23.894492
0.042568,20,23.909603
0.04163,20,23.924877
0.04163,20,23.939904
0.04163,20,23.955071
0.04163,20,23.969862
0.042641,20,24.027237
0.04163,20,24.042485
0.042436,20,24.057868
0.043433,20,24.073133
0.04163,20,24.088969
0.043957,20,24.105013
0.041804,20,24.120635
0.04163,20,24.135892
0.04163,20,24.151814
0.044184,20,24.166959
0.043849,20,24.181934
0.041946,20,24.197786
0.042268,20,24.212643
0.043319,20,24.268798
0.043523,20,24.284514
0.04163,20,24.299473
0.042685,20,24.313766
0.044173,20,24.329836
0.044018,20,24.345109
0.043442,20,24.360637
0.043092,20,24.375304
0.04163,20,24.390906
0.04163,20,24.40652
0.041639,20,24.421783
0.04163,20,24.437295
0.04163,20,24.495293
0.043637,20,24.510792
0.043382,20,24.526592
0.043423,20,24.541886
0.042957,20,24.556806
0.04163,20,24.571846
0.04163,20,24.587437
0.044095,20,24.602131
0.04163,20,24.616309
0.042249,20,24.630915
0.044097,20,24.64622
0.042289,20,24.661911
0.04163,20,24.676798
0.04268,20,24.730991
0.043252,20,24.746523
0.04163,20,24.761207
0.041871,20,24.775131
0.04163,20,24.789399
0.04163,20,24.803669
0.042923,20,24.818106
0.042374,20,24.833129
0.041846,20,24.847567
0.043313,20,24.86222
0.04163,20,24.875813
0.04163,20,24.89014
0.044288,20,24.91475
0.04163,20,24.967103
0.043621,20,24.981355
0.041752,20,24.99624
0.04373,20,25.010467
0.043463,20,25.024454
0.044173,20,25.040128
0.043443,20,25.054783
0.043417,20,25.068786
0.04163,20,25.082841
0.043368,20,25.097781
0.042483,20,25.113732
0.042974,20,25.12856
0.04411,20,25.144721
0.043946,20,25.198594
0.04163,20,25.212735
0.043718,20,25.226541
0.04163,20,25.240637
0.04163,20,25.255091
0.04163,20,25.269684
0.042007,20,25.283828
0.04163,20,25.298306
0.041711,20,25.312813
0.042663,20,25.326657
0.044028,20,25.340597
0.04163,20,25.354227
0.041982,20,25.368349
0.04163,20,25.420139
0.044104,20,25.434321
0.043804,20,25.448769
0.042144,20,25.46421
0.042179,20,25.479204
0.042602,20,25.495312
0.042012,20,25.509594
0.04163,20,25.52365
0.043385,20,25.537851
0.04163,20,25.552127
0.042644,20,25.566098
0.042434,20,25.580275
0.044037,20,25.632336
0.042223,20,25.646538
0.042143,20,25.660588
0.044039,20,25.675182
0.04197,20,25.689475
0.043855,20,25.703728
0.043363,20,25.718242
0.042663,20,25.732277
0.04163,20,25.746218
0.043875,20,25.760204
0.042172,20,25.774066
0.04163,20,25.788029
0.04163,20,25.801925
0.043001,20,25.853311
0.042707,20,25.867133
0.043895,20,25.881323
0.043394,20,25.89574
0.043618,20,25.910243
0.044302,20,25.926384
0.041966,20,25.940839
0.04163,20,25.955746
0.04163,20,25.969993
0.044012,20,25.984104
0.04163,20,25.998603
0.042845,20,26.013021
0.04163,20,26.027135
0.043899,20,26.078514
0.042697,20,26.09287
0.04163,20,26.10723
0.044243,20,26.123202
0.043141,20,26.137818
0.04163,20,26.151718
0.043619,20,26.165973
0.04163,20,26.179873
0.04163,20,26.194243
0.043314,20,26.208417
0.04163,20,26.222763
0.04163,20,26.236996
0.042074,20,26.25105
0.043284,20,26.302694
0.043374,20,26.31762
0.04163,20,26.331775
0.043954,20,26.345669
0.042122,20,26.359738
0.04163,20,26.373484
0.043014,20,26.387818
0.042086,20,26.401943
0.04163,20,26.416296
0.044318,20,26.432118
0.04163,20,26.446553
0.043275,20,26.460752
0.044273,20,26.476229
0.04163,20,26.528193
0.04163,20,26.54246
0.044228,20,26.556457
0.04163,20,26.570426
0.043535,20,26.584668
0.04163,20,26.598921
0.04163,20,26.613684
0.042386,20,26.627392
0.043338,20,26.641529
0.042164,20,26.655374
0.04163,20,26.669627
0.04163,20,26.683806
0.043333,20,26.735601
0.043188,20,26.750429
0.042407,20,26.764452
0.043276,20,26.788285
0.044336,20,26.806107
0.04163,20,26.820421
0.04385,20,26.834719
0.042048,20,26.848328
0.04163,20,26.862721
0.043025,20,26.876841
0.042937,20,26.891191
0.043502,20,26.90565
0.04163,20,26.920268
0.04163,20,26.978062
0.043869,20,26.99371
0.043796,20,27.008778
0.04416,20,27.026522
0.04163,20,27.041475
0.04416,20,27.056398
0.043283,20,27.070842
0.041893,20,27.085492
0.044102,20,27.108371
0.042586,20,27.13094
0.044187,20,27.157912
0.042186,20,27.180275
0.04163,20,27.205386
0.04163,20,27.314227
0.042692,20,27.348423
0.04373,20,27.36728
0.043905,20,27.385159
0.04163,20,27.401188
0.042334,20,27.4163
0.04163,20,27.431619
0.044192,20,27.446714
0.041845,20,27.461638
0.04163,20,27.477373
0.041811,20,27.492555
0.04163,20,27.517165
0.043021,20,27.532701
0.042052,20,27.59537
0.044146,20,27.610497
0.041678,20,27.625345
0.04163,20,27.640352
0.042371,20,27.654492
0.04222,20,27.66928
0.043425,20,27.684162
0.043826,20,27.698032
0.04163,20,27.711987
0.043723,20,27.726074
0.042371,20,27.740658
0.042178,20,27.7551
0.043986,20,27.770097
0.044017,20,27.824083
0.04163,20,27.839259
0.042132,20,27.85418
0.04163,20,27.868897
0.043254,20,27.883239
0.043893,20,27.897919
0.041735,20,27.91204
0.042694,20,27.926917
0.04163,20,27.941691
0.043988,20,27.957691
0.04163,20,27.973547
0.04163,20,27.988795
0.04163,20,28.043202
0.043588,20,28.058061
0.04163,20,28.073447
0.042705,20,28.08785
0.042096,20,28.101941
0.04321,20,28.116354
0.042669,20,28.130497
0.042628,20,28.144991
0.042028,20,28.15947
0.04163,20,28.174401
0.043728,20,28.189052
0.043139,20,28.20416
0.042894,20,28.218828
0.04163,20,28.274473
0.044361,20,28.298246
0.044081,20,28.312786
0.044344,20,28.329814
0.04163,20,28.344757
0.043859,20,28.359573
0.04163,20,28.374415
0.04163,20,28.389125
0.043397,20,28.403029
0.04428,20,28.426928
0.042561,20,28.441333
0.04163,20,28.455849
0.04163,20,28.471063
0.042805,20,28.529583
0.042747,20,28.544439
0.042944,20,28.558966
0.044188,20,28.573958
0.043634,20,28.589761
0.04163,20,28.604565
0.044092,20,28.619333
0.043704,20,28.634786
0.043333,20,28.648911
0.042952,20,28.664211
0.04163,20,28.678562
0.043282,20,28.69369
0.043866,20,28.708208
0.04163,20,28.764087
0.041775,20,28.778996
0.043642,20,28.793363
0.04163,20,28.80809
0.043673,20,28.822725
0.042698,20,28.837819
0.041722,20,28.852745
0.04163,20,28.867287
0.04163,20,28.882215
0.043237,20,28.896739
0.042082,20,28.910968
0.04208,20,28.92562
0.042692,20,28.940674
0.04317,20,28.995501
0.04163,20,29.010416
0.04322,20,29.024968
0.043762,20,29.040111
0.043146,20,29.055072
0.042069,20,29.069866
0.042028,20,29.084366
0.04163,20,29.099144
0.042498,20,29.113753
0.042619,20,29.128154
0.04163,20,29.143354
0.04408,20,29.158015
0.043732,20,29.212774
0.04163,20,29.22762
0.042565,20,29.241965
0.043722,20,29.256607
0.04163,20,29.271161
0.043179,20,29.285761
0.04163,20,29.300417
0.04163,20,29.315108
0.04163,20,29.329342
0.043427,20,29.344515
0.04163,20,29.359012
0.044022,20,29.373997
0.04163,20,29.389117
0.041744,20,29.445107
0.04163,20,29.459753
0.042712,20,29.474348
0.043979,20,29.489157
0.04423,20,29.50399
0.043351,20,29.518983
0.043519,20,29.533831
0.043903,20,29.547879
0.044205,20,29.562842
0.042508,20,29.577211
0.04163,20,29.591483
0.04163,20,29.606084
0.044047,20,29.620335
0.043521,20,29.675736
0.043177,20,29.690293
0.04273,20,29.704013
0.009211,20,29.708532
0.042225,20,29.723415
0.043369,20,29.738706
0.043694,20,29.753042
0.043066,20,29.767383
0.043279,20,29.782414
0.04205,20,29.797202
0.043012,20,29.811983
0.04163,20,29.827056
0.042493,20,29.842817
0.043078,20,29.900837
0.041659,20,29.91488
0.044193,20,29.92895
0.04163,20,29.94321
0.0443,20,29.967686
0.042529,20,29.98181
0.041731,20,29.995704
0.041689,20,30.010178
0.041875,20,30.024058
0.042266,20,30.038273
0.043115,20,30.052645
0.043677,20,30.066873
0.042834,20,30.081528
0.043146,20,30.135886
0.04163,20,30.151552
0.04347,20,30.166799
0.041958,20,30.182826
0.043837,20,30.197803
0.042023,20,30.213132
0.04163,20,30.228246
0.04163,20,30.243605
0.042793,20,30.258376
0.042277,20,30.274171
0.042375,20,30.289641
0.042816,20,30.305319
0.041678,20,30.371961
0.042545,20,30.388664
0.044069,20,30.407889
0.04163,20,30.424595
0.04163,20,30.449946
0.042393,20,30.467514
0.0423,20,30.482789
0.04163,20,30.497638
0.043687,20,30.512462
0.043829,20,30.526759
0.04268,20,30.541688
0.04211,20,30.556688
0.043712,20,30.57213
0.043833,20,30.62872
0.043213,20,30.643906
0.04163,20,30.660215
0.044251,20,30.678027
0.04163,20,30.692854
0.044073,20,30.708094
0.031237,20,30.714466
0.041682,20,30.72935
0.042922,20,30.745134
0.001834,20,30.751733
0.04163,20,30.770062
0.04163,20,30.792767
0.044308,20,30.825671
0.04163,20,30.881367
0.04163,20,30.896081
0.04163,20,30.910253
0.04163,20,30.924231
0.04163,20,30.93816
0.04163,20,30.952835
0.04163,20,30.967179
0.04163,20,30.981292
0.041682,20,30.995702
0.041972,20,31.010289
0.042057,20,31.024558
0.042722,20,31.038344
0.042181,20,31.052687
0.044239,20,31.10375
0.04163,20,31.118073
0.04226,20,31.132629
0.04163,20,31.146618
0.04163,20,31.16117
0.041654,20,31.176079
0.041846,20,31.190215
0.04163,20,31.204314
0.042567,20,31.218253
0.04163,20,31.234013
0.04163,20,31.248335
0.044355,20,31.264069
0.04163,20,31.279751
0.043334,20,31.333827
0.044051,20,31.347994
0.043839,20,31.362467
0.043696,20,31.376853
0.043069,20,31.390869
0.042768,20,31.404941
0.043213,20,31.418917
0.041837,20,31.433533
0.042117,20,31.447732
0.04163,20,31.462504
0.04163,20,31.47668
0.042571,20,31.491385
0.042672,20,31.542793
0.041662,20,31.557262
0.043353,20,31.571283
0.043075,20,31.586663
0.044145,20,31.600985
0.041859,20,31.614961
0.043903,20,31.628895
0.04163,20,31.643142
0.041875,20,31.657889
0.043828,20,31.672186
0.04163,20,31.686448
0.044104,20,31.70084
0.042485,20,31.715264
0.042026,20,31.766515
0.042936,20,31.781515
0.04309,20,31.795804
0.04314,20,31.810007
0.043856,20,31.824039
0.04163,20,31.838259
0.042094,20,31.852787
0.044083,20,31.867025
0.044179,20,31.881562
0.042134,20,31.895788
0.043627,20,31.910472
0.043876,20,31.924993
0.04292,20,31.939055
0.043969,20,31.990972
0.04163,20,32.005649
0.043981,20,32.019879
0.041639,20,32.034393
0.04163,20,32.048392
0.042181,20,32.062227
0.04163,20,32.076327
0.042993,20,32.090585
0.04351,20,32.104727
0.042239,20,32.118817
0.042554,20,32.132929
0.042618,20,32.147142
0.04163,20,32.161288
0.043093,20,32.212966
0.04322,20,32.227354
0.044362,20,32.243373
0.04163,20,32.257429
0.044201,20,32.271785
0.04163,20,32.286014
0.043998,20,32.301032
0.04163,20,32.315135
0.043147,20,32.329294
0.04163,20,32.3432
0.043267,20,32.357337
0.043845,20,32.371356
0.04163,20,32.385479
0.042491,20,32.437305
0.041651,20,32.451258
0.04353,20,32.465665
0.044015,20,32.480097
0.041975,20,32.493997
0.041881,20,32.5081
0.042457,20,32.522448
0.043472,20,32.536625
0.04329,20,32.550572
0.043038,20,32.5647
0.043255,20,32.578448
0.04163,20,32.592862
0.04163,20,32.644374
0.042367,20,32.658653
0.043774,20,32.673377
0.042486,20,32.688028
0.042293,20,32.702005
0.043132,20,32.716256
0.04297,20,32.730395
0.043643,20,32.744745
0.043079,20,32.758936
0.043207,20,32.772512
0.04163,20,32.786432
0.043326,20,32.800824
0.043936,20,32.815029
0.04163,20,32.86615
0.04163,20,32.880616
0.04163,20,32.894938
0.04163,20,32.908833
0.04163,20,32.923209
0.041907,20,32.937494
0.044176,20,32.952009
0.04163,20,32.966237
0.042046,20,32.980294
0.04163,20,32.994542
0.042655,20,33.008529
0.04163,20,33.022955
0.04163,20,33.037356
0.042483,20,33.090785
0.041808,20,33.104583
0.04163,20,33.118777
0.04163,20,33.133412
0.043232,20,33.148101
0.04163,20,33.162636
0.04163,20,33.177276
0.041891,20,33.191546
0.042744,20,33.206304
0.04163,20,33.220703
0.04163,20,33.235525
0.04163,20,33.250273
0.04163,20,33.264715
0.042462,20,33.31989
0.042018,20,33.334217
0.044152,20,33.349893
0.04163,20,33.365938
0.044365,20,33.390651
0.04163,20,33.405193
0.04163,20,33.419642
0.043095,20,33.434156
0.043109,20,33.44895
0.042943,20,33.463603
0.042052,20,33.478194
0.043259,20,33.493085
0.042297,20,33.507353
0.043531,20,33.562141
0.043117,20,33.577551
0.04163,20,33.592532
0.043493,20,33.606853
0.042337,20,33.621247
0.042726,20,33.635703
0.04163,20,33.6505
0.04163,20,33.665166
0.04163,20,33.679343
0.043451,20,33.69409
0.043358,20,33.708076
0.04163,20,33.722747
0.041729,20,33.777706
0.04163,20,33.793281
0.043581,20,33.808879
0.008073,20,33.813836
0.042632,20,33.82888
0.042962,20,33.844001
0.04163,20,33.858704
0.043494,20,33.873497
0.04163,20,33.888919
0.044292,20,33.906172
0.041963,20,33.923053
0.044035,20,33.946526
0.04293,20,33.963677
0.043644,20,34.025345
0.04163,20,34.04052
0.042861,20,34.055284
0.043842,20,34.070775
0.043084,20,34.086081
0.04163,20,34.101268
0.04163,20,34.115964
0.042697,20,34.13074
0.04163,20,34.145755
0.043343,20,34.160403
0.04163,20,34.175363
0.04163,20,34.190272
0.04163,20,34.204761
0.04163,20,34.260211
0.043359,20,34.274749
0.041718,20,34.289407
0.042308,20,34.304745
0.04163,20,34.319739
0.042107,20,34.334686
0.04163,20,34.34929
0.04163,20,34.363927
0.043808,20,34.378804
0.044027,20,34.394521
0.043772,20,34.410373
0.0439,20,34.425042
0.04163,20,34.439879
0.04163,20,34.496097
0.04163,20,34.510718
0.041852,20,34.525071
0.04207,20,34.539786
0.042475,20,34.55431
0.041979,20,34.568996
0.041771,20,34.583725
0.043797,20,34.609503
0.041097,20,34.631794
0.04163,20,34.647915
0.043196,20,34.663362
0.04334,20,34.678446
0.041714,20,34.693407
0.041744,20,34.750461
0.042545,20,34.76573
0.04163,20,34.780622
0.04163,20,34.795629
0.04163,20,34.810407
0.04163,20,34.824908
0.041669,20,34.839545
0.04163,20,34.854276
0.042864,20,34.86901
0.042276,20,34.883159
0.042033,20,34.897778
0.04163,20,34.912754
0.04163,20,34.967111
0.043643,20,34.981936
0.043002,20,34.997261
0.04163,20,35.012022
0.04307,20,35.026157
0.04191,20,35.042015
0.04163,20,35.056658
0.04163,20,35.071641
0.043171,20,35.086354
0.04163,20,35.101571
0.042657,20,35.116171
0.041922,20,35.131786
0.043565,20,35.147228
0.04163,20,35.200388
0.042565,20,35.214357
0.042852,20,35.2293
0.04163,20,35.243654
0.04281,20,35.257605
0.04292,20,35.271957
0.04163,20,35.286152
0.043057,20,35.300544
0.04163,20,35.315413
0.043354,20,35.330131
0.044179,20,35.344806
0.042706,20,35.358138
0.042447,20,35.372313
0.04163,20,35.424287
0.04422,20,35.438808
0.042975,20,35.453267
0.04163,20,35.467589
0.04163,20,35.481565
0.04163,20,35.50731
0.04163,20,35.522639
0.04163,20,35.539162
0.04163,20,35.555851
0.04163,20,35.571901
0.04163,20,35.587947
0.04163,20,35.602707
0.043597,20,35.617046
0.043075,20,35.669805
0.042508,20,35.684152
0.042236,20,35.698056
0.04163,20,35.71267
0.042165,20,35.726633
0.042761,20,35.741179
0.042765,20,35.755404
0.04281,20,35.769771
0.04248,20,35.784324
0.042803,20,35.79844
0.041975,20,35.812914
0.04163,20,35.827078
0.042575,20,35.841632
0.042304,20,35.893597
0.042663,20,35.907911
0.04163,20,35.922242
0.04163,20,35.936798
0.04163,20,35.951663
0.04163,20,35.965493
0.041972,20,35.979729
0.042082,20,35.993992
0.04163,20,36.008472
0.043752,20,36.022357
0.042285,20,36.036323
0.043977,20,36.050071
0.041698,20,36.101393
0.04163,20,36.115781
0.04336,20,36.132022
0.041828,20,36.147431
0.043989,20,36.163037
0.04163,20,36.179811
0.041794,20,36.195863
0.043439,20,36.213455
0.043203,20,36.231138
0.04163,20,36.24789
0.04395,20,36.264851
0.043999,20,36.280495
0.043121,20,36.296454
0.041906,20,36.36096
0.04163,20,36.385502
0.043855,20,36.400519
0.044123,20,36.4166
0.041832,20,36.432644
0.04163,20,36.448506
0.04163,20,36.464195
0.044029,20,36.480862
0.041913,20,36.496232
0.042856,20,36.517405
0.04163,20,36.538122
0.04163,20,36.554255
0.043731,20,36.570075
0.04163,20,36.628288
0.043489,20,36.651695
0.042572,20,36.673739
0.042674,20,36.689634
0.04163,20,36.706478
0.043357,20,36.723165
0.041645,20,36.740515
0.04163,20,36.764373
0.042156,20,36.785503
0.04163,20,36.805679
0.04163,20,36.831985
0.04431,20,36.864543
0.043506,20,36.889244
0.044329,20,36.967938
0.041839,20,36.984237
0.043468,20,37.000806
0.04327,20,37.016057
0.04163,20,37.031994
0.04163,20,37.049087
0.04163,20,37.064604
0.04163,20,37.08107
0.042883,20,37.102382
0.042491,20,37.119582
0.042625,20,37.13604
0.043597,20,37.152757
0.042585,20,37.169177
0.04163,20,37.234956
0.043001,20,37.251796
0.041901,20,37.267914
0.04163,20,37.285238
0.04163,20,37.300591
0.042332,20,37.315737
0.04163,20,37.331906
0.042381,20,37.34689
0.042486,20,37.361997
0.044015,20,37.377365
0.04163,20,37.392899
0.043075,20,37.408054
0.04163,20,37.46399
0.044199,20,37.479584
0.04163,20,37.49463
0.041691,20,37.508986
0.04163,20,37.523728
0.043665,20,37.538766
0.042886,20,37.553356
0.042693,20,37.568321
0.042587,20,37.583068
0.041698,20,37.597888
0.04163,20,37.61226
0.042091,20,37.626455
0.04202,20,37.640736
0.043509,20,37.695173
0.04163,20,37.710034
0.04163,20,37.723933
0.043826,20,37.73841
0.043844,20,37.753251
0.04163,20,37.767962
0.044191,20,37.782992
0.04163,20,37.798226
0.04163,20,37.812033
0.04163,20,37.826672
0.043934,20,37.841351
0.043878,20,37.855592
0.043849,20,37.870174
0.043108,20,37.924911
0.04163,20,37.939682
0.042854,20,37.954015
0.043634,20,37.968786
0.041827,20,37.982907
0.042554,20,37.997724
0.04163,20,38.012459
0.043438,20,38.027821
0.043285,20,38.042796
0.04163,20,38.0604
0.04163,20,38.075036
0.04163,20,38.090131
0.04163,20,38.10516
0.043645,20,38.160572
0.043859,20,38.176169
0.043281,20,38.191147
0.04305,20,38.206483
0.041997,20,38.221428
0.04163,20,38.236259
0.041966,20,38.252086
0.04163,20,38.267128
0.042677,20,38.28133
0.04163,20,38.296122
0.042527,20,38.311582
0.04163,20,38.326906
0.043615,20,38.342913
0.044307,20,38.409937
0.041937,20,38.426179
0.04163,20,38.441881
0.04163,20,38.457428
0.043256,20,38.474149
0.043898,20,38.489256
0.042401,20,38.504429
0.043774,20,38.518946
0.041717,20,38.534609
0.044184,20,38.550607
0.04163,20,38.565762
0.04163,20,38.580963
0.043262,20,38.638351
0.042206,20,38.655146
0.042048,20,38.67087
0.043373,20,38.685919
0.042335,20,38.700549
0.04163,20,38.714938
0.043614,20,38.729404
0.04163,20,38.744392
0.04163,20,38.759144
0.042075,20,38.7733
0.042819,20,38.788642
0.04163,20,38.803769
0.043479,20,38.818606
0.04325,20,38.874682
0.042305,20,38.889455
0.043029,20,38.9036
0.041852,20,38.918503
0.04163,20,38.932947
0.04163,20,38.947657
0.04163,20,38.962731
0.04163,20,38.977044
0.043954,20,38.991456
0.04163,20,39.006328
0.04163,20,39.021342
0.04163,20,39.036544
0.043818,20,39.05238
0.04163,20,39.107843
0.04163,20,39.122839
0.043252,20,39.137793
0.042332,20,39.153261
0.042399,20,39.167702
0.043574,20,39.18202
0.04163,20,39.196981
0.04163,20,39.211773
0.043026,20,39.226652
0.044075,20,39.241215
0.041872,20,39.256456
0.043863,20,39.27097
0.04163,20,39.28575
0.043973,20,39.340695
0.041802,20,39.35663
0.041825,20,39.371144
0.04163,20,39.386261
0.043008,20,39.400971
0.043185,20,39.415936
0.042646,20,39.430102
0.04251,20,39.444809
0.04163,20,39.460293
0.042888,20,39.475032
0.042308,20,39.489137
0.041656,20,39.503679
0.042411,20,39.518172
0.04309,20,39.573733
0.043311,20,39.588865
0.042552,20,39.603747
0.04276,20,39.618447
0.04292,20,39.632925
0.043258,20,39.647314
0.043127,20,39.663167
0.041651,20,39.67774
0.043829,20,39.691929
0.043063,20,39.706643
0.042957,20,39.721524
0.042801,20,39.736627
0.04163,20,39.792447
0.04163,20,39.807169
0.043914,20,39.822145
0.043035,20,39.837119
0.04163,20,39.851736
0.04385,20,39.866792
0.043599,20,39.881334
0.043657,20,39.895843
0.04163,20,39.910079
0.043379,20,39.924687
0.043632,20,39.939601
0.043279,20,39.953911
0.041859,20,39.968536
0.042621,20,40.023294
0.042797,20,40.037317
0.043644,20,40.052748
0.041845,20,40.067156
0.04163,20,40.081982
0.042913,20,40.097562
0.0436,20,40.111681
0.041697,20,40.126452
0.042124,20,40.140696
0.043969,20,40.155632
0.042045,20,40.170165
0.043468,20,40.185039
0.04163,20,40.199749
0.04163,20,40.256374
0.043448,20,40.271993
0.04163,20,40.28736
0.042571,20,40.302071
0.042374,20,40.317345
0.04358,20,40.332617
0.043939,20,40.347984
0.044338,20,40.373098
0.042313,20,40.388473
0.04163,20,40.403157
0.043608,20,40.417298
0.043186,20,40.431568
0.044199,20,40.446865
0.04163,20,40.501012
0.044224,20,40.515363
0.042333,20,40.529689
0.044037,20,40.544073
0.042171,20,40.557255
0.043183,20,40.57109
0.04163,20,40.584938
0.04163,20,40.598876
0.042672,20,40.613494
0.044083,20,40.627534
0.043706,20,40.641322
0.043272,20,40.655218
0.041999,20,40.669006
0.04403,20,40.720582
0.001843,20,40.725122
0.04163,20,40.739174
0.04254,20,40.753144
0.043708,20,40.795391
0.04163,20,40.814204
0.042607,20,40.827999
0.04163,20,40.842364
0.043158,20,40.856715
0.042768,20,40.871282
0.043502,20,40.885493
0.044163,20,40.899513
0.043077,20,40.951275
0.04163,20,40.965459
0.042594,20,40.980193
0.042476,20,40.994367
0.043174,20,41.008725
0.042317,20,41.023035
0.044181,20,41.037333
0.04163,20,41.051626
0.04163,20,41.065849
0.04163,20,41.079895
0.04163,20,41.094243
0.042035,20,41.108481
0.04163,20,41.122836
0.04163,20,41.174663
0.042754,20,41.188456
0.04163,20,41.20303
0.04163,20,41.217726
0.044034,20,41.231887
0.04163,20,41.246133
0.043524,20,41.260218
0.042802,20,41.274179
0.043445,20,41.288368
0.043132,20,41.302242
0.043565,20,41.316288
0.043536,20,41.33008
0.042824,20,41.3444
0.04415,20,41.397221
0.041778,20,41.411381
0.04163,20,41.425686
0.04163,20,41.440037
0.04163,20,41.454355
0.04163,20,41.468568
0.04163,20,41.482909
0.043364,20,41.496605
0.041815,20,41.510936
0.042289,20,41.525265
0.042105,20,41.539094
0.044073,20,41.553473
0.043133,20,41.568006
